,State,stateFIPS,Date,Total Cases,Incremental Cases,moving_average
6086,KY,21,2020-05-20,8130,116.0,156.71428571428572
6137,KY,21,2020-05-21,8256,126.0,153.57142857142858
6188,KY,21,2020-05-22,8393,137.0,141.57142857142858
6239,KY,21,2020-05-23,8538,145.0,128.14285714285714
6290,KY,21,2020-05-24,8538,0.0,128.14285714285714
6341,KY,21,2020-05-25,8538,0.0,93.57142857142857
6392,KY,21,2020-05-26,8919,381.0,129.28571428571428
6443,KY,21,2020-05-27,9044,125.0,130.57142857142858
6494,KY,21,2020-05-28,9149,105.0,127.57142857142857
6545,KY,21,2020-05-29,9431,282.0,148.28571428571428
6596,KY,21,2020-05-30,9687,256.0,164.14285714285714
6647,KY,21,2020-05-31,9687,0.0,164.14285714285714
6698,KY,21,2020-06-01,10017,330.0,211.28571428571428
6749,KY,21,2020-06-02,10162,145.0,177.57142857142858
6800,KY,21,2020-06-03,10397,235.0,193.28571428571428
6851,KY,21,2020-06-04,10692,295.0,220.42857142857142
6902,KY,21,2020-06-05,10963,271.0,218.85714285714286
6953,KY,21,2020-06-06,11269,306.0,226.0
7004,KY,21,2020-06-07,11269,0.0,226.0
7055,KY,21,2020-06-08,11456,187.0,205.57142857142858
7106,KY,21,2020-06-09,11689,233.0,218.14285714285714
7157,KY,21,2020-06-10,11866,177.0,209.85714285714286
7208,KY,21,2020-06-11,11927,61.0,176.42857142857142
7259,KY,21,2020-06-12,12153,226.0,170.0
7310,KY,21,2020-06-13,12427,274.0,165.42857142857142
7361,KY,21,2020-06-14,12427,0.0,165.42857142857142
7412,KY,21,2020-06-15,12628,201.0,167.42857142857142
7463,KY,21,2020-06-16,12807,179.0,159.71428571428572
7514,KY,21,2020-06-17,12972,165.0,158.0
7565,KY,21,2020-06-18,13174,202.0,178.14285714285714
7616,KY,21,2020-06-19,13427,253.0,182.0
7667,KY,21,2020-06-20,13604,177.0,168.14285714285714
7718,KY,21,2020-06-21,13722,118.0,185.0
7769,KY,21,2020-06-22,13810,88.0,168.85714285714286
7820,KY,21,2020-06-23,14125,315.0,188.28571428571428
7871,KY,21,2020-06-24,14347,222.0,196.42857142857142
7922,KY,21,2020-06-25,14602,255.0,204.0
7973,KY,21,2020-06-26,14856,254.0,204.14285714285714
8024,KY,21,2020-06-27,15163,307.0,222.71428571428572
8075,KY,21,2020-06-28,15228,65.0,215.14285714285714
8126,KY,21,2020-06-29,15342,114.0,218.85714285714286
8177,KY,21,2020-06-30,15620,278.0,213.57142857142858
8228,KY,21,2020-07-01,15838,218.0,213.0
8279,KY,21,2020-07-02,16075,237.0,210.42857142857142
8330,KY,21,2020-07-03,16372,297.0,216.57142857142858
8381,KY,21,2020-07-04,16372,0.0,172.71428571428572
8432,KY,21,2020-07-05,16372,0.0,163.42857142857142
8483,KY,21,2020-07-06,17149,777.0,258.14285714285717
8534,KY,21,2020-07-07,17518,369.0,271.14285714285717
8585,KY,21,2020-07-08,17918,400.0,297.14285714285717
8636,KY,21,2020-07-09,18241,323.0,309.42857142857144
8687,KY,21,2020-07-10,18666,425.0,327.7142857142857
8738,KY,21,2020-07-11,19116,450.0,392.0
8789,KY,21,2020-07-12,19380,264.0,429.7142857142857
8840,KY,21,2020-07-13,19641,261.0,356.0
8891,KY,21,2020-07-14,20211,570.0,384.7142857142857
8942,KY,21,2020-07-15,20677,466.0,394.14285714285717
8993,KY,21,2020-07-16,21081,404.0,405.7142857142857
9044,KY,21,2020-07-17,21604,523.0,419.7142857142857
9095,KY,21,2020-07-18,22178,574.0,437.42857142857144
9146,KY,21,2020-07-19,23153,975.0,539.0
9197,KY,21,2020-07-20,23410,257.0,538.4285714285714
9248,KY,21,2020-07-21,24052,642.0,548.7142857142857
9299,KY,21,2020-07-22,24539,487.0,551.7142857142857
9350,KY,21,2020-07-23,25143,604.0,580.2857142857143
9401,KY,21,2020-07-24,25926,783.0,617.4285714285714
9452,KY,21,2020-07-25,26761,835.0,654.7142857142857
9503,KY,21,2020-07-26,27079,318.0,560.8571428571429
9554,KY,21,2020-07-27,27581,502.0,595.8571428571429
9605,KY,21,2020-07-28,28105,524.0,579.0
9656,KY,21,2020-07-29,28723,618.0,597.7142857142857
9707,KY,21,2020-07-30,29381,658.0,605.4285714285714
9758,KY,21,2020-07-31,30150,769.0,603.4285714285714
9809,KY,21,2020-08-01,30722,572.0,565.8571428571429
9860,KY,21,2020-08-02,31182,460.0,586.1428571428571
9911,KY,21,2020-08-03,31501,319.0,560.0
9962,KY,21,2020-08-04,32190,689.0,583.5714285714286
10013,KY,21,2020-08-05,32725,535.0,571.7142857142857
10064,KY,21,2020-08-06,33229,504.0,549.7142857142857
10115,KY,21,2020-08-07,33774,545.0,517.7142857142857
10166,KY,21,2020-08-08,34547,773.0,546.4285714285714
10217,KY,21,2020-08-09,34976,429.0,542.0
10268,KY,21,2020-08-10,35249,273.0,535.4285714285714
10319,KY,21,2020-08-11,35788,539.0,514.0
10370,KY,21,2020-08-12,36941,1153.0,602.2857142857143
10421,KY,21,2020-08-13,37679,738.0,635.7142857142857
10472,KY,21,2020-08-14,38293,614.0,645.5714285714286
10523,KY,21,2020-08-15,38929,636.0,626.0
10574,KY,21,2020-08-16,39314,385.0,619.7142857142857
10625,KY,21,2020-08-17,39684,370.0,633.5714285714286
10676,KY,21,2020-08-18,40292,608.0,643.4285714285714
10727,KY,21,2020-08-19,40920,628.0,568.4285714285714
10778,KY,21,2020-08-20,41610,690.0,561.5714285714286
10829,KY,21,2020-08-21,42253,643.0,565.7142857142857
10880,KY,21,2020-08-22,43063,810.0,590.5714285714286
10931,KY,21,2020-08-23,43063,0.0,535.5714285714286
10982,KY,21,2020-08-24,43889,826.0,600.7142857142857
11033,KY,21,2020-08-25,44561,672.0,609.8571428571429
11084,KY,21,2020-08-26,45226,665.0,615.1428571428571
11135,KY,21,2020-08-27,45973,747.0,623.2857142857143
11186,KY,21,2020-08-28,46751,778.0,642.5714285714286
11237,KY,21,2020-08-29,47568,817.0,643.5714285714286
11288,KY,21,2020-08-30,47568,0.0,643.5714285714286
11339,KY,21,2020-08-31,48391,823.0,643.1428571428571
11390,KY,21,2020-09-01,49177,786.0,659.4285714285714
11441,KY,21,2020-09-02,49975,798.0,678.4285714285714
11492,KY,21,2020-09-03,50872,897.0,699.8571428571429
11543,KY,21,2020-09-04,51675,803.0,703.4285714285714
11594,KY,21,2020-09-05,52456,781.0,698.2857142857143
11645,KY,21,2020-09-06,52766,310.0,742.5714285714286
11696,KY,21,2020-09-07,53051,285.0,665.7142857142857
11747,KY,21,2020-09-08,53314,263.0,591.0
11798,KY,21,2020-09-09,53971,657.0,570.8571428571429
11849,KY,21,2020-09-10,54767,796.0,556.4285714285714
11900,KY,21,2020-09-11,55693,926.0,574.0
11951,KY,21,2020-09-12,56405,712.0,564.1428571428571
12002,KY,21,2020-09-13,56932,527.0,595.1428571428571
12053,KY,21,2020-09-14,57269,337.0,602.5714285714286
12104,KY,21,2020-09-15,57984,715.0,667.1428571428571
12155,KY,21,2020-09-16,58734,750.0,680.4285714285714
12206,KY,21,2020-09-17,59341,607.0,653.4285714285714
12257,KY,21,2020-09-18,60103,762.0,630.0
12308,KY,21,2020-09-19,61084,981.0,668.4285714285714
12359,KY,21,2020-09-20,61515,431.0,654.7142857142857
12410,KY,21,2020-09-21,61912,397.0,663.2857142857143
12461,KY,21,2020-09-22,62725,813.0,677.2857142857143
12512,KY,21,2020-09-23,63507,782.0,681.8571428571429
12563,KY,21,2020-09-24,64157,650.0,688.0
12614,KY,21,2020-09-25,65065,908.0,708.8571428571429
12665,KY,21,2020-09-26,66033,968.0,707.0
12716,KY,21,2020-09-27,66483,450.0,709.7142857142857
12767,KY,21,2020-09-28,66932,449.0,717.1428571428571
12818,KY,21,2020-09-29,67852,920.0,732.4285714285714
12869,KY,21,2020-09-30,68838,986.0,761.5714285714286
12920,KY,21,2020-10-01,69725,887.0,795.4285714285714
12971,KY,21,2020-10-02,70723,998.0,808.2857142857143
13022,KY,21,2020-10-03,72000,1277.0,852.4285714285714
13073,KY,21,2020-10-04,72615,615.0,876.0
13124,KY,21,2020-10-05,73158,543.0,889.4285714285714
13175,KY,21,2020-10-06,74193,1035.0,905.8571428571429
13226,KY,21,2020-10-07,76586,2393.0,1106.857142857143
13277,KY,21,2020-10-08,77452,866.0,1103.857142857143
13328,KY,21,2020-10-09,78454,1002.0,1104.4285714285713
13379,KY,21,2020-10-10,79444,990.0,1063.4285714285713
13430,KY,21,2020-10-11,80287,843.0,1096.0
13481,KY,21,2020-10-12,80920,633.0,1108.857142857143
13532,KY,21,2020-10-13,81690,770.0,1071.0
13583,KY,21,2020-10-14,83011,1321.0,917.8571428571429
13634,KY,21,2020-10-15,84195,1184.0,963.2857142857143
13685,KY,21,2020-10-16,85505,1310.0,1007.2857142857143
13736,KY,21,2020-10-17,86795,1290.0,1050.142857142857
13787,KY,21,2020-10-18,87604,809.0,1045.2857142857142
13838,KY,21,2020-10-19,88244,640.0,1046.2857142857142
13889,KY,21,2020-10-20,89542,1298.0,1121.7142857142858
13940,KY,21,2020-10-21,90995,1453.0,1140.5714285714287
13991,KY,21,2020-10-22,92297,1302.0,1157.4285714285713
14042,KY,21,2020-10-23,93748,1451.0,1177.5714285714287
14093,KY,21,2020-10-24,95479,1731.0,1240.5714285714287
14144,KY,21,2020-10-25,96942,1463.0,1334.0
14195,KY,21,2020-10-26,97864,922.0,1374.2857142857142
14246,KY,21,2020-10-27,99634,1770.0,1441.7142857142858
14297,KY,21,2020-10-28,101493,1859.0,1499.7142857142858
14348,KY,21,2020-10-29,103302,1809.0,1572.142857142857
14399,KY,21,2020-10-30,105239,1937.0,1641.5714285714287
14450,KY,21,2020-10-31,107214,1975.0,1676.4285714285713
14501,KY,21,2020-11-01,108636,1422.0,1670.5714285714287
14552,KY,21,2020-11-02,109663,1027.0,1685.5714285714287
14603,KY,21,2020-11-03,111374,1711.0,1677.142857142857
14654,KY,21,2020-11-04,113003,1629.0,1644.2857142857142
14705,KY,21,2020-11-05,115270,2267.0,1709.7142857142858
14756,KY,21,2020-11-06,117475,2205.0,1748.0
14807,KY,21,2020-11-07,119542,2067.0,1761.142857142857
14858,KY,21,2020-11-08,120678,1136.0,1720.2857142857142
14909,KY,21,2020-11-09,122562,1884.0,1842.7142857142858
14960,KY,21,2020-11-10,124646,2084.0,1896.0
15011,KY,21,2020-11-11,127343,2697.0,2048.5714285714284
15062,KY,21,2020-11-12,129679,2336.0,2058.4285714285716
15113,KY,21,2020-11-13,132844,3165.0,2195.5714285714284
15164,KY,21,2020-11-14,136135,3291.0,2370.4285714285716
15215,KY,21,2020-11-15,137584,1449.0,2415.1428571428573
15266,KY,21,2020-11-16,139097,1513.0,2362.1428571428573
15317,KY,21,2020-11-17,142008,2911.0,2480.285714285714
15368,KY,21,2020-11-18,144753,2745.0,2487.1428571428573
15419,KY,21,2020-11-19,148387,3634.0,2672.5714285714284
15470,KY,21,2020-11-20,152206,3819.0,2766.0
15521,KY,21,2020-11-21,155904,3698.0,2824.1428571428573
15572,KY,21,2020-11-22,158100,2196.0,2930.8571428571427
15623,KY,21,2020-11-23,160232,2132.0,3019.285714285714
15674,KY,21,2020-11-24,162837,2605.0,2975.5714285714284
15725,KY,21,2020-11-25,166139,3302.0,3055.1428571428573
15776,KY,21,2020-11-26,166139,0.0,2536.0
15827,KY,21,2020-11-27,171746,5607.0,2791.4285714285716
15878,KY,21,2020-11-28,174181,2435.0,2611.0
15929,KY,21,2020-11-29,176915,2734.0,2687.8571428571427
15980,KY,21,2020-11-30,179041,2126.0,2687.0
16031,KY,21,2020-12-01,183164,4123.0,2903.8571428571427
16082,KY,21,2020-12-02,186764,3600.0,2946.4285714285716
16133,KY,21,2020-12-03,190600,3836.0,3494.4285714285716
16184,KY,21,2020-12-04,194184,3584.0,3205.4285714285716
16235,KY,21,2020-12-05,198063,3879.0,3411.714285714286
16286,KY,21,2020-12-06,200629,2566.0,3387.714285714286
16337,KY,21,2020-12-07,202591,1962.0,3364.285714285714
16388,KY,21,2020-12-08,205667,3076.0,3214.714285714286
16439,KY,21,2020-12-09,209135,3468.0,3195.8571428571427
16490,KY,21,2020-12-10,213449,4314.0,3264.1428571428573
16541,KY,21,2020-12-11,217118,3669.0,3276.285714285714
16592,KY,21,2020-12-12,220655,3537.0,3227.4285714285716
16643,KY,21,2020-12-13,223046,2391.0,3202.4285714285716
16694,KY,21,2020-12-14,224823,1777.0,3176.0
16745,KY,21,2020-12-15,227764,2941.0,3156.714285714286
16796,KY,21,2020-12-16,230573,2809.0,3062.5714285714284
16847,KY,21,2020-12-17,234020,3447.0,2938.714285714286
16898,KY,21,2020-12-18,237184,3164.0,2866.5714285714284
16949,KY,21,2020-12-19,240560,3376.0,2843.5714285714284
17000,KY,21,2020-12-20,242320,1760.0,2753.4285714285716
18,LA,22,2020-01-22,0,,
69,LA,22,2020-01-23,0,0.0,
120,LA,22,2020-01-24,0,0.0,
171,LA,22,2020-01-25,0,0.0,
222,LA,22,2020-01-26,0,0.0,
273,LA,22,2020-01-27,0,0.0,
324,LA,22,2020-01-28,0,0.0,
375,LA,22,2020-01-29,0,0.0,0.0
426,LA,22,2020-01-30,0,0.0,0.0
477,LA,22,2020-01-31,0,0.0,0.0
528,LA,22,2020-02-01,0,0.0,0.0
579,LA,22,2020-02-02,0,0.0,0.0
630,LA,22,2020-02-03,0,0.0,0.0
681,LA,22,2020-02-04,0,0.0,0.0
732,LA,22,2020-02-05,0,0.0,0.0
783,LA,22,2020-02-06,0,0.0,0.0
834,LA,22,2020-02-07,0,0.0,0.0
885,LA,22,2020-02-08,0,0.0,0.0
936,LA,22,2020-02-09,0,0.0,0.0
987,LA,22,2020-02-10,0,0.0,0.0
1038,LA,22,2020-02-11,0,0.0,0.0
1089,LA,22,2020-02-12,0,0.0,0.0
1140,LA,22,2020-02-13,0,0.0,0.0
1191,LA,22,2020-02-14,0,0.0,0.0
1242,LA,22,2020-02-15,0,0.0,0.0
1293,LA,22,2020-02-16,0,0.0,0.0
1344,LA,22,2020-02-17,0,0.0,0.0
1395,LA,22,2020-02-18,0,0.0,0.0
1446,LA,22,2020-02-19,0,0.0,0.0
1497,LA,22,2020-02-20,0,0.0,0.0
1548,LA,22,2020-02-21,0,0.0,0.0
1599,LA,22,2020-02-22,0,0.0,0.0
1650,LA,22,2020-02-23,0,0.0,0.0
1701,LA,22,2020-02-24,0,0.0,0.0
1752,LA,22,2020-02-25,0,0.0,0.0
1803,LA,22,2020-02-26,0,0.0,0.0
1854,LA,22,2020-02-27,0,0.0,0.0
1905,LA,22,2020-02-28,0,0.0,0.0
1956,LA,22,2020-02-29,0,0.0,0.0
2007,LA,22,2020-03-01,0,0.0,0.0
2058,LA,22,2020-03-02,0,0.0,0.0
2109,LA,22,2020-03-03,0,0.0,0.0
2160,LA,22,2020-03-04,0,0.0,0.0
2211,LA,22,2020-03-05,0,0.0,0.0
2262,LA,22,2020-03-06,0,0.0,0.0
2313,LA,22,2020-03-07,0,0.0,0.0
2364,LA,22,2020-03-08,0,0.0,0.0
2415,LA,22,2020-03-09,1,1.0,0.14285714285714285
2466,LA,22,2020-03-10,5,4.0,0.7142857142857143
2517,LA,22,2020-03-11,12,7.0,1.7142857142857142
2568,LA,22,2020-03-12,18,6.0,2.5714285714285716
2619,LA,22,2020-03-13,34,16.0,4.857142857142857
2670,LA,22,2020-03-14,85,51.0,12.142857142857142
2721,LA,22,2020-03-15,103,18.0,14.714285714285714
2772,LA,22,2020-03-16,136,33.0,19.285714285714285
2823,LA,22,2020-03-17,194,58.0,27.0
2874,LA,22,2020-03-18,278,84.0,38.0
2925,LA,22,2020-03-19,387,109.0,52.714285714285715
2976,LA,22,2020-03-20,528,141.0,70.57142857142857
3027,LA,22,2020-03-21,753,225.0,95.42857142857143
3078,LA,22,2020-03-22,826,73.0,103.28571428571429
3129,LA,22,2020-03-23,1152,326.0,145.14285714285714
3180,LA,22,2020-03-24,1372,220.0,168.28571428571428
3231,LA,22,2020-03-25,1784,412.0,215.14285714285714
3282,LA,22,2020-03-26,2290,506.0,271.85714285714283
3333,LA,22,2020-03-27,2727,437.0,314.14285714285717
3384,LA,22,2020-03-28,3304,577.0,364.42857142857144
3435,LA,22,2020-03-29,3529,225.0,386.14285714285717
3486,LA,22,2020-03-30,4009,480.0,408.14285714285717
3537,LA,22,2020-03-31,5213,1204.0,548.7142857142857
3588,LA,22,2020-04-01,6393,1180.0,658.4285714285714
3639,LA,22,2020-04-02,9063,2670.0,967.5714285714286
3690,LA,22,2020-04-03,10138,1075.0,1058.7142857142858
3741,LA,22,2020-04-04,12462,2324.0,1308.2857142857142
3792,LA,22,2020-04-05,12979,517.0,1350.0
3843,LA,22,2020-04-06,14818,1839.0,1544.142857142857
3894,LA,22,2020-04-07,16235,1417.0,1574.5714285714287
3945,LA,22,2020-04-08,16981,746.0,1512.5714285714287
3996,LA,22,2020-04-09,18229,1248.0,1309.4285714285713
4047,LA,22,2020-04-10,19195,966.0,1293.857142857143
4098,LA,22,2020-04-11,19957,762.0,1070.7142857142858
4149,LA,22,2020-04-12,20538,581.0,1079.857142857143
4200,LA,22,2020-04-13,20956,418.0,876.8571428571429
4251,LA,22,2020-04-14,21456,500.0,745.8571428571429
4302,LA,22,2020-04-15,21886,430.0,700.7142857142857
4353,LA,22,2020-04-16,22455,569.0,603.7142857142857
4404,LA,22,2020-04-17,23057,602.0,551.7142857142857
4455,LA,22,2020-04-18,23522,465.0,509.2857142857143
4506,LA,22,2020-04-19,23869,347.0,475.85714285714283
4557,LA,22,2020-04-20,24461,592.0,500.7142857142857
4608,LA,22,2020-04-21,24792,331.0,476.57142857142856
4659,LA,22,2020-04-22,25193,401.0,472.42857142857144
4710,LA,22,2020-04-23,25673,480.0,459.7142857142857
4761,LA,22,2020-04-24,26075,402.0,431.14285714285717
4812,LA,22,2020-04-25,26448,373.0,418.0
4863,LA,22,2020-04-26,26709,261.0,405.7142857142857
4914,LA,22,2020-04-27,27004,295.0,363.2857142857143
4965,LA,22,2020-04-28,27225,221.0,347.57142857142856
5016,LA,22,2020-04-29,27598,373.0,343.57142857142856
5067,LA,22,2020-04-30,27937,339.0,323.42857142857144
5118,LA,22,2020-05-01,28641,704.0,366.57142857142856
5169,LA,22,2020-05-02,29075,434.0,375.2857142857143
5220,LA,22,2020-05-03,29275,200.0,366.57142857142856
5271,LA,22,2020-05-04,29608,333.0,372.0
5322,LA,22,2020-05-05,29932,324.0,386.7142857142857
5373,LA,22,2020-05-06,30334,402.0,390.85714285714283
5424,LA,22,2020-05-07,30587,253.0,378.57142857142856
5475,LA,22,2020-05-08,30790,203.0,307.0
5526,LA,22,2020-05-09,31342,552.0,323.85714285714283
5577,LA,22,2020-05-10,31526,184.0,321.57142857142856
5628,LA,22,2020-05-11,31741,215.0,304.7142857142857
5679,LA,22,2020-05-12,31971,230.0,291.2857142857143
5730,LA,22,2020-05-13,32556,585.0,317.42857142857144
5781,LA,22,2020-05-14,33355,799.0,395.42857142857144
5832,LA,22,2020-05-15,33674,319.0,412.0
5883,LA,22,2020-05-16,34045,371.0,386.14285714285717
5934,LA,22,2020-05-17,34360,315.0,404.85714285714283
5985,LA,22,2020-05-18,34637,277.0,413.7142857142857
6036,LA,22,2020-05-19,34966,329.0,427.85714285714283
6087,LA,22,2020-05-20,35244,278.0,384.0
6138,LA,22,2020-05-21,36412,1168.0,436.7142857142857
6189,LA,22,2020-05-22,36730,318.0,436.57142857142856
6240,LA,22,2020-05-23,36901,171.0,408.0
6291,LA,22,2020-05-24,36994,93.0,376.2857142857143
6342,LA,22,2020-05-25,37633,639.0,428.0
6393,LA,22,2020-05-26,37967,334.0,428.7142857142857
6444,LA,22,2020-05-27,38402,435.0,451.14285714285717
6495,LA,22,2020-05-28,38706,304.0,327.7142857142857
6546,LA,22,2020-05-29,39480,774.0,392.85714285714283
6597,LA,22,2020-05-30,39480,0.0,368.42857142857144
6648,LA,22,2020-05-31,39815,335.0,403.0
6699,LA,22,2020-06-01,40237,422.0,372.0
6750,LA,22,2020-06-02,40642,405.0,382.14285714285717
6801,LA,22,2020-06-03,41023,381.0,374.42857142857144
6852,LA,22,2020-06-04,41440,417.0,390.57142857142856
6903,LA,22,2020-06-05,41897,457.0,345.2857142857143
6954,LA,22,2020-06-06,42360,463.0,411.42857142857144
7005,LA,22,2020-06-07,42687,327.0,410.2857142857143
7056,LA,22,2020-06-08,42918,231.0,383.0
7107,LA,22,2020-06-09,43404,486.0,394.57142857142856
7158,LA,22,2020-06-10,43799,395.0,396.57142857142856
7209,LA,22,2020-06-11,44232,433.0,398.85714285714283
7260,LA,22,2020-06-12,44726,494.0,404.14285714285717
7311,LA,22,2020-06-13,45921,1195.0,508.7142857142857
7362,LA,22,2020-06-14,46213,292.0,503.7142857142857
7413,LA,22,2020-06-15,46626,413.0,529.7142857142857
7464,LA,22,2020-06-16,47013,387.0,515.5714285714286
7515,LA,22,2020-06-17,47590,577.0,541.5714285714286
7566,LA,22,2020-06-18,47590,0.0,479.7142857142857
7617,LA,22,2020-06-19,48507,917.0,540.1428571428571
7668,LA,22,2020-06-20,49376,869.0,493.57142857142856
7719,LA,22,2020-06-21,49765,389.0,507.42857142857144
7770,LA,22,2020-06-22,50225,460.0,514.1428571428571
7821,LA,22,2020-06-23,51587,1362.0,653.4285714285714
7872,LA,22,2020-06-24,52469,882.0,697.0
7923,LA,22,2020-06-25,53405,936.0,830.7142857142857
7974,LA,22,2020-06-26,54758,1353.0,893.0
8025,LA,22,2020-06-27,54758,0.0,768.8571428571429
8076,LA,22,2020-06-28,56223,1465.0,922.5714285714286
8127,LA,22,2020-06-29,57045,822.0,974.2857142857143
8178,LA,22,2020-06-30,58093,1048.0,929.4285714285714
8229,LA,22,2020-07-01,60175,2082.0,1100.857142857143
8280,LA,22,2020-07-02,61556,1381.0,1164.4285714285713
8331,LA,22,2020-07-03,63282,1726.0,1217.7142857142858
8382,LA,22,2020-07-04,63282,0.0,1217.7142857142858
8433,LA,22,2020-07-05,65217,1935.0,1284.857142857143
8484,LA,22,2020-07-06,66317,1100.0,1324.5714285714287
8535,LA,22,2020-07-07,68230,1913.0,1448.142857142857
8586,LA,22,2020-07-08,70151,1921.0,1425.142857142857
8637,LA,22,2020-07-09,71994,1843.0,1491.142857142857
8688,LA,22,2020-07-10,74634,2640.0,1621.7142857142858
8739,LA,22,2020-07-11,76797,2163.0,1930.7142857142858
8790,LA,22,2020-07-12,78111,1314.0,1842.0
8841,LA,22,2020-07-13,79811,1700.0,1927.7142857142858
8892,LA,22,2020-07-14,82042,2231.0,1973.142857142857
8943,LA,22,2020-07-15,84129,2087.0,1996.857142857143
8994,LA,22,2020-07-16,86408,2279.0,2059.1428571428573
9045,LA,22,2020-07-17,88584,2176.0,1992.857142857143
9096,LA,22,2020-07-18,88584,0.0,1683.857142857143
9147,LA,22,2020-07-19,91698,3114.0,1941.0
9198,LA,22,2020-07-20,94880,3182.0,2152.714285714286
9249,LA,22,2020-07-21,96574,1694.0,2076.0
9300,LA,22,2020-07-22,99345,2771.0,2173.714285714286
9351,LA,22,2020-07-23,101641,2296.0,2176.1428571428573
9402,LA,22,2020-07-24,103724,2083.0,2162.8571428571427
9453,LA,22,2020-07-25,103724,0.0,2162.8571428571427
9504,LA,22,2020-07-26,107564,3840.0,2266.5714285714284
9555,LA,22,2020-07-27,109907,2343.0,2146.714285714286
9606,LA,22,2020-07-28,111028,1121.0,2064.8571428571427
9657,LA,22,2020-07-29,112763,1735.0,1916.857142857143
9708,LA,22,2020-07-30,114471,1708.0,1832.857142857143
9759,LA,22,2020-07-31,116270,1799.0,1792.2857142857142
9810,LA,22,2020-08-01,116270,0.0,1792.2857142857142
9861,LA,22,2020-08-02,119735,3465.0,1738.7142857142858
9912,LA,22,2020-08-03,120835,1100.0,1561.142857142857
9963,LA,22,2020-08-04,124243,3408.0,1887.857142857143
10014,LA,22,2020-08-05,125726,1483.0,1851.857142857143
10065,LA,22,2020-08-06,127034,1308.0,1794.7142857142858
10116,LA,22,2020-08-07,128533,1499.0,1751.857142857143
10167,LA,22,2020-08-08,128533,0.0,1751.857142857143
10218,LA,22,2020-08-09,131145,2612.0,1630.0
10269,LA,22,2020-08-10,131707,562.0,1553.142857142857
10320,LA,22,2020-08-11,132869,1162.0,1232.2857142857142
10371,LA,22,2020-08-12,134068,1199.0,1191.7142857142858
10422,LA,22,2020-08-13,135199,1131.0,1166.4285714285713
10473,LA,22,2020-08-14,136497,1298.0,1137.7142857142858
10524,LA,22,2020-08-15,136497,0.0,1137.7142857142858
10575,LA,22,2020-08-16,137676,1179.0,933.0
10626,LA,22,2020-08-17,138247,571.0,934.2857142857143
10677,LA,22,2020-08-18,138883,636.0,859.1428571428571
10728,LA,22,2020-08-19,139650,767.0,797.4285714285714
10779,LA,22,2020-08-20,140559,909.0,765.7142857142857
10830,LA,22,2020-08-21,141435,876.0,705.4285714285714
10881,LA,22,2020-08-22,141435,0.0,705.4285714285714
10932,LA,22,2020-08-23,142505,1070.0,689.8571428571429
10983,LA,22,2020-08-24,142956,451.0,672.7142857142857
11034,LA,22,2020-08-25,143903,947.0,717.1428571428571
11085,LA,22,2020-08-26,144745,842.0,727.8571428571429
11136,LA,22,2020-08-27,145440,695.0,697.2857142857143
11187,LA,22,2020-08-28,146044,604.0,658.4285714285714
11238,LA,22,2020-08-29,146044,0.0,658.4285714285714
11289,LA,22,2020-08-30,147655,1611.0,735.7142857142857
11340,LA,22,2020-08-31,147979,324.0,717.5714285714286
11391,LA,22,2020-09-01,148673,694.0,681.4285714285714
11442,LA,22,2020-09-02,149624,951.0,697.0
11493,LA,22,2020-09-03,150446,822.0,715.1428571428571
11544,LA,22,2020-09-04,151267,821.0,746.1428571428571
11595,LA,22,2020-09-05,151267,0.0,746.1428571428571
11646,LA,22,2020-09-06,152624,1357.0,709.8571428571429
11697,LA,22,2020-09-07,152936,312.0,708.1428571428571
11748,LA,22,2020-09-08,153233,297.0,651.4285714285714
11799,LA,22,2020-09-09,154735,1502.0,730.1428571428571
11850,LA,22,2020-09-10,155201,466.0,679.2857142857143
11901,LA,22,2020-09-11,155978,777.0,673.0
11952,LA,22,2020-09-12,155978,0.0,673.0
12003,LA,22,2020-09-13,157236,1258.0,658.8571428571429
12054,LA,22,2020-09-14,157701,465.0,680.7142857142857
12105,LA,22,2020-09-15,158107,406.0,696.2857142857143
12156,LA,22,2020-09-16,158622,515.0,555.2857142857143
12207,LA,22,2020-09-17,159105,483.0,557.7142857142857
12258,LA,22,2020-09-18,160078,973.0,585.7142857142857
12309,LA,22,2020-09-19,160078,0.0,585.7142857142857
12360,LA,22,2020-09-20,160971,893.0,533.5714285714286
12411,LA,22,2020-09-21,161234,263.0,504.7142857142857
12462,LA,22,2020-09-22,162000,766.0,556.1428571428571
12513,LA,22,2020-09-23,162433,433.0,544.4285714285714
12564,LA,22,2020-09-24,163019,586.0,559.1428571428571
12615,LA,22,2020-09-25,163694,675.0,516.5714285714286
12666,LA,22,2020-09-26,163694,0.0,516.5714285714286
12717,LA,22,2020-09-27,164589,895.0,516.8571428571429
12768,LA,22,2020-09-28,164846,257.0,516.0
12819,LA,22,2020-09-29,164846,0.0,406.57142857142856
12870,LA,22,2020-09-30,165819,973.0,483.7142857142857
12921,LA,22,2020-10-01,167180,1361.0,594.4285714285714
12972,LA,22,2020-10-02,167180,0.0,498.0
13023,LA,22,2020-10-03,168015,835.0,617.2857142857143
13074,LA,22,2020-10-04,168015,0.0,489.42857142857144
13125,LA,22,2020-10-05,168248,233.0,486.0
13176,LA,22,2020-10-06,168823,575.0,568.1428571428571
13227,LA,22,2020-10-07,169829,1006.0,572.8571428571429
