,Total Cases
7368,0.0
7419,376.0
7470,228.0
7521,214.0
7572,280.0
7623,294.0
7674,393.0
7725,412.0
7776,140.0
7827,432.0
7878,291.0
7929,504.0
7980,455.0
8031,438.0
8082,27.0
8133,735.0
8184,509.0
8235,372.0
8286,369.0
8337,382.0
8388,107.0
8439,670.0
8490,385.0
8541,797.0
8592,576.0
8643,573.0
8694,892.0
8745,469.0
8796,315.0
8847,444.0
8898,936.0
8949,891.0
9000,707.0
9051,865.0
9102,959.0
9153,847.0
9204,527.0
9255,1140.0
9306,1304.0
9357,1636.0
9408,1654.0
9459,1356.0
9510,1214.0
9561,1119.0
9612,1775.0
9663,1924.0
9714,2080.0
9765,1487.0
9816,935.0
9867,577.0
9918,1051.0
9969,1190.0
10020,1245.0
10071,1063.0
10122,1006.0
10173,0.0
10224,1541.0
10275,1021.0
10326,980.0
10377,1603.0
10428,1260.0
10479,1472.0
10530,1128.0
10581,1068.0
10632,1141.0
10683,798.0
10734,1265.0
10785,1058.0
10836,1228.0
10887,1292.0
10938,814.0
10989,867.0
11040,701.0
11091,1418.0
11142,1522.0
11193,1411.0
11244,1371.0
11295,1279.0
11346,1052.0
11397,1063.0
11448,1450.0
11499,1400.0
11550,1605.0
11601,1970.0
11652,1216.0
11703,925.0
11754,790.0
11805,1356.0
11856,1118.0
11907,1564.0
11958,1976.0
12009,1606.0
12060,1337.0
12111,1307.0
12162,1191.0
12213,1738.0
12264,1797.0
12315,1383.0
12366,1312.0
12417,1442.0
12468,1010.0
12519,1491.0
12570,1300.0
12621,1882.0
12672,1572.0
12723,1285.0
12774,1091.0
12825,0.0
12876,2269.0
12927,1805.0
12978,1485.0
13029,1708.0
13080,1316.0
13131,969.0
13182,1045.0
13233,1214.0
13284,1505.0
13335,1947.0
13386,4988.0
13437,0.0
13488,0.0
13539,0.0
13590,4568.0
13641,1875.0
13692,0.0
13743,4396.0
13794,1763.0
13845,0.0
13896,4179.0
13947,1852.0
13998,1813.0
14049,2918.0
14100,2043.0
14151,1524.0
14202,1697.0
14253,1916.0
14304,0.0
14355,5568.0
14406,2986.0
14457,2348.0
14508,2650.0
14559,2239.0
14610,2600.0
14661,3553.0
14712,3929.0
14763,4559.0
14814,4133.0
14865,3244.0
14916,4255.0
14967,4072.0
15018,4003.0
15069,2110.0
15120,8841.0
15171,3729.0
15222,3718.0
15273,5716.0
15324,4588.0
15375,4349.0
15426,4614.0
15477,4875.0
15528,0.0
15579,7571.0
15630,3777.0
15681,4133.0
15732,4470.0
15783,3274.0
15834,0.0
15885,5396.0
15936,3828.0
15987,2930.0
16038,2680.0
16089,3997.0
16140,4054.0
16191,5001.0
16242,0.0
16293,0.0
16344,9781.0
16395,2639.0
16446,3860.0
16497,0.0
16548,7645.0
16599,2694.0
16650,2561.0
16701,2762.0
16752,2673.0
16803,3566.0
16854,3726.0
16905,2785.0
16956,2072.0
17007,3130.0
26,
77,0.0
128,0.0
179,0.0
230,0.0
281,0.0
332,0.0
383,0.0
434,0.0
485,0.0
536,0.0
587,0.0
638,0.0
689,0.0
740,0.0
791,0.0
842,0.0
893,0.0
944,0.0
995,0.0
1046,0.0
1097,0.0
1148,0.0
1199,0.0
1250,0.0
1301,0.0
1352,0.0
1403,0.0
1454,0.0
1505,0.0
1556,0.0
1607,0.0
1658,0.0
1709,0.0
1760,0.0
1811,0.0
1862,0.0
1913,0.0
1964,0.0
2015,0.0
2066,0.0
2117,0.0
2168,0.0
2219,0.0
2270,0.0
2321,0.0
2372,0.0
2423,0.0
2474,0.0
2525,0.0
2576,0.0
2627,4.0
2678,2.0
2729,0.0
2780,2.0
2831,0.0
2882,0.0
2933,2.0
2984,9.0
3035,8.0
3086,7.0
3137,11.0
3188,6.0
3239,14.0
3290,24.0
3341,31.0
3392,27.0
3443,14.0
3494,16.0
3545,21.0
3596,19.0
3647,24.0
3698,21.0
3749,19.0
3800,15.0
3851,22.0
3902,0.0
3953,13.0
4004,0.0
4055,0.0
4106,0.0
4157,0.0
4208,0.0
4259,0.0
4310,0.0
4361,82.0
4412,9.0
4463,4.0
4514,7.0
4565,0.0
4616,4.0
4667,2.0
4718,3.0
4769,2.0
4820,1.0
4871,3.0
4922,1.0
4973,2.0
5024,0.0
5075,1.0
5126,0.0
5177,2.0
5228,0.0
5279,2.0
5330,0.0
5381,0.0
5432,0.0
5483,2.0
5534,1.0
5585,0.0
5636,1.0
5687,2.0
5738,1.0
5789,0.0
5840,4.0
5891,2.0
5942,0.0
5993,2.0
6044,1.0
6095,7.0
6146,0.0
6197,0.0
6248,4.0
6299,0.0
6350,0.0
6401,0.0
6452,2.0
6503,4.0
6554,8.0
6605,12.0
6656,10.0
6707,4.0
6758,4.0
6809,2.0
6860,14.0
6911,2.0
6962,1.0
7013,5.0
7064,3.0
7115,6.0
7166,8.0
7217,3.0
7268,10.0
7319,15.0
7370,13.0
7421,7.0
7472,6.0
7523,17.0
7574,24.0
7625,11.0
7676,30.0
7727,19.0
7778,16.0
7829,4.0
7880,40.0
7931,36.0
7982,29.0
8033,23.0
8084,10.0
8135,56.0
8186,48.0
8237,31.0
8288,89.0
8339,44.0
8390,40.0
8441,45.0
8492,37.0
8543,80.0
8594,44.0
8645,96.0
8696,127.0
8747,80.0
8798,83.0
8849,83.0
8900,104.0
8951,31.0
9002,228.0
9053,140.0
9104,103.0
9155,61.0
9206,89.0
9257,88.0
9308,105.0
9359,97.0
9410,128.0
9461,216.0
9512,87.0
9563,38.0
9614,96.0
9665,198.0
9716,138.0
9767,198.0
9818,71.0
9869,109.0
9920,44.0
9971,81.0
10022,115.0
10073,173.0
10124,154.0
10175,128.0
10226,65.0
10277,62.0
10328,91.0
10379,166.0
10430,139.0
10481,132.0
10532,118.0
10583,87.0
10634,43.0
10685,57.0
10736,110.0
10787,117.0
10838,141.0
10889,162.0
10940,52.0
10991,61.0
11042,135.0
11093,162.0
11144,144.0
11195,133.0
11246,190.0
11297,88.0
11348,82.0
11399,88.0
11450,182.0
11501,180.0
11552,148.0
11603,144.0
11654,100.0
11705,52.0
11756,64.0
11807,88.0
11858,194.0
11909,124.0
11960,140.0
12011,96.0
12062,86.0
12113,134.0
12164,189.0
12215,215.0
12266,223.0
12317,295.0
12368,136.0
12419,130.0
12470,269.0
12521,214.0
12572,329.0
12623,322.0
12674,343.0
12725,200.0
12776,304.0
12827,313.0
12878,347.0
12929,430.0
12980,351.0
13031,497.0
13082,286.0
13133,212.0
13184,500.0
13235,715.0
13286,614.0
13337,721.0
13388,721.0
13439,584.0
13490,423.0
13541,486.0
13592,600.0
13643,722.0
13694,663.0
13745,638.0
13796,587.0
13847,567.0
13898,705.0
13949,619.0
14000,923.0
14051,863.0
14102,637.0
14153,735.0
14204,623.0
14255,843.0
14306,632.0
14357,887.0
14408,1062.0
14459,851.0
14510,689.0
14561,749.0
14612,903.0
14663,793.0
14714,977.0
14765,928.0
14816,969.0
14867,776.0
14918,420.0
14969,1096.0
15020,923.0
15071,946.0
15122,1177.0
15173,1776.0
15224,1266.0
15275,869.0
15326,1374.0
15377,1184.0
15428,1228.0
15479,1473.0
15530,1256.0
15581,1141.0
15632,700.0
15683,1121.0
15734,1062.0
15785,1049.0
15836,182.0
15887,1051.0
15938,953.0
15989,400.0
16040,1006.0
16091,1135.0
16142,782.0
16193,1314.0
16244,631.0
16295,806.0
16346,714.0
16397,756.0
16448,777.0
16499,747.0
16550,968.0
16601,753.0
16652,686.0
16703,0.0
16754,766.0
16805,605.0
16856,829.0
16907,475.0
16958,663.0
17009,559.0
29,
80,0.0
131,0.0
182,0.0
233,0.0
284,0.0
335,0.0
386,0.0
437,0.0
488,0.0
539,0.0
590,0.0
641,0.0
692,0.0
743,0.0
794,0.0
845,0.0
896,0.0
947,0.0
998,0.0
1049,0.0
1100,0.0
1151,0.0
1202,0.0
1253,0.0
1304,0.0
1355,0.0
1406,0.0
1457,0.0
1508,0.0
1559,0.0
1610,0.0
1661,0.0
1712,0.0
1763,0.0
1814,0.0
1865,0.0
1916,0.0
1967,0.0
2018,0.0
2069,0.0
2120,0.0
2171,0.0
2222,0.0
2273,1.0
2324,0.0
2375,0.0
2426,3.0
2477,1.0
2528,5.0
2579,1.0
2630,2.0
2681,5.0
2732,0.0
2783,0.0
2834,6.0
2885,0.0
2936,7.0
2987,5.0
3038,9.0
3089,1.0
3140,3.0
3191,3.0
3242,7.0
3293,11.0
3344,7.0
3395,21.0
3446,21.0
3497,23.0
3548,24.0
3599,35.0
3650,48.0
3701,30.0
3752,34.0
3803,36.0
3854,47.0
3905,80.0
3956,44.0
4007,54.0
4058,70.0
4109,57.0
4160,54.0
4211,75.0
4262,41.0
4313,42.0
4364,45.0
4415,43.0
4466,160.0
4517,37.0
4568,93.0
4619,143.0
4670,240.0
4721,219.0
4772,215.0
4823,284.0
4874,123.0
4925,363.0
4976,400.0
5027,480.0
5078,472.0
5129,549.0
5180,479.0
5231,337.0
5282,391.0
5333,347.0
5384,332.0
5435,400.0
5486,628.0
5537,396.0
5588,80.0
5639,219.0
5690,141.0
5741,377.0
5792,333.0
5843,366.0
5894,443.0
5945,121.0
5996,286.0
6047,228.0
6098,262.0
6149,302.0
6200,243.0
6251,299.0
6302,151.0
6353,226.0
6404,255.0
6455,363.0
6506,266.0
6557,386.0
6608,250.0
6659,192.0
6710,251.0
6761,271.0
6812,269.0
6863,252.0
6914,263.0
6965,165.0
7016,92.0
7067,122.0
7118,133.0
7169,141.0
7220,291.0
7271,204.0
7322,120.0
7373,90.0
7424,130.0
7475,187.0
7526,191.0
7577,183.0
7628,175.0
7679,109.0
7730,102.0
7781,150.0
7832,139.0
7883,127.0
7934,143.0
7985,174.0
8036,246.0
8087,121.0
8138,142.0
8189,140.0
8240,132.0
8291,152.0
8342,213.0
8393,158.0
8444,102.0
8495,115.0
8546,200.0
8597,227.0
8648,157.0
8699,179.0
8750,244.0
8801,175.0
8852,227.0
8903,316.0
8954,258.0
9005,152.0
9056,231.0
9107,119.0
9158,95.0
9209,262.0
9260,346.0
9311,294.0
9362,328.0
9413,357.0
9464,219.0
9515,219.0
9566,271.0
9617,256.0
9668,262.0
9719,344.0
9770,448.0
9821,0.0
9872,187.0
9923,306.0
9974,245.0
10025,229.0
10076,312.0
10127,336.0
10178,282.0
10229,147.0
10280,191.0
10331,235.0
10382,332.0
10433,210.0
10484,432.0
10535,323.0
10586,258.0
10637,129.0
10688,185.0
10739,257.0
10790,203.0
10841,320.0
10892,425.0
10943,107.0
10994,166.0
11045,319.0
11096,371.0
11147,398.0
11198,346.0
11249,319.0
11300,290.0
11351,229.0
11402,284.0
11453,410.0
11504,465.0
11555,210.0
11606,145.0
11657,75.0
11708,94.0
11759,493.0
11810,441.0
11861,448.0
11912,479.0
11963,267.0
12014,80.0
12065,440.0
12116,329.0
12167,437.0
12218,489.0
12269,458.0
12320,406.0
12371,284.0
12422,279.0
12473,367.0
12524,497.0
12575,433.0
12626,426.0
12677,442.0
12728,463.0
12779,484.0
12830,470.0
12881,528.0
12932,596.0
12983,775.0
13034,422.0
13085,406.0
13136,435.0
13187,491.0
13238,608.0
13289,667.0
13340,0.0
13391,1058.0
13442,1236.0
13493,465.0
13544,703.0
13595,940.0
13646,956.0
13697,1285.0
13748,610.0
13799,737.0
13850,738.0
13901,599.0
13952,899.0
14003,969.0
14054,1213.0
14105,697.0
14156,571.0
14207,682.0
14258,878.0
14309,1156.0
14360,1591.0
14411,1455.0
14462,1095.0
14513,931.0
14564,953.0
14615,1385.0
14666,1790.0
14717,2083.0
14768,2667.0
14819,1699.0
14870,1561.0
14921,1582.0
14972,2175.0
15023,2200.0
15074,2595.0
15125,2324.0
15176,1897.0
15227,1316.0
15278,3419.0
15329,0.0
15380,4965.0
15431,2618.0
15482,2373.0
15533,1362.0
15584,1008.0
15635,1851.0
15686,0.0
15737,1756.0
15788,5231.0
15839,1120.0
15890,1247.0
15941,1120.0
15992,1928.0
16043,0.0
16094,4118.0
16145,2167.0
16196,1607.0
16247,2230.0
16298,0.0
16349,2542.0
16400,1439.0
16451,1314.0
16502,1849.0
16553,1088.0
16604,814.0
16655,1141.0
16706,494.0
16757,1523.0
16808,0.0
16859,1241.0
16910,2630.0
16961,672.0
17012,966.0
33,
84,0.0
135,0.0
186,0.0
237,0.0
288,0.0
339,0.0
390,0.0
441,0.0
492,0.0
543,0.0
594,0.0
645,0.0
696,0.0
747,0.0
798,0.0
849,0.0
900,0.0
951,0.0
1002,0.0
1053,0.0
1104,0.0
1155,0.0
1206,0.0
1257,0.0
1308,0.0
1359,0.0
1410,0.0
1461,0.0
1512,0.0
1563,0.0
1614,0.0
1665,0.0
1716,0.0
1767,0.0
1818,0.0
1869,0.0
1920,0.0
1971,0.0
2022,0.0
2073,0.0
2124,0.0
2175,0.0
2226,1.0
2277,1.0
2328,0.0
2379,2.0
2430,0.0
2481,3.0
2532,0.0
2583,4.0
2634,9.0
2685,1.0
2736,5.0
2787,19.0
2838,10.0
2889,0.0
2940,36.0
2991,62.0
3042,3.0
3093,0.0
3144,26.0
3195,99.0
3246,32.0
3297,107.0
3348,100.0
3399,117.0
3450,14.0
3501,231.0
3552,157.0
3603,118.0
3654,188.0
3705,206.0
3756,159.0
3807,120.0
3858,108.0
3909,160.0
3960,166.0
4011,174.0
4062,168.0
4113,0.0
4164,0.0
4215,0.0
4266,0.0
4317,0.0
4368,700.0
4419,137.0
4470,168.0
4521,98.0
4572,88.0
4623,130.0
4674,147.0
4725,133.0
4776,148.0
4827,174.0
4878,95.0
4929,84.0
4980,76.0
5031,149.0
5082,89.0
5133,35.0
5184,332.0
5235,83.0
5286,0.0
5337,38.0
5388,103.0
5439,87.0
5490,3.0
5541,348.0
5592,66.0
5643,23.0
5694,142.0
5745,194.0
5796,99.0
5847,165.0
5898,77.0
5949,68.0
6000,0.0
6051,250.0
6102,0.0
6153,340.0
6204,8.0
6255,281.0
6306,117.0
6357,75.0
6408,102.0
6459,61.0
6510,95.0
6561,138.0
6612,145.0
6663,97.0
6714,95.0
6765,12.0
6816,154.0
6867,256.0
6918,150.0
6969,227.0
7020,159.0
7071,137.0
7122,255.0
7173,116.0
7224,307.0
7275,216.0
7326,309.0
7377,207.0
7428,83.0
7479,404.0
7530,170.0
7581,318.0
7632,321.0
7683,407.0
7734,304.0
7785,380.0
7836,415.0
7887,362.0
7938,527.0
7989,473.0
8040,981.0
8091,817.0
8142,738.0
8193,562.0
8244,645.0
8295,631.0
8346,985.0
8397,858.0
8448,843.0
8499,491.0
8550,875.0
8601,516.0
8652,729.0
8703,872.0
8754,932.0
8805,845.0
8856,831.0
8907,1104.0
8958,943.0
9009,1353.0
9060,1379.0
9111,1184.0
9162,1286.0
9213,948.0
9264,815.0
9315,1220.0
9366,1172.0
9417,966.0
9468,928.0
9519,1024.0
9570,997.0
9621,1107.0
9672,871.0
9723,993.0
9774,1265.0
9825,988.0
9876,1120.0
9927,989.0
9978,1018.0
10029,649.0
10080,729.0
10131,975.0
10182,887.0
10233,810.0
10284,742.0
10335,549.0
10386,527.0
10437,602.0
10488,1100.0
10539,859.0
10590,697.0
10641,658.0
10692,659.0
10743,383.0
10794,513.0
10845,1407.0
10896,143.0
10947,532.0
10998,408.0
11049,401.0
11100,249.0
11151,527.0
11202,656.0
11253,604.0
11304,445.0
11355,286.0
11406,31.0
11457,638.0
11508,0.0
11559,829.0
11610,387.0
11661,506.0
11712,347.0
11763,138.0
11814,148.0
11865,285.0
11916,253.0
11967,406.0
12018,309.0
12069,279.0
12120,305.0
12171,195.0
12222,344.0
12273,492.0
12324,322.0
12375,384.0
12426,231.0
12477,66.0
12528,195.0
12579,889.0
12630,556.0
12681,602.0
12732,370.0
12783,462.0
12834,401.0
12885,381.0
12936,421.0
12987,768.0
13038,522.0
13089,389.0
13140,336.0
13191,0.0
13242,906.0
13293,466.0
13344,767.0
13395,803.0
13446,372.0
13497,563.0
13548,0.0
13599,949.0
13650,779.0
13701,705.0
13752,0.0
13803,1653.0
13854,483.0
13905,648.0
13956,554.0
14007,779.0
14058,803.0
14109,1137.0
14160,879.0
14211,569.0
14262,723.0
14313,562.0
14364,1049.0
14415,1212.0
14466,977.0
14517,0.0
14568,1331.0
14619,898.0
14670,1054.0
14721,1254.0
14772,1538.0
14823,1810.0
14874,1184.0
14925,953.0
14976,1313.0
15027,1096.0
15078,1469.0
15129,1838.0
15180,2257.0
15231,1162.0
15282,1563.0
15333,1656.0
15384,1629.0
15435,2371.0
15486,1817.0
15537,1990.0
15588,0.0
15639,4455.0
15690,2840.0
15741,2624.0
15792,0.0
15843,3982.0
15894,2883.0
15945,1140.0
15996,1574.0
16047,2658.0
16098,2067.0
16149,2432.0
16200,2845.0
16251,3139.0
16302,2490.0
16353,2316.0
16404,2633.0
16455,2727.0
16506,2181.0
16557,1503.0
16608,3644.0
16659,2777.0
16710,2461.0
16761,2231.0
16812,2310.0
16863,2152.0
16914,2649.0
16965,2502.0
17016,0.0
30,
81,0.0
132,0.0
183,0.0
234,0.0
285,0.0
336,0.0
387,0.0
438,0.0
489,0.0
540,0.0
591,0.0
642,0.0
693,0.0
744,0.0
795,0.0
846,0.0
897,0.0
948,0.0
999,0.0
1050,0.0
1101,0.0
1152,0.0
1203,0.0
1254,0.0
1305,0.0
1356,0.0
1407,0.0
1458,0.0
1509,0.0
1560,0.0
1611,0.0
1662,0.0
1713,0.0
1764,0.0
1815,0.0
1866,0.0
1917,0.0
1968,0.0
2019,0.0
2070,1.0
2121,1.0
2172,0.0
2223,0.0
2274,0.0
2325,0.0
2376,2.0
2427,0.0
2478,1.0
2529,0.0
2580,1.0
2631,0.0
2682,1.0
2733,6.0
2784,4.0
2835,9.0
2886,13.0
2937,5.0
2988,10.0
3039,10.0
3090,14.0
3141,23.0
3192,7.0
3243,29.0
3294,20.0
3345,30.0
3396,27.0
3447,54.0
3498,0.0
3549,23.0
3600,0.0
3651,188.0
3702,61.0
3753,77.0
3804,46.0
3855,51.0
3906,32.0
3957,41.0
4008,0.0
4059,98.0
4110,43.0
4161,55.0
4212,34.0
4263,72.0
4314,50.0
4365,71.0
4416,73.0
4467,59.0
4518,48.0
4569,53.0
4620,33.0
4671,95.0
4722,88.0
4773,57.0
4824,68.0
4875,75.0
4926,66.0
4977,77.0
5028,48.0
5079,93.0
5130,152.0
5181,108.0
5232,96.0
5283,74.0
5334,48.0
5385,100.0
5436,101.0
5487,96.0
5538,61.0
5589,64.0
5640,85.0
5691,85.0
5742,60.0
5793,75.0
5844,111.0
5895,87.0
5946,40.0
5997,34.0
6048,90.0
6099,0.0
6150,210.0
6201,77.0
6252,77.0
6303,61.0
6354,50.0
6405,34.0
6456,57.0
6507,103.0
6558,0.0
6609,162.0
6660,103.0
6711,34.0
6762,60.0
6813,46.0
6864,82.0
6915,0.0
6966,141.0
7017,26.0
7068,36.0
7119,53.0
7170,47.0
7221,34.0
7272,41.0
7323,48.0
7374,19.0
7425,27.0
7476,22.0
7527,72.0
7578,17.0
7629,36.0
7680,32.0
7731,25.0
7782,13.0
7833,15.0
7884,26.0
7935,16.0
7986,57.0
8037,45.0
8088,31.0
8139,14.0
8190,22.0
8241,20.0
8292,19.0
8343,34.0
8394,0.0
8445,39.0
8496,17.0
8547,21.0
8598,20.0
8649,21.0
8700,17.0
8751,33.0
8802,26.0
8853,15.0
8904,28.0
8955,22.0
9006,26.0
9057,25.0
9108,24.0
9159,14.0
9210,45.0
9261,14.0
9312,33.0
9363,24.0
9414,57.0
9465,40.0
9516,20.0
9567,6.0
9618,59.0
9669,13.0
9720,28.0
9771,41.0
9822,31.0
9873,21.0
9924,25.0
9975,30.0
10026,27.0
10077,23.0
10128,37.0
10179,36.0
10230,17.0
10281,11.0
10332,21.0
10383,24.0
10434,35.0
10485,43.0
10536,17.0
10587,8.0
10638,16.0
10689,13.0
10740,19.0
10791,12.0
10842,21.0
10893,23.0
10944,9.0
10995,33.0
11046,14.0
11097,11.0
11148,32.0
11199,22.0
11250,30.0
11301,8.0
11352,0.0
11403,44.0
11454,0.0
11505,49.0
11556,22.0
11607,49.0
11658,28.0
11709,31.0
11760,16.0
11811,25.0
11862,55.0
11913,49.0
11964,32.0
12015,42.0
12066,18.0
12117,36.0
12168,33.0
12219,0.0
12270,79.0
12321,0.0
12372,82.0
12423,0.0
12474,43.0
12525,20.0
12576,38.0
12627,0.0
12678,76.0
12729,50.0
12780,34.0
12831,28.0
12882,33.0
12933,50.0
12984,218.0
13035,61.0
13086,50.0
13137,0.0
13188,83.0
13239,0.0
13290,151.0
13341,86.0
13392,120.0
13443,54.0
13494,64.0
13545,69.0
13596,72.0
13647,77.0
13698,90.0
13749,105.0
13800,67.0
13851,52.0
13902,83.0
13953,85.0
14004,79.0
14055,119.0
14106,124.0
14157,88.0
14208,71.0
14259,128.0
14310,114.0
14361,127.0
14412,114.0
14463,194.0
14514,120.0
14565,106.0
14616,128.0
14667,117.0
14718,235.0
14769,195.0
14820,220.0
14871,236.0
14922,0.0
14973,424.0
15024,0.0
15075,210.0
15126,0.0
15177,0.0
15228,0.0
15279,1799.0
15330,272.0
15381,406.0
15432,500.0
15483,513.0
15534,476.0
15585,299.0
15636,423.0
15687,352.0
15738,0.0
15789,378.0
15840,0.0
15891,0.0
15942,0.0
15993,2134.0
16044,734.0
16095,530.0
16146,618.0
16197,794.0
16248,441.0
16299,647.0
16350,984.0
16401,789.0
16452,966.0
16503,666.0
16554,1154.0
16605,757.0
16656,705.0
16707,872.0
16758,649.0
16809,899.0
16860,853.0
16911,653.0
16962,639.0
17013,908.0
31,
82,0.0
133,0.0
184,0.0
235,0.0
286,0.0
337,0.0
388,0.0
439,0.0
490,0.0
541,0.0
592,0.0
643,0.0
694,0.0
745,0.0
796,0.0
847,0.0
898,0.0
949,0.0
1000,0.0
1051,0.0
1102,0.0
1153,0.0
1204,0.0
1255,0.0
1306,0.0
1357,0.0
1408,0.0
1459,0.0
1510,0.0
1561,0.0
1612,0.0
1663,0.0
1714,0.0
1765,0.0
1816,0.0
1867,0.0
1918,0.0
1969,0.0
2020,0.0
2071,0.0
2122,0.0
2173,0.0
2224,2.0
2275,0.0
2326,2.0
2377,1.0
2428,10.0
2479,0.0
2530,0.0
2581,14.0
2632,18.0
2683,25.0
2734,26.0
2785,78.0
2836,74.0
2887,146.0
2938,236.0
2989,166.0
3040,389.0
3091,506.0
3142,739.0
3193,598.0
3244,439.0
3295,1929.0
3346,1443.0
3397,1517.0
3448,2008.0
3499,2423.0
3550,2221.0
3601,2733.0
3652,2981.0
3703,4363.0
3754,5102.0
3805,3495.0
3856,3886.0
3907,4626.0
3958,3879.0
4009,3956.0
4060,3908.0
4111,3288.0
4162,3349.0
4213,2805.0
4264,3741.0
4315,2719.0
4366,4428.0
4417,3479.0
4468,2924.0
4519,4044.0
4570,3421.0
4621,3651.0
4672,3032.0
4723,4061.0
4774,2783.0
4825,3302.0
4876,3391.0
4927,2013.0
4978,2768.0
5029,2509.0
5080,2527.0
5131,2433.0
5182,2434.0
5233,3062.0
5284,1519.0
5335,2421.0
5386,1253.0
5437,1787.0
5488,1818.0
5539,1627.0
5590,1413.0
5641,1275.0
5692,823.0
5743,789.0
5794,1074.0
5845,1118.0
5896,1073.0
5947,1292.0
5998,1819.0
6049,1027.0
6100,1313.0
6151,893.0
6202,1137.0
6253,403.0
6304,977.0
6355,1038.0
6406,689.0
6457,775.0
6508,1197.0
6559,1084.0
6610,899.0
6661,939.0
6712,480.0
6763,544.0
6814,615.0
6865,479.0
6916,842.0
6967,540.0
7018,309.0
7069,334.0
7120,328.0
7171,569.0
7222,457.0
7273,355.0
7324,465.0
7375,293.0
7426,229.0
7477,318.0
7528,290.0
7579,380.0
7630,366.0
7681,303.0
7732,369.0
7783,240.0
7834,261.0
7885,181.0
7936,331.0
7987,360.0
8038,306.0
8089,321.0
8140,116.0
8191,352.0
8242,290.0
8293,389.0
8344,378.0
8395,244.0
8446,350.0
8497,219.0
8548,248.0
8599,211.0
8650,203.0
8701,356.0
8752,342.0
8803,291.0
8854,215.0
8905,387.0
8956,336.0
9007,208.0
9058,97.0
9109,227.0
9160,-1.0
9211,195.0
9262,257.0
9313,559.0
9364,307.0
9415,454.0
9466,508.0
9517,478.0
9568,455.0
9619,503.0
9670,495.0
9721,213.0
9772,690.0
9823,361.0
9874,303.0
9925,266.0
9976,0.0
10027,745.0
10078,371.0
10129,350.0
10180,379.0
10231,340.0
10282,259.0
10333,429.0
10384,383.0
10435,457.0
10486,508.0
10537,506.0
10588,344.0
10639,312.0
10690,329.0
10741,346.0
10792,203.0
10843,286.0
10894,430.0
10945,256.0
10996,226.0
11047,310.0
11098,298.0
11149,303.0
11200,331.0
11251,339.0
11302,265.0
11353,343.0
11404,384.0
11455,317.0
11506,376.0
11557,448.0
11608,324.0
11659,309.0
11710,338.0
11761,268.0
11812,331.0
11863,421.0
11914,469.0
11965,453.0
12016,295.0
12067,330.0
12118,445.0
12169,374.0
12220,565.0
12271,495.0
12322,461.0
12373,439.0
12424,382.0
12475,439.0
12526,388.0
12577,564.0
12628,555.0
12679,754.0
12730,698.0
12781,556.0
12832,453.0
12883,724.0
12934,606.0
12985,736.0
13036,935.0
13087,605.0
13138,504.0
13189,657.0
13240,505.0
13291,1290.0
13342,855.0
13393,873.0
13444,742.0
13495,471.0
13546,967.0
13597,949.0
13648,969.0
13699,815.0
13750,946.0
13801,1249.0
13852,1189.0
13903,969.0
13954,1042.0
14005,1138.0
14056,1041.0
14107,1829.0
14158,1137.0
14209,1215.0
14260,1672.0
14311,1609.0
14362,1554.0
14413,1987.0
14464,1322.0
14515,1695.0
14566,1355.0
14617,1902.0
14668,2413.0
14719,1958.0
14770,2171.0
14821,3201.0
14872,2008.0
14923,2031.0
14974,3775.0
15025,3024.0
15076,3488.0
15127,3400.0
15178,4340.0
15229,4506.0
15280,2234.0
15331,3989.0
15382,4015.0
15433,4220.0
15484,3682.0
15535,4659.0
15586,3921.0
15637,3554.0
15688,4288.0
15739,4033.0
15790,4482.0
15841,4059.0
15892,1966.0
15943,5532.0
15994,3194.0
16045,4619.0
16096,4339.0
16147,4802.0
16198,5678.0
16249,5343.0
16300,5974.0
16351,3537.0
16402,5483.0
16453,4400.0
16504,5068.0
16555,3678.0
16606,6222.0
16657,4070.0
16708,4789.0
16759,4019.0
16810,5675.0
16861,4244.0
16912,3862.0
16963,4173.0
17014,5119.0
32,
83,0.0
134,0.0
185,0.0
236,0.0
287,0.0
338,0.0
389,0.0
440,0.0
491,0.0
542,0.0
593,0.0
644,0.0
695,0.0
746,0.0
797,0.0
848,0.0
899,0.0
950,0.0
1001,0.0
1052,0.0
1103,0.0
1154,0.0
1205,0.0
1256,0.0
1307,0.0
1358,0.0
1409,0.0
1460,0.0
1511,0.0
1562,0.0
1613,0.0
1664,0.0
1715,0.0
1766,0.0
1817,0.0
1868,0.0
1919,0.0
1970,0.0
2021,0.0
2072,0.0
2123,0.0
2174,0.0
2225,0.0
2276,0.0
2327,0.0
2378,0.0
2429,0.0
2480,0.0
2531,3.0
2582,2.0
2633,5.0
2684,3.0
2735,0.0
2786,8.0
2837,2.0
2888,5.0
2939,7.0
2990,8.0
3041,14.0
3092,8.0
3143,17.0
3194,13.0
3245,17.0
3296,24.0
3347,49.0
3398,23.0
3449,26.0
3500,47.0
3551,34.0
3602,47.0
3653,41.0
3704,89.0
3755,51.0
3806,81.0
3857,62.0
3908,108.0
3959,71.0
4010,124.0
4061,101.0
4112,84.0
4163,70.0
4214,101.0
4265,0.0
4316,0.0
4367,252.0
4418,114.0
4469,87.0
4520,47.0
4571,126.0
4622,0.0
4673,239.0
4724,166.0
4775,145.0
4826,139.0
4877,64.0
4928,99.0
4979,151.0
5030,239.0
5081,198.0
5132,102.0
5183,219.0
5234,117.0
