,Total Cases
12253,468.0
12304,289.0
12355,245.0
12406,410.0
12457,446.0
12508,396.0
12559,493.0
12610,523.0
12661,539.0
12712,0.0
12763,628.0
12814,0.0
12865,1122.0
12916,513.0
12967,678.0
13018,465.0
13069,0.0
13120,720.0
13171,660.0
13222,672.0
13273,669.0
13324,664.0
13375,615.0
13426,365.0
13477,597.0
13528,584.0
13579,645.0
13630,713.0
13681,1095.0
13732,880.0
13783,0.0
13834,1207.0
13885,873.0
13936,986.0
13987,951.0
14038,1073.0
14089,1024.0
14140,0.0
14191,1347.0
14242,882.0
14293,0.0
14344,1823.0
14395,1063.0
14446,799.0
14497,480.0
14548,755.0
14599,1180.0
14650,1291.0
14701,1264.0
14752,1328.0
14803,1402.0
14854,649.0
14905,1269.0
14956,1201.0
15007,1693.0
15058,1156.0
15109,1518.0
15160,0.0
15211,2447.0
15262,1101.0
15313,1782.0
15364,1310.0
15415,1542.0
15466,1779.0
15517,1077.0
15568,819.0
15619,0.0
15670,3076.0
15721,1774.0
15772,0.0
15823,1988.0
15874,1167.0
15925,628.0
15976,1408.0
16027,1609.0
16078,1424.0
16129,1713.0
16180,1907.0
16231,1346.0
16282,0.0
16333,2187.0
16384,2014.0
16435,2296.0
16486,1834.0
16537,1581.0
16588,1026.0
16639,543.0
16690,1039.0
16741,1800.0
16792,1428.0
16843,1379.0
16894,1279.0
16945,969.0
16996,892.0
14,
65,0.0
116,1.0
167,0.0
218,0.0
269,0.0
320,0.0
371,0.0
422,0.0
473,1.0
524,0.0
575,0.0
626,0.0
677,0.0
728,0.0
779,0.0
830,0.0
881,0.0
932,0.0
983,0.0
1034,0.0
1085,0.0
1136,0.0
1187,0.0
1238,0.0
1289,0.0
1340,0.0
1391,0.0
1442,0.0
1493,0.0
1544,0.0
1595,0.0
1646,0.0
1697,0.0
1748,0.0
1799,0.0
1850,0.0
1901,0.0
1952,0.0
2003,1.0
2054,1.0
2105,0.0
2156,0.0
2207,1.0
2258,0.0
2309,1.0
2360,1.0
2411,6.0
2462,6.0
2513,5.0
2564,8.0
2615,14.0
2666,17.0
2717,5.0
2768,36.0
2819,55.0
2870,112.0
2921,143.0
2972,165.0
3023,167.0
3074,300.0
3125,172.0
3176,318.0
3227,328.0
3278,674.0
3329,489.0
3380,459.0
3431,1093.0
3482,469.0
3533,928.0
3584,979.0
3635,703.0
3686,1193.0
3737,1445.0
3788,895.0
3839,995.0
3890,1296.0
3941,1528.0
3992,1342.0
4043,1450.0
4094,1290.0
4145,1661.0
4196,1203.0
4247,1233.0
4298,1358.0
4349,1127.0
4400,1825.0
4451,1551.0
4502,1180.0
4553,1143.0
4604,1488.0
4655,2018.0
4706,1860.0
4757,2697.0
4808,2064.0
4859,2088.0
4910,1952.0
4961,2222.0
5012,2233.0
5063,2535.0
5114,3156.0
5165,2536.0
5216,3006.0
5267,2325.0
5318,2096.0
5369,2406.0
5420,2643.0
5471,2938.0
5522,2295.0
5573,1639.0
5624,1282.0
5675,4017.0
5726,1689.0
5777,3220.0
5828,2445.0
5879,2092.0
5930,1716.0
5981,2281.0
6032,1549.0
6083,2387.0
6134,2259.0
6185,2716.0
6236,2344.0
6287,2474.0
6338,1693.0
6389,1154.0
6440,1102.0
6491,1510.0
6542,1706.0
6593,1508.0
6644,1340.0
6695,967.0
6746,1558.0
6797,1016.0
6848,951.0
6899,1151.0
6950,994.0
7001,853.0
7052,681.0
7103,785.0
7154,651.0
7205,770.0
7256,604.0
7307,662.0
7358,663.0
7409,483.0
7460,625.0
7511,611.0
7562,644.0
7613,688.0
7664,634.0
7715,653.0
7766,462.0
7817,606.0
7868,720.0
7919,904.0
7970,868.0
8021,787.0
8072,646.0
8123,719.0
8174,723.0
8225,827.0
8276,0.0
8327,1738.0
8378,864.0
8429,633.0
8480,610.0
8531,589.0
8582,988.0
8633,1018.0
8684,1312.0
8735,1199.0
8786,951.0
8837,874.0
8888,719.0
8939,1197.0
8990,1273.0
9041,1376.0
9092,1274.0
9143,963.0
9194,1167.0
9245,937.0
9296,1615.0
9347,1626.0
9398,1527.0
9449,1419.0
9500,1531.0
9551,1210.0
9602,1096.0
9653,1395.0
9704,1776.0
9755,1930.0
9806,1647.0
9857,1466.0
9908,1294.0
9959,1452.0
10010,1775.0
10061,1959.0
10112,2081.0
10163,2200.0
10214,1369.0
10265,1315.0
10316,1537.0
10367,1626.0
10418,1845.0
10469,2300.0
10520,1847.0
10571,1558.0
10622,1764.0
10673,1747.0
10724,2274.0
10775,1839.0
10826,2203.0
10877,2366.0
10928,1898.0
10979,1606.0
11030,1651.0
11081,2192.0
11132,1693.0
11183,2161.0
11234,1850.0
11285,1991.0
11336,1684.0
11387,1478.0
11438,2132.0
11489,1348.0
11540,5392.0
11591,2799.0
11642,1434.0
11693,1379.0
11744,1390.0
11795,1310.0
11846,1976.0
11897,2143.0
11948,2114.0
11999,1467.0
12050,1361.0
12101,1470.0
12152,1942.0
12203,2051.0
12254,2128.0
12305,2525.0
12356,1402.0
12407,1478.0
12458,1525.0
12509,1861.0
12560,2249.0
12611,2475.0
12662,2445.0
12713,1599.0
12764,1711.0
12815,1362.0
12866,2252.0
12917,2192.0
12968,2212.0
13019,2436.0
13070,1455.0
13121,1865.0
13172,1616.0
13223,2612.0
13274,3111.0
13325,2814.0
13376,2910.0
13427,2719.0
13478,2744.0
13529,2856.0
13580,2866.0
13631,4014.0
13682,4551.0
13733,3627.0
13784,4235.0
13835,3119.0
13886,3714.0
13937,4339.0
13988,4939.0
14039,3862.0
14090,6135.0
14141,4074.0
14192,4730.0
14243,3997.0
14294,6109.0
14345,6379.0
14396,6935.0
14447,0.0
14498,14882.0
14549,6239.0
14600,6521.0
14651,7526.0
14702,9919.0
14753,18025.0
14804,12416.0
14855,10014.0
14906,10610.0
14957,12626.0
15008,12640.0
15059,12606.0
15110,15385.0
15161,11013.0
15212,10625.0
15263,11643.0
15314,12525.0
15365,8922.0
15416,14627.0
15467,13000.0
15518,11898.0
15569,9980.0
15620,8293.0
15671,9456.0
15722,11347.0
15773,11975.0
15824,7590.0
15875,7891.0
15926,7403.0
15977,6190.0
16028,12539.0
16079,9742.0
16130,10949.0
16181,10545.0
16232,9842.0
16283,7534.0
16334,8684.0
16385,7913.0
16436,8248.0
16487,11131.0
16538,9434.0
16589,8732.0
16640,7235.0
16691,7212.0
16742,7334.0
16793,7086.0
16844,8842.0
16895,7401.0
16946,7545.0
16997,6014.0
15,
66,0.0
117,0.0
168,0.0
219,0.0
270,0.0
321,0.0
372,0.0
423,0.0
474,0.0
525,0.0
576,0.0
627,0.0
678,0.0
729,0.0
780,0.0
831,0.0
882,0.0
933,0.0
984,0.0
1035,0.0
1086,0.0
1137,0.0
1188,0.0
1239,0.0
1290,0.0
1341,0.0
1392,0.0
1443,0.0
1494,0.0
1545,0.0
1596,0.0
1647,0.0
1698,0.0
1749,0.0
1800,0.0
1851,0.0
1902,0.0
1953,0.0
2004,0.0
2055,0.0
2106,0.0
2157,0.0
2208,0.0
2259,1.0
2310,0.0
2361,1.0
2412,4.0
2463,4.0
2514,0.0
2565,2.0
2616,0.0
2667,7.0
2718,0.0
2769,11.0
2820,0.0
2871,5.0
2922,20.0
2973,68.0
3024,0.0
3075,77.0
3126,58.0
3177,102.0
3228,118.0
3279,482.0
3330,0.0
3381,272.0
3432,281.0
3483,270.0
3534,376.0
3585,405.0
3636,474.0
3687,398.0
3738,512.0
3789,461.0
3840,533.0
3891,559.0
3942,438.0
3993,406.0
4044,560.0
4095,524.0
4146,488.0
4197,305.0
4248,290.0
4299,429.0
4350,586.0
4401,622.0
4452,490.0
4503,567.0
4554,471.0
4605,413.0
4656,346.0
4707,0.0
4758,1181.0
4809,687.0
4860,707.0
4911,949.0
4962,619.0
5013,647.0
5064,592.0
5115,811.0
5166,664.0
5217,637.0
5268,572.0
5319,526.0
5370,837.0
5421,634.0
5472,645.0
5523,586.0
5574,392.0
5625,498.0
5676,497.0
5727,353.0
5778,577.0
5829,603.0
5880,624.0
5931,491.0
5982,480.0
6033,457.0
6084,567.0
6135,661.0
6186,474.0
6237,489.0
6288,476.0
6339,337.0
6390,361.0
6441,357.0
6492,633.0
6543,494.0
6594,0.0
6645,1018.0
6696,251.0
6747,414.0
6798,470.0
6849,385.0
6900,484.0
6951,419.0
7002,396.0
7053,223.0
7104,413.0
7155,308.0
7206,411.0
7257,403.0
7308,397.0
7359,366.0
7410,495.0
7461,356.0
7512,212.0
7563,456.0
7614,312.0
7665,319.0
7716,357.0
7767,210.0
7818,241.0
7869,269.0
7920,516.0
7971,465.0
8022,455.0
8073,357.0
8124,294.0
8175,370.0
8226,359.0
8277,435.0
8328,528.0
8379,515.0
8430,380.0
8481,503.0
8532,307.0
8583,442.0
8634,200.0
8685,380.0
8736,1431.0
8787,537.0
8838,423.0
8889,650.0
8940,687.0
8991,710.0
9042,733.0
9093,841.0
9144,916.0
9195,636.0
9246,701.0
9297,762.0
9348,931.0
9399,995.0
9450,920.0
9501,841.0
9552,543.0
9603,767.0
9654,625.0
9705,952.0
9756,1095.0
9807,892.0
9858,682.0
9909,505.0
9960,828.0
10011,719.0
10062,1050.0
10113,1239.0
10164,1034.0
10215,1037.0
10266,663.0
10317,867.0
10368,665.0
10419,1043.0
10470,1070.0
10521,1044.0
10572,736.0
10623,588.0
10674,846.0
10725,489.0
10776,939.0
10827,1039.0
10878,1003.0
10929,615.0
10980,1675.0
11031,813.0
11082,3179.0
11133,1163.0
11184,823.0
11235,1125.0
11286,881.0
11337,878.0
11388,713.0
11439,867.0
11490,1119.0
11541,1038.0
11592,1085.0
11643,843.0
11694,589.0
11745,389.0
11796,724.0
11847,788.0
11898,1269.0
11949,1079.0
12000,1240.0
12051,733.0
12102,691.0
12153,584.0
12204,821.0
12255,1057.0
12306,1080.0
12357,737.0
12408,518.0
12459,624.0
12510,715.0
12561,899.0
12612,1176.0
12663,1167.0
12714,902.0
12765,870.0
12816,752.0
12867,972.0
12918,1172.0
12969,1502.0
13020,1455.0
13071,1086.0
13122,830.0
13173,1009.0
13224,1299.0
13275,1462.0
13326,1834.0
13377,1925.0
13428,1570.0
13479,1574.0
13530,1572.0
13581,1165.0
13632,1947.0
13683,2298.0
13734,2485.0
13785,1605.0
13836,1583.0
13887,1500.0
13938,1734.0
13989,2856.0
14040,2466.0
14091,2744.0
14142,2151.0
14193,1964.0
14244,1992.0
14295,2570.0
14346,3623.0
14397,3182.0
14448,3467.0
14499,2752.0
14550,3077.0
14601,2890.0
14652,3706.0
14703,4423.0
14754,4643.0
14805,4916.0
14856,4652.0
14907,4132.0
14958,4864.0
15009,5042.0
15060,6603.0
15111,5601.0
15162,8327.0
15213,6704.0
15264,5146.0
15315,5490.0
15366,6036.0
15417,7295.0
15468,6816.0
15519,6878.0
15570,6183.0
15621,5553.0
15672,5643.0
15723,5993.0
15774,6383.0
15825,5639.0
15876,4491.0
15927,4302.0
15978,5659.0
16029,5411.0
16080,6625.0
16131,8460.0
16182,7909.0
16233,7697.0
16284,6601.0
16335,5656.0
16386,5401.0
16437,5770.0
16488,6536.0
16539,7205.0
16590,7407.0
16641,5906.0
16692,4966.0
16743,4272.0
16794,6219.0
16845,6342.0
16896,5954.0
16947,4738.0
16998,6492.0
12,
63,0.0
114,0.0
165,0.0
216,0.0
267,0.0
318,0.0
369,0.0
420,0.0
471,0.0
522,0.0
573,0.0
624,0.0
675,0.0
726,0.0
777,0.0
828,0.0
879,0.0
930,0.0
981,0.0
1032,0.0
1083,0.0
1134,0.0
1185,0.0
1236,0.0
1287,0.0
1338,0.0
1389,0.0
1440,0.0
1491,0.0
1542,0.0
1593,0.0
1644,0.0
1695,0.0
1746,0.0
1797,0.0
1848,0.0
1899,0.0
1950,0.0
2001,0.0
2052,0.0
2103,0.0
2154,0.0
2205,0.0
2256,0.0
2307,0.0
2358,0.0
2409,8.0
2460,6.0
2511,0.0
2562,2.0
2613,1.0
2664,1.0
2715,0.0
2766,5.0
2817,6.0
2868,9.0
2919,6.0
2970,0.0
3021,24.0
3072,22.0
3123,14.0
3174,18.0
3225,23.0
3276,34.0
3327,55.0
3378,64.0
3429,38.0
3480,88.0
3531,72.0
3582,52.0
3633,66.0
3684,85.0
3735,86.0
3786,83.0
3837,77.0
3888,103.0
3939,97.0
3990,125.0
4041,118.0
4092,121.0
4143,76.0
4194,124.0
4245,187.0
4296,98.0
4347,147.0
4398,190.0
4449,176.0
4500,386.0
4551,258.0
4602,462.0
4653,127.0
4704,178.0
4755,520.0
4806,644.0
4857,373.0
4908,394.0
4959,513.0
5010,459.0
5061,297.0
5112,696.0
5163,724.0
5214,506.0
5265,562.0
5316,501.0
5367,281.0
5418,656.0
5469,386.0
5520,233.0
5571,292.0
5622,403.0
5673,535.0
5724,379.0
5775,378.0
5826,378.0
5877,278.0
5928,329.0
5979,304.0
6030,347.0
6081,237.0
6132,418.0
6183,447.0
6234,395.0
6285,409.0
6336,346.0
6387,111.0
6438,587.0
6489,259.0
6540,293.0
6591,344.0
6642,346.0
6693,202.0
6744,264.0
6795,63.0
6846,689.0
6897,385.0
6948,343.0
6999,168.0
7050,312.0
7101,262.0
7152,329.0
7203,274.0
7254,388.0
7305,389.0
7356,346.0
7407,141.0
7458,120.0
7509,217.0
7560,359.0
7611,421.0
7662,262.0
7713,463.0
7764,160.0
7815,291.0
7866,265.0
7917,455.0
7968,497.0
8019,381.0
8070,493.0
8121,301.0
8172,216.0
8223,353.0
8274,671.0
8325,392.0
8376,560.0
8427,314.0
8478,401.0
8529,276.0
8580,467.0
8631,723.0
8682,891.0
8733,512.0
8784,476.0
8835,485.0
8886,330.0
8937,214.0
8988,821.0
9039,801.0
9090,247.0
9141,735.0
9192,282.0
9243,510.0
9294,378.0
9345,724.0
9396,493.0
9447,633.0
9498,380.0
9549,470.0
9600,259.0
9651,452.0
9702,657.0
9753,631.0
9804,436.0
9855,535.0
9906,310.0
9957,168.0
10008,509.0
10059,609.0
10110,580.0
10161,367.0
10212,605.0
10263,256.0
10314,198.0
10365,473.0
10416,443.0
10467,617.0
10518,823.0
10569,634.0
10620,282.0
10671,291.0
10722,603.0
10773,607.0
10824,883.0
10875,780.0
10926,666.0
10977,428.0
11028,556.0
11079,876.0
11130,1467.0
11181,2539.0
11232,1076.0
11283,990.0
11334,604.0
11385,693.0
11436,758.0
11487,651.0
11538,1145.0
11589,1065.0
11640,742.0
11691,571.0
11742,343.0
11793,482.0
11844,813.0
11895,798.0
11946,0.0
11997,1577.0
12048,427.0
12099,512.0
12150,768.0
12201,914.0
12252,1274.0
12303,893.0
12354,886.0
12405,617.0
12456,529.0
12507,852.0
12558,1344.0
12609,1086.0
12660,993.0
12711,794.0
12762,609.0
12813,797.0
12864,928.0
12915,1064.0
12966,1126.0
13017,1111.0
13068,672.0
13119,371.0
13170,531.0
13221,914.0
13272,1508.0
13323,1193.0
13374,1314.0
13425,1247.0
13476,433.0
13527,594.0
13578,1180.0
13629,1411.0
13680,1335.0
13731,1576.0
13782,909.0
13833,506.0
13884,748.0
13935,1281.0
13986,1384.0
14037,1588.0
14088,1908.0
14139,1304.0
14190,671.0
14241,1194.0
14292,1807.0
14343,2473.0
14394,2617.0
14445,2817.0
14496,2868.0
14547,1461.0
14598,1514.0
14649,2735.0
14700,4345.0
14751,3775.0
14802,0.0
14853,4137.0
14904,8404.0
14955,4383.0
15006,4744.0
15057,4190.0
15108,5068.0
15159,4842.0
15210,4364.0
15261,2334.0
15312,3562.0
15363,3955.0
15414,4160.0
15465,4319.0
15516,3632.0
15567,3367.0
15618,1651.0
15669,3841.0
15720,3364.0
15771,0.0
15822,4566.0
15873,2221.0
15924,2000.0
15975,1175.0
16026,1898.0
16077,2960.0
16128,2918.0
16179,2897.0
16230,2356.0
16281,1855.0
16332,912.0
16383,1399.0
16434,2526.0
16485,2277.0
16536,2133.0
16587,1965.0
16638,1236.0
16689,646.0
16740,1398.0
16791,2001.0
16842,2055.0
16893,1934.0
16944,594.0
16995,2419.0
16,
67,0.0
118,0.0
169,0.0
220,0.0
271,0.0
322,0.0
373,0.0
424,0.0
475,0.0
526,0.0
577,0.0
628,0.0
679,0.0
730,0.0
781,0.0
832,0.0
883,0.0
934,0.0
985,0.0
1036,0.0
1087,0.0
1138,0.0
1189,0.0
1240,0.0
1291,0.0
1342,0.0
1393,0.0
1444,0.0
1495,0.0
1546,0.0
1597,0.0
1648,0.0
1699,0.0
1750,0.0
1801,0.0
1852,0.0
1903,0.0
1954,0.0
2005,0.0
2056,0.0
2107,0.0
2158,0.0
2209,0.0
2260,0.0
2311,0.0
2362,1.0
2413,0.0
2464,0.0
2515,0.0
2566,4.0
2617,1.0
2668,0.0
2719,2.0
2770,5.0
2821,3.0
2872,5.0
2923,13.0
2974,10.0
3025,10.0
3076,9.0
3127,15.0
3178,14.0
3229,33.0
3280,45.0
3331,34.0
3382,60.0
3433,57.0
3484,48.0
3535,59.0
3586,54.0
3637,68.0
3688,70.0
3739,78.0
3790,49.0
3841,98.0
3892,54.0
3943,144.0
3994,61.0
4045,58.0
4096,100.0
4147,71.0
4198,41.0
4249,50.0
4300,68.0
4351,94.0
4402,116.0
4453,86.0
4504,59.0
4555,137.0
4606,40.0
4657,186.0
4708,271.0
4759,292.0
4810,282.0
4861,118.0
4912,154.0
4963,163.0
5014,244.0
5065,501.0
5116,211.0
5167,299.0
5218,284.0
5269,215.0
5320,212.0
5371,278.0
5422,410.0
5473,354.0
5524,243.0
5575,238.0
5626,134.0
5677,189.0
5728,190.0
5779,210.0
5830,205.0
5881,83.0
5932,51.0
5983,353.0
6034,20.0
6085,205.0
6136,59.0
6187,357.0
6238,13.0
6289,4.0
6340,25.0
6391,203.0
6442,118.0
6493,37.0
6544,328.0
6595,0.0
6646,0.0
6697,289.0
6748,19.0
6799,153.0
6850,0.0
6901,207.0
6952,0.0
7003,34.0
7054,215.0
7105,0.0
7156,166.0
7207,0.0
7258,235.0
7309,0.0
7360,0.0
7411,367.0
7462,0.0
7513,269.0
7564,0.0
7615,386.0
7666,58.0
7717,36.0
7768,317.0
7819,33.0
7870,482.0
7921,79.0
7972,501.0
8023,36.0
8074,194.0
8125,656.0
8176,33.0
8227,531.0
8278,0.0
8329,0.0
8380,0.0
8431,0.0
8482,1906.0
8533,7.0
8584,725.0
8635,107.0
8686,879.0
8737,90.0
8788,255.0
8839,1136.0
8890,18.0
8941,873.0
8992,15.0
9043,846.0
9094,183.0
9145,142.0
9196,1190.0
9247,126.0
9298,677.0
9349,0.0
9400,1038.0
9451,4.0
9502,237.0
9553,808.0
9604,26.0
9655,712.0
9706,43.0
9757,880.0
9808,38.0
9859,182.0
9910,842.0
9961,42.0
10012,792.0
10063,88.0
10114,864.0
10165,37.0
10216,60.0
10267,994.0
10318,89.0
10369,743.0
10420,58.0
10471,1245.0
10522,38.0
10573,109.0
10624,1157.0
10675,71.0
10726,734.0
10777,90.0
10828,934.0
10879,132.0
10930,125.0
10981,1284.0
11032,118.0
11083,1396.0
11134,263.0
11185,1030.0
11236,75.0
11287,87.0
11338,1336.0
11389,139.0
11440,1139.0
11491,51.0
11542,1472.0
11593,0.0
11644,81.0
11695,1351.0
11746,301.0
11797,473.0
11848,43.0
11899,876.0
11950,41.0
12001,0.0
12052,1408.0
12103,0.0
12154,955.0
12205,0.0
12256,1319.0
12307,0.0
12358,0.0
12409,1996.0
12460,78.0
12511,1213.0
12562,166.0
12613,1386.0
12664,165.0
12715,0.0
12766,1860.0
12817,67.0
12868,1047.0
12919,170.0
12970,1261.0
13021,95.0
13072,2.0
13123,1403.0
13174,243.0
13225,1141.0
13276,125.0
13327,1767.0
13378,0.0
13429,97.0
13480,1967.0
13531,187.0
13582,1243.0
13633,157.0
13684,1626.0
13735,72.0
13786,140.0
13837,2001.0
13888,215.0
13939,1422.0
13990,294.0
14041,1585.0
14092,82.0
14143,213.0
14194,2195.0
14245,276.0
14296,2792.0
14347,356.0
14398,2948.0
14449,37.0
14500,0.0
14551,3815.0
14602,315.0
14653,2749.0
14704,725.0
14755,4845.0
14806,72.0
14857,89.0
14908,5697.0
14959,556.0
15010,5141.0
15061,579.0
15112,5974.0
15163,188.0
15214,0.0
15265,7293.0
15316,530.0
15367,5326.0
15418,401.0
15469,5562.0
15520,264.0
15571,74.0
15622,7030.0
15673,940.0
15724,5141.0
15775,-2.0
15826,4599.0
15877,485.0
15928,0.0
15979,4742.0
16030,389.0
16081,4609.0
16132,385.0
16183,6088.0
16234,0.0
16285,86.0
16336,5264.0
16387,457.0
16438,5671.0
16489,272.0
16540,5229.0
16591,45.0
16642,14.0
16693,4655.0
16744,285.0
16795,4381.0
16846,193.0
16897,5488.0
16948,6.0
16999,22.0
17,
68,0.0
119,0.0
170,0.0
221,0.0
272,0.0
323,0.0
374,0.0
425,0.0
476,0.0
527,0.0
578,0.0
629,0.0
680,0.0
731,0.0
782,0.0
833,0.0
884,0.0
935,0.0
986,0.0
1037,0.0
1088,0.0
1139,0.0
1190,0.0
1241,0.0
1292,0.0
1343,0.0
1394,0.0
1445,0.0
1496,0.0
1547,0.0
1598,0.0
1649,0.0
1700,0.0
1751,0.0
1802,0.0
1853,0.0
1904,0.0
1955,0.0
2006,0.0
2057,0.0
2108,0.0
2159,0.0
2210,0.0
2261,0.0
2312,0.0
2363,0.0
2414,3.0
2465,1.0
2516,2.0
2567,4.0
2618,3.0
2669,2.0
2720,6.0
2771,1.0
2822,1.0
2873,9.0
2924,12.0
2975,4.0
3026,0.0
3077,5.0
3128,49.0
3179,46.0
3230,9.0
3281,56.0
3332,61.0
3383,68.0
3434,29.0
3485,35.0
3536,106.0
3587,81.0
3638,64.0
3689,74.0
3740,83.0
3791,156.0
3842,111.0
3893,40.0
3944,214.0
3995,171.0
4046,153.0
4097,132.0
4148,127.0
4199,71.0
4250,125.0
4301,77.0
4352,137.0
4403,93.0
4454,188.0
4505,258.0
4556,86.0
4607,151.0
4658,179.0
4709,113.0
4760,297.0
4811,131.0
4862,173.0
4913,82.0
4964,232.0
5015,157.0
5066,169.0
5117,171.0
5168,0.0
5219,242.0
5270,128.0
5321,573.0
5372,135.0
5423,196.0
5474,165.0
5525,154.0
5576,0.0
5627,240.0
5678,177.0
5729,215.0
5780,148.0
5831,221.0
5882,239.0
5933,0.0
5984,242.0
6035,131.0
6086,116.0
6137,126.0
6188,137.0
6239,145.0
6290,0.0
6341,0.0
6392,381.0
6443,125.0
6494,105.0
6545,282.0
6596,256.0
6647,0.0
6698,330.0
6749,145.0
6800,235.0
6851,295.0
6902,271.0
6953,306.0
7004,0.0
7055,187.0
7106,233.0
7157,177.0
7208,61.0
7259,226.0
7310,274.0
7361,0.0
7412,201.0
7463,179.0
7514,165.0
7565,202.0
7616,253.0
7667,177.0
7718,118.0
7769,88.0
7820,315.0
7871,222.0
7922,255.0
7973,254.0
8024,307.0
8075,65.0
8126,114.0
8177,278.0
8228,218.0
8279,237.0
8330,297.0
8381,0.0
8432,0.0
8483,777.0
8534,369.0
8585,400.0
8636,323.0
8687,425.0
8738,450.0
8789,264.0
8840,261.0
8891,570.0
8942,466.0
8993,404.0
9044,523.0
9095,574.0
9146,975.0
9197,257.0
9248,642.0
9299,487.0
9350,604.0
9401,783.0
9452,835.0
9503,318.0
9554,502.0
9605,524.0
9656,618.0
9707,658.0
9758,769.0
9809,572.0
9860,460.0
9911,319.0
9962,689.0
10013,535.0
10064,504.0
10115,545.0
10166,773.0
10217,429.0
10268,273.0
10319,539.0
10370,1153.0
10421,738.0
10472,614.0
10523,636.0
10574,385.0
10625,370.0
10676,608.0
10727,628.0
10778,690.0
10829,643.0
10880,810.0
10931,0.0
10982,826.0
11033,672.0
11084,665.0
11135,747.0
11186,778.0
11237,817.0
11288,0.0
11339,823.0
11390,786.0
11441,798.0
11492,897.0
11543,803.0
11594,781.0
11645,310.0
11696,285.0
11747,263.0
11798,657.0
11849,796.0
11900,926.0
11951,712.0
12002,527.0
12053,337.0
12104,715.0
12155,750.0
12206,607.0
12257,762.0
12308,981.0
12359,431.0
12410,397.0
12461,813.0
12512,782.0
12563,650.0
12614,908.0
12665,968.0
12716,450.0
12767,449.0
12818,920.0
12869,986.0
12920,887.0
12971,998.0
13022,1277.0
13073,615.0
13124,543.0
13175,1035.0
13226,2393.0
13277,866.0
13328,1002.0
13379,990.0
13430,843.0
13481,633.0
13532,770.0
13583,1321.0
13634,1184.0
13685,1310.0
13736,1290.0
13787,809.0
13838,640.0
13889,1298.0
13940,1453.0
13991,1302.0
14042,1451.0
14093,1731.0
14144,1463.0
14195,922.0
14246,1770.0
14297,1859.0
14348,1809.0
14399,1937.0
14450,1975.0
14501,1422.0
14552,1027.0
14603,1711.0
14654,1629.0
14705,2267.0
14756,2205.0
14807,2067.0
14858,1136.0
14909,1884.0
14960,2084.0
15011,2697.0
15062,2336.0
15113,3165.0
15164,3291.0
15215,1449.0
15266,1513.0
15317,2911.0
15368,2745.0
15419,3634.0
15470,3819.0
15521,3698.0
15572,2196.0
15623,2132.0
15674,2605.0
15725,3302.0
15776,0.0
15827,5607.0
15878,2435.0
15929,2734.0
15980,2126.0
16031,4123.0
16082,3600.0
16133,3836.0
16184,3584.0
16235,3879.0
16286,2566.0
16337,1962.0
16388,3076.0
16439,3468.0
16490,4314.0
16541,3669.0
16592,3537.0
16643,2391.0
16694,1777.0
16745,2941.0
16796,2809.0
16847,3447.0
16898,3164.0
16949,3376.0
17000,1760.0
18,
69,0.0
120,0.0
171,0.0
222,0.0
273,0.0
324,0.0
375,0.0
426,0.0
477,0.0
528,0.0
579,0.0
630,0.0
681,0.0
732,0.0
783,0.0
834,0.0
885,0.0
936,0.0
987,0.0
1038,0.0
1089,0.0
1140,0.0
1191,0.0
1242,0.0
1293,0.0
1344,0.0
1395,0.0
1446,0.0
1497,0.0
1548,0.0
1599,0.0
1650,0.0
1701,0.0
1752,0.0
1803,0.0
1854,0.0
1905,0.0
1956,0.0
2007,0.0
2058,0.0
2109,0.0
2160,0.0
2211,0.0
2262,0.0
2313,0.0
2364,0.0
2415,1.0
2466,4.0
2517,7.0
2568,6.0
2619,16.0
2670,51.0
2721,18.0
2772,33.0
2823,58.0
2874,84.0
2925,109.0
2976,141.0
3027,225.0
3078,73.0
3129,326.0
3180,220.0
3231,412.0
3282,506.0
3333,437.0
3384,577.0
3435,225.0
3486,480.0
3537,1204.0
3588,1180.0
3639,2670.0
3690,1075.0
3741,2324.0
3792,517.0
3843,1839.0
3894,1417.0
3945,746.0
3996,1248.0
4047,966.0
4098,762.0
4149,581.0
4200,418.0
4251,500.0
4302,430.0
4353,569.0
4404,602.0
4455,465.0
4506,347.0
4557,592.0
4608,331.0
4659,401.0
4710,480.0
4761,402.0
4812,373.0
4863,261.0
4914,295.0
4965,221.0
5016,373.0
5067,339.0
5118,704.0
5169,434.0
5220,200.0
5271,333.0
5322,324.0
5373,402.0
5424,253.0
5475,203.0
5526,552.0
5577,184.0
5628,215.0
5679,230.0
5730,585.0
5781,799.0
5832,319.0
5883,371.0
5934,315.0
5985,277.0
6036,329.0
6087,278.0
6138,1168.0
6189,318.0
6240,171.0
6291,93.0
6342,639.0
6393,334.0
6444,435.0
6495,304.0
6546,774.0
6597,0.0
6648,335.0
6699,422.0
6750,405.0
6801,381.0
6852,417.0
6903,457.0
6954,463.0
7005,327.0
7056,231.0
7107,486.0
7158,395.0
7209,433.0
7260,494.0
7311,1195.0
7362,292.0
7413,413.0
7464,387.0
7515,577.0
7566,0.0
7617,917.0
7668,869.0
7719,389.0
7770,460.0
7821,1362.0
7872,882.0
7923,936.0
7974,1353.0
8025,0.0
8076,1465.0
8127,822.0
8178,1048.0
8229,2082.0
8280,1381.0
8331,1726.0
8382,0.0
8433,1935.0
8484,1100.0
8535,1913.0
8586,1921.0
