,State,stateFIPS,Date,Total Deaths,Incremental Deaths,death moving_avg
1,AL,1,2020-01-22,0,,
52,AL,1,2020-01-23,0,0.0,
103,AL,1,2020-01-24,0,0.0,
154,AL,1,2020-01-25,0,0.0,
205,AL,1,2020-01-26,0,0.0,
256,AL,1,2020-01-27,0,0.0,
307,AL,1,2020-01-28,0,0.0,
358,AL,1,2020-01-29,0,0.0,0.0
409,AL,1,2020-01-30,0,0.0,0.0
460,AL,1,2020-01-31,0,0.0,0.0
511,AL,1,2020-02-01,0,0.0,0.0
562,AL,1,2020-02-02,0,0.0,0.0
613,AL,1,2020-02-03,0,0.0,0.0
664,AL,1,2020-02-04,0,0.0,0.0
715,AL,1,2020-02-05,0,0.0,0.0
766,AL,1,2020-02-06,0,0.0,0.0
817,AL,1,2020-02-07,0,0.0,0.0
868,AL,1,2020-02-08,0,0.0,0.0
919,AL,1,2020-02-09,0,0.0,0.0
970,AL,1,2020-02-10,0,0.0,0.0
1021,AL,1,2020-02-11,0,0.0,0.0
1072,AL,1,2020-02-12,0,0.0,0.0
1123,AL,1,2020-02-13,0,0.0,0.0
1174,AL,1,2020-02-14,0,0.0,0.0
1225,AL,1,2020-02-15,0,0.0,0.0
1276,AL,1,2020-02-16,0,0.0,0.0
1327,AL,1,2020-02-17,0,0.0,0.0
1378,AL,1,2020-02-18,0,0.0,0.0
1429,AL,1,2020-02-19,0,0.0,0.0
1480,AL,1,2020-02-20,0,0.0,0.0
1531,AL,1,2020-02-21,0,0.0,0.0
1582,AL,1,2020-02-22,0,0.0,0.0
1633,AL,1,2020-02-23,0,0.0,0.0
1684,AL,1,2020-02-24,0,0.0,0.0
1735,AL,1,2020-02-25,0,0.0,0.0
1786,AL,1,2020-02-26,0,0.0,0.0
1837,AL,1,2020-02-27,0,0.0,0.0
1888,AL,1,2020-02-28,0,0.0,0.0
1939,AL,1,2020-02-29,0,0.0,0.0
1990,AL,1,2020-03-01,0,0.0,0.0
2041,AL,1,2020-03-02,0,0.0,0.0
2092,AL,1,2020-03-03,0,0.0,0.0
2143,AL,1,2020-03-04,0,0.0,0.0
2194,AL,1,2020-03-05,0,0.0,0.0
2245,AL,1,2020-03-06,0,0.0,0.0
2296,AL,1,2020-03-07,0,0.0,0.0
2347,AL,1,2020-03-08,0,0.0,0.0
2398,AL,1,2020-03-09,0,0.0,0.0
2449,AL,1,2020-03-10,0,0.0,0.0
2500,AL,1,2020-03-11,0,0.0,0.0
2551,AL,1,2020-03-12,0,0.0,0.0
2602,AL,1,2020-03-13,0,0.0,0.0
2653,AL,1,2020-03-14,0,0.0,0.0
2704,AL,1,2020-03-15,0,0.0,0.0
2755,AL,1,2020-03-16,0,0.0,0.0
2806,AL,1,2020-03-17,0,0.0,0.0
2857,AL,1,2020-03-18,0,0.0,0.0
2908,AL,1,2020-03-19,0,0.0,0.0
2959,AL,1,2020-03-20,0,0.0,0.0
3010,AL,1,2020-03-21,0,0.0,0.0
3061,AL,1,2020-03-22,0,0.0,0.0
3112,AL,1,2020-03-23,0,0.0,0.0
3163,AL,1,2020-03-24,0,0.0,0.0
3214,AL,1,2020-03-25,1,1.0,0.14285714285714285
3265,AL,1,2020-03-26,1,0.0,0.14285714285714285
3316,AL,1,2020-03-27,2,1.0,0.2857142857142857
3367,AL,1,2020-03-28,3,1.0,0.42857142857142855
3418,AL,1,2020-03-29,4,1.0,0.5714285714285714
3469,AL,1,2020-03-30,6,2.0,0.8571428571428571
3520,AL,1,2020-03-31,13,7.0,1.8571428571428572
3571,AL,1,2020-04-01,16,3.0,2.142857142857143
3622,AL,1,2020-04-02,17,1.0,2.2857142857142856
3673,AL,1,2020-04-03,21,4.0,2.7142857142857144
3724,AL,1,2020-04-04,26,5.0,3.2857142857142856
3775,AL,1,2020-04-05,31,5.0,3.857142857142857
3826,AL,1,2020-04-06,32,1.0,3.7142857142857144
3877,AL,1,2020-04-07,39,7.0,3.7142857142857144
3928,AL,1,2020-04-08,48,9.0,4.571428571428571
3979,AL,1,2020-04-09,48,0.0,4.428571428571429
4030,AL,1,2020-04-10,58,10.0,5.285714285714286
4081,AL,1,2020-04-11,60,2.0,4.857142857142857
4132,AL,1,2020-04-12,61,1.0,4.285714285714286
4183,AL,1,2020-04-13,61,0.0,4.142857142857143
4234,AL,1,2020-04-14,73,12.0,4.857142857142857
4285,AL,1,2020-04-15,75,2.0,3.857142857142857
4336,AL,1,2020-04-16,82,7.0,4.857142857142857
4387,AL,1,2020-04-17,96,14.0,5.428571428571429
4438,AL,1,2020-04-18,110,14.0,7.142857142857143
4489,AL,1,2020-04-19,112,2.0,7.285714285714286
4540,AL,1,2020-04-20,112,0.0,7.285714285714286
4591,AL,1,2020-04-21,141,29.0,9.714285714285714
4642,AL,1,2020-04-22,174,33.0,14.142857142857142
4693,AL,1,2020-04-23,194,20.0,16.0
4744,AL,1,2020-04-24,208,14.0,16.0
4795,AL,1,2020-04-25,212,4.0,14.571428571428571
4846,AL,1,2020-04-26,218,6.0,15.142857142857142
4897,AL,1,2020-04-27,227,9.0,16.428571428571427
4948,AL,1,2020-04-28,240,13.0,14.142857142857142
4999,AL,1,2020-04-29,261,21.0,12.428571428571429
5050,AL,1,2020-04-30,269,8.0,10.714285714285714
5101,AL,1,2020-05-01,287,18.0,11.285714285714286
5152,AL,1,2020-05-02,287,0.0,10.714285714285714
5203,AL,1,2020-05-03,289,2.0,10.142857142857142
5254,AL,1,2020-05-04,297,8.0,10.0
5305,AL,1,2020-05-05,314,17.0,10.571428571428571
5356,AL,1,2020-05-06,341,27.0,11.428571428571429
5407,AL,1,2020-05-07,368,27.0,14.142857142857142
5458,AL,1,2020-05-08,381,13.0,13.428571428571429
5509,AL,1,2020-05-09,388,7.0,14.428571428571429
5560,AL,1,2020-05-10,391,3.0,14.571428571428571
5611,AL,1,2020-05-11,401,10.0,14.857142857142858
5662,AL,1,2020-05-12,438,37.0,17.714285714285715
5713,AL,1,2020-05-13,448,10.0,15.285714285714286
5764,AL,1,2020-05-14,470,22.0,14.571428571428571
5815,AL,1,2020-05-15,482,12.0,14.428571428571429
5866,AL,1,2020-05-16,482,0.0,13.428571428571429
5917,AL,1,2020-05-17,485,3.0,13.428571428571429
5968,AL,1,2020-05-18,486,1.0,12.142857142857142
6019,AL,1,2020-05-19,500,14.0,8.857142857142858
6070,AL,1,2020-05-20,522,22.0,10.571428571428571
6121,AL,1,2020-05-21,529,7.0,8.428571428571429
6172,AL,1,2020-05-22,541,12.0,8.428571428571429
6223,AL,1,2020-05-23,551,10.0,9.857142857142858
6274,AL,1,2020-05-24,558,7.0,10.428571428571429
6325,AL,1,2020-05-25,566,8.0,11.428571428571429
6376,AL,1,2020-05-26,580,14.0,11.428571428571429
6427,AL,1,2020-05-27,583,3.0,8.714285714285714
6478,AL,1,2020-05-28,605,22.0,10.857142857142858
6529,AL,1,2020-05-29,610,5.0,9.857142857142858
6580,AL,1,2020-05-30,618,8.0,9.571428571428571
6631,AL,1,2020-05-31,629,11.0,10.142857142857142
6682,AL,1,2020-06-01,643,14.0,11.0
6733,AL,1,2020-06-02,650,7.0,10.0
6784,AL,1,2020-06-03,650,0.0,9.571428571428571
6835,AL,1,2020-06-04,651,1.0,6.571428571428571
6886,AL,1,2020-06-05,670,19.0,8.571428571428571
6937,AL,1,2020-06-06,684,14.0,9.428571428571429
6988,AL,1,2020-06-07,687,3.0,8.285714285714286
7039,AL,1,2020-06-08,712,25.0,9.857142857142858
7090,AL,1,2020-06-09,723,11.0,10.428571428571429
7141,AL,1,2020-06-10,739,16.0,12.714285714285714
7192,AL,1,2020-06-11,750,11.0,14.142857142857142
7243,AL,1,2020-06-12,764,14.0,13.428571428571429
7294,AL,1,2020-06-13,768,4.0,12.0
7345,AL,1,2020-06-14,768,0.0,11.571428571428571
7396,AL,1,2020-06-15,774,6.0,8.857142857142858
7447,AL,1,2020-06-16,785,11.0,8.857142857142858
7498,AL,1,2020-06-17,790,5.0,7.285714285714286
7549,AL,1,2020-06-18,809,19.0,8.428571428571429
7600,AL,1,2020-06-19,821,12.0,8.142857142857142
7651,AL,1,2020-06-20,838,17.0,10.0
7702,AL,1,2020-06-21,839,1.0,10.142857142857142
7753,AL,1,2020-06-22,840,1.0,9.428571428571429
7804,AL,1,2020-06-23,864,24.0,11.285714285714286
7855,AL,1,2020-06-24,889,25.0,14.142857142857142
7906,AL,1,2020-06-25,895,6.0,12.285714285714286
7957,AL,1,2020-06-26,906,11.0,12.142857142857142
8008,AL,1,2020-06-27,918,12.0,11.428571428571429
8059,AL,1,2020-06-28,918,0.0,11.285714285714286
8110,AL,1,2020-06-29,929,11.0,12.714285714285714
8161,AL,1,2020-06-30,948,19.0,12.0
8212,AL,1,2020-07-01,972,24.0,11.857142857142858
8263,AL,1,2020-07-02,985,13.0,12.857142857142858
8314,AL,1,2020-07-03,1006,21.0,14.285714285714286
8365,AL,1,2020-07-04,1007,1.0,12.714285714285714
8416,AL,1,2020-07-05,1007,0.0,12.714285714285714
8467,AL,1,2020-07-06,1007,0.0,11.142857142857142
8518,AL,1,2020-07-07,1033,26.0,12.142857142857142
8569,AL,1,2020-07-08,1058,25.0,12.285714285714286
8620,AL,1,2020-07-09,1068,10.0,11.857142857142858
8671,AL,1,2020-07-10,1104,36.0,14.0
8722,AL,1,2020-07-11,1114,10.0,15.285714285714286
8773,AL,1,2020-07-12,1121,7.0,16.285714285714285
8824,AL,1,2020-07-13,1123,2.0,16.571428571428573
8875,AL,1,2020-07-14,1164,41.0,18.714285714285715
8926,AL,1,2020-07-15,1211,47.0,21.857142857142858
8977,AL,1,2020-07-16,1230,19.0,23.142857142857142
9028,AL,1,2020-07-17,1264,34.0,22.857142857142858
9079,AL,1,2020-07-18,1285,21.0,24.428571428571427
9130,AL,1,2020-07-19,1286,1.0,23.571428571428573
9181,AL,1,2020-07-20,1291,5.0,24.0
9232,AL,1,2020-07-21,1303,12.0,19.857142857142858
9283,AL,1,2020-07-22,1362,59.0,21.571428571428573
9334,AL,1,2020-07-23,1393,31.0,23.285714285714285
9385,AL,1,2020-07-24,1436,43.0,24.571428571428573
9436,AL,1,2020-07-25,1453,17.0,24.0
9487,AL,1,2020-07-26,1471,18.0,26.428571428571427
9538,AL,1,2020-07-27,1491,20.0,28.571428571428573
9589,AL,1,2020-07-28,1491,0.0,26.857142857142858
9640,AL,1,2020-07-29,1538,47.0,25.142857142857142
9691,AL,1,2020-07-30,1565,27.0,24.571428571428573
9742,AL,1,2020-07-31,1580,15.0,20.571428571428573
9793,AL,1,2020-08-01,1603,23.0,21.428571428571427
9844,AL,1,2020-08-02,1627,24.0,22.285714285714285
9895,AL,1,2020-08-03,1633,6.0,20.285714285714285
9946,AL,1,2020-08-04,1666,33.0,25.0
9997,AL,1,2020-08-05,1694,28.0,22.285714285714285
10048,AL,1,2020-08-06,1712,18.0,21.0
10099,AL,1,2020-08-07,1733,21.0,21.857142857142858
10150,AL,1,2020-08-08,1752,19.0,21.285714285714285
10201,AL,1,2020-08-09,1765,13.0,19.714285714285715
10252,AL,1,2020-08-10,1794,29.0,23.0
10303,AL,1,2020-08-11,1843,49.0,25.285714285714285
10354,AL,1,2020-08-12,1877,34.0,26.142857142857142
10405,AL,1,2020-08-13,1884,7.0,24.571428571428573
10456,AL,1,2020-08-14,1888,4.0,22.142857142857142
10507,AL,1,2020-08-15,1891,3.0,19.857142857142858
10558,AL,1,2020-08-16,1893,2.0,18.285714285714285
10609,AL,1,2020-08-17,1918,25.0,17.714285714285715
10660,AL,1,2020-08-18,1929,11.0,12.285714285714286
10711,AL,1,2020-08-19,1939,10.0,8.857142857142858
10762,AL,1,2020-08-20,1968,29.0,12.0
10813,AL,1,2020-08-21,1988,20.0,14.285714285714286
10864,AL,1,2020-08-22,2010,22.0,17.0
10915,AL,1,2020-08-23,2012,2.0,17.0
10966,AL,1,2020-08-24,2023,11.0,15.0
11017,AL,1,2020-08-25,2035,12.0,15.142857142857142
11068,AL,1,2020-08-26,2043,8.0,14.857142857142858
11119,AL,1,2020-08-27,2074,31.0,15.142857142857142
11170,AL,1,2020-08-28,2105,31.0,16.714285714285715
11221,AL,1,2020-08-29,2150,45.0,20.0
11272,AL,1,2020-08-30,2159,9.0,21.0
11323,AL,1,2020-08-31,2179,20.0,22.285714285714285
11374,AL,1,2020-09-01,2197,18.0,23.142857142857142
11425,AL,1,2020-09-02,2214,17.0,24.428571428571427
11476,AL,1,2020-09-03,2230,16.0,22.285714285714285
11527,AL,1,2020-09-04,2262,32.0,22.428571428571427
11578,AL,1,2020-09-05,2269,7.0,17.0
11629,AL,1,2020-09-06,2270,1.0,15.857142857142858
11680,AL,1,2020-09-07,2270,0.0,13.0
11731,AL,1,2020-09-08,2271,1.0,10.571428571428571
11782,AL,1,2020-09-09,2278,7.0,9.142857142857142
11833,AL,1,2020-09-10,2298,20.0,9.714285714285714
11884,AL,1,2020-09-11,2328,30.0,9.428571428571429
11935,AL,1,2020-09-12,2344,16.0,10.714285714285714
11986,AL,1,2020-09-13,2345,1.0,10.714285714285714
12037,AL,1,2020-09-14,2348,3.0,11.142857142857142
12088,AL,1,2020-09-15,2382,34.0,15.857142857142858
12139,AL,1,2020-09-16,2387,5.0,15.571428571428571
12190,AL,1,2020-09-17,2394,7.0,13.714285714285714
12241,AL,1,2020-09-18,2419,25.0,13.0
12292,AL,1,2020-09-19,2428,9.0,12.0
12343,AL,1,2020-09-20,2428,0.0,11.857142857142858
12394,AL,1,2020-09-21,2430,2.0,11.714285714285714
12445,AL,1,2020-09-22,2446,16.0,9.142857142857142
12496,AL,1,2020-09-23,2479,33.0,13.142857142857142
12547,AL,1,2020-09-24,2484,5.0,12.857142857142858
12598,AL,1,2020-09-25,2496,12.0,11.0
12649,AL,1,2020-09-26,2497,1.0,9.857142857142858
12700,AL,1,2020-09-27,2497,0.0,9.857142857142858
12751,AL,1,2020-09-28,2497,0.0,9.571428571428571
12802,AL,1,2020-09-29,2511,14.0,9.285714285714286
12853,AL,1,2020-09-30,2530,19.0,7.285714285714286
12904,AL,1,2020-10-01,2541,11.0,8.142857142857142
12955,AL,1,2020-10-02,2549,8.0,7.571428571428571
13006,AL,1,2020-10-03,2557,8.0,8.571428571428571
13057,AL,1,2020-10-04,2557,0.0,8.571428571428571
13108,AL,1,2020-10-05,2557,0.0,8.571428571428571
13159,AL,1,2020-10-06,2580,23.0,9.857142857142858
13210,AL,1,2020-10-07,2601,21.0,10.142857142857142
13261,AL,1,2020-10-08,2636,35.0,13.571428571428571
13312,AL,1,2020-10-09,2652,16.0,14.714285714285714
13363,AL,1,2020-10-10,2664,12.0,15.285714285714286
13414,AL,1,2020-10-11,2664,0.0,15.285714285714286
13465,AL,1,2020-10-12,2665,1.0,15.428571428571429
13516,AL,1,2020-10-13,2665,0.0,12.142857142857142
13567,AL,1,2020-10-14,2706,41.0,15.0
13618,AL,1,2020-10-15,2754,48.0,16.857142857142858
13669,AL,1,2020-10-16,2784,30.0,18.857142857142858
13720,AL,1,2020-10-17,2786,2.0,17.428571428571427
13771,AL,1,2020-10-18,2786,0.0,17.428571428571427
13822,AL,1,2020-10-19,2787,1.0,17.428571428571427
13873,AL,1,2020-10-20,2803,16.0,19.714285714285715
13924,AL,1,2020-10-21,2827,24.0,17.285714285714285
13975,AL,1,2020-10-22,2841,14.0,12.428571428571429
14026,AL,1,2020-10-23,2857,16.0,10.428571428571429
14077,AL,1,2020-10-24,2863,6.0,11.0
14128,AL,1,2020-10-25,2863,0.0,11.0
14179,AL,1,2020-10-26,2863,0.0,10.857142857142858
14230,AL,1,2020-10-27,2890,27.0,12.428571428571429
14281,AL,1,2020-10-28,2909,19.0,11.714285714285714
14332,AL,1,2020-10-29,2911,2.0,10.0
14383,AL,1,2020-10-30,2930,19.0,10.428571428571429
14434,AL,1,2020-10-31,2964,34.0,14.428571428571429
14485,AL,1,2020-11-01,2970,6.0,15.285714285714286
14536,AL,1,2020-11-02,2970,0.0,15.285714285714286
14587,AL,1,2020-11-03,2983,13.0,13.285714285714286
14638,AL,1,2020-11-04,3001,18.0,13.142857142857142
14689,AL,1,2020-11-05,3021,20.0,15.714285714285714
14740,AL,1,2020-11-06,3046,25.0,16.571428571428573
14791,AL,1,2020-11-07,3079,33.0,16.428571428571427
14842,AL,1,2020-11-08,3080,1.0,15.714285714285714
14893,AL,1,2020-11-09,3080,0.0,15.714285714285714
14944,AL,1,2020-11-10,3116,36.0,19.0
14995,AL,1,2020-11-11,3197,81.0,28.0
15046,AL,1,2020-11-12,3209,12.0,26.857142857142858
15097,AL,1,2020-11-13,3229,20.0,26.142857142857142
15148,AL,1,2020-11-14,3244,15.0,23.571428571428573
15199,AL,1,2020-11-15,3246,2.0,23.714285714285715
15250,AL,1,2020-11-16,3247,1.0,23.857142857142858
15301,AL,1,2020-11-17,3296,49.0,25.714285714285715
15352,AL,1,2020-11-18,3342,46.0,20.714285714285715
15403,AL,1,2020-11-19,3412,70.0,29.0
15454,AL,1,2020-11-20,3445,33.0,30.857142857142858
15505,AL,1,2020-11-21,3454,9.0,30.0
15556,AL,1,2020-11-22,3454,0.0,29.714285714285715
15607,AL,1,2020-11-23,3456,2.0,29.857142857142858
15658,AL,1,2020-11-24,3469,13.0,24.714285714285715
15709,AL,1,2020-11-25,3529,60.0,26.714285714285715
15760,AL,1,2020-11-26,3569,40.0,22.428571428571427
15811,AL,1,2020-11-27,3569,0.0,17.714285714285715
15862,AL,1,2020-11-28,3569,0.0,16.428571428571427
15913,AL,1,2020-11-29,3574,5.0,17.142857142857142
15964,AL,1,2020-11-30,3575,1.0,17.0
16015,AL,1,2020-12-01,3634,59.0,23.571428571428573
16066,AL,1,2020-12-02,3708,74.0,25.571428571428573
16117,AL,1,2020-12-03,3773,65.0,29.142857142857142
16168,AL,1,2020-12-04,3828,55.0,37.0
16219,AL,1,2020-12-05,3873,45.0,43.42857142857143
16270,AL,1,2020-12-06,3885,12.0,44.42857142857143
16321,AL,1,2020-12-07,3888,3.0,44.714285714285715
16372,AL,1,2020-12-08,3937,49.0,43.285714285714285
16423,AL,1,2020-12-09,3981,44.0,39.0
16474,AL,1,2020-12-10,4028,47.0,36.42857142857143
16525,AL,1,2020-12-11,4078,50.0,35.714285714285715
16576,AL,1,2020-12-12,4078,0.0,29.285714285714285
16627,AL,1,2020-12-13,4078,0.0,27.571428571428573
16678,AL,1,2020-12-14,4098,20.0,30.0
16729,AL,1,2020-12-15,4123,25.0,26.571428571428573
16780,AL,1,2020-12-16,4197,74.0,30.857142857142858
16831,AL,1,2020-12-17,4253,56.0,32.142857142857146
16882,AL,1,2020-12-18,4296,43.0,31.142857142857142
16933,AL,1,2020-12-19,4389,93.0,44.42857142857143
16984,AL,1,2020-12-20,4389,0.0,44.42857142857143
8,DE,10,2020-01-22,0,,
59,DE,10,2020-01-23,0,0.0,
110,DE,10,2020-01-24,0,0.0,
161,DE,10,2020-01-25,0,0.0,
212,DE,10,2020-01-26,0,0.0,
263,DE,10,2020-01-27,0,0.0,
314,DE,10,2020-01-28,0,0.0,
365,DE,10,2020-01-29,0,0.0,0.0
416,DE,10,2020-01-30,0,0.0,0.0
467,DE,10,2020-01-31,0,0.0,0.0
518,DE,10,2020-02-01,0,0.0,0.0
569,DE,10,2020-02-02,0,0.0,0.0
620,DE,10,2020-02-03,0,0.0,0.0
671,DE,10,2020-02-04,0,0.0,0.0
722,DE,10,2020-02-05,0,0.0,0.0
773,DE,10,2020-02-06,0,0.0,0.0
824,DE,10,2020-02-07,0,0.0,0.0
875,DE,10,2020-02-08,0,0.0,0.0
926,DE,10,2020-02-09,0,0.0,0.0
977,DE,10,2020-02-10,0,0.0,0.0
1028,DE,10,2020-02-11,0,0.0,0.0
1079,DE,10,2020-02-12,0,0.0,0.0
1130,DE,10,2020-02-13,0,0.0,0.0
1181,DE,10,2020-02-14,0,0.0,0.0
1232,DE,10,2020-02-15,0,0.0,0.0
1283,DE,10,2020-02-16,0,0.0,0.0
1334,DE,10,2020-02-17,0,0.0,0.0
1385,DE,10,2020-02-18,0,0.0,0.0
1436,DE,10,2020-02-19,0,0.0,0.0
1487,DE,10,2020-02-20,0,0.0,0.0
1538,DE,10,2020-02-21,0,0.0,0.0
1589,DE,10,2020-02-22,0,0.0,0.0
1640,DE,10,2020-02-23,0,0.0,0.0
1691,DE,10,2020-02-24,0,0.0,0.0
1742,DE,10,2020-02-25,0,0.0,0.0
1793,DE,10,2020-02-26,0,0.0,0.0
1844,DE,10,2020-02-27,0,0.0,0.0
1895,DE,10,2020-02-28,0,0.0,0.0
1946,DE,10,2020-02-29,0,0.0,0.0
1997,DE,10,2020-03-01,0,0.0,0.0
2048,DE,10,2020-03-02,0,0.0,0.0
2099,DE,10,2020-03-03,0,0.0,0.0
2150,DE,10,2020-03-04,0,0.0,0.0
2201,DE,10,2020-03-05,0,0.0,0.0
2252,DE,10,2020-03-06,0,0.0,0.0
2303,DE,10,2020-03-07,0,0.0,0.0
2354,DE,10,2020-03-08,0,0.0,0.0
2405,DE,10,2020-03-09,0,0.0,0.0
2456,DE,10,2020-03-10,0,0.0,0.0
2507,DE,10,2020-03-11,0,0.0,0.0
2558,DE,10,2020-03-12,0,0.0,0.0
2609,DE,10,2020-03-13,0,0.0,0.0
2660,DE,10,2020-03-14,0,0.0,0.0
2711,DE,10,2020-03-15,0,0.0,0.0
2762,DE,10,2020-03-16,0,0.0,0.0
2813,DE,10,2020-03-17,0,0.0,0.0
2864,DE,10,2020-03-18,0,0.0,0.0
2915,DE,10,2020-03-19,0,0.0,0.0
2966,DE,10,2020-03-20,0,0.0,0.0
3017,DE,10,2020-03-21,0,0.0,0.0
3068,DE,10,2020-03-22,0,0.0,0.0
3119,DE,10,2020-03-23,0,0.0,0.0
3170,DE,10,2020-03-24,0,0.0,0.0
3221,DE,10,2020-03-25,0,0.0,0.0
3272,DE,10,2020-03-26,0,0.0,0.0
3323,DE,10,2020-03-27,2,2.0,0.2857142857142857
3374,DE,10,2020-03-28,5,3.0,0.7142857142857143
3425,DE,10,2020-03-29,6,1.0,0.8571428571428571
3476,DE,10,2020-03-30,7,1.0,1.0
3527,DE,10,2020-03-31,10,3.0,1.4285714285714286
3578,DE,10,2020-04-01,11,1.0,1.5714285714285714
3629,DE,10,2020-04-02,12,1.0,1.7142857142857142
3680,DE,10,2020-04-03,14,2.0,1.7142857142857142
3731,DE,10,2020-04-04,14,0.0,1.2857142857142858
3782,DE,10,2020-04-05,14,0.0,1.1428571428571428
3833,DE,10,2020-04-06,15,1.0,1.1428571428571428
3884,DE,10,2020-04-07,16,1.0,0.8571428571428571
3935,DE,10,2020-04-08,19,3.0,1.1428571428571428
3986,DE,10,2020-04-09,23,4.0,1.5714285714285714
4037,DE,10,2020-04-10,32,9.0,2.5714285714285716
4088,DE,10,2020-04-11,33,1.0,2.7142857142857144
4139,DE,10,2020-04-12,35,2.0,3.0
4190,DE,10,2020-04-13,35,0.0,2.857142857142857
4241,DE,10,2020-04-14,43,8.0,3.857142857142857
4292,DE,10,2020-04-15,46,3.0,3.857142857142857
4343,DE,10,2020-04-16,52,6.0,4.142857142857143
4394,DE,10,2020-04-17,61,9.0,4.142857142857143
4445,DE,10,2020-04-18,67,6.0,4.857142857142857
4496,DE,10,2020-04-19,67,0.0,4.571428571428571
4547,DE,10,2020-04-20,72,5.0,5.285714285714286
4598,DE,10,2020-04-21,82,10.0,5.571428571428571
4649,DE,10,2020-04-22,89,7.0,6.142857142857143
4700,DE,10,2020-04-23,92,3.0,5.714285714285714
4751,DE,10,2020-04-24,100,8.0,5.571428571428571
4802,DE,10,2020-04-25,112,12.0,6.428571428571429
4853,DE,10,2020-04-26,120,8.0,7.571428571428571
4904,DE,10,2020-04-27,125,5.0,7.571428571428571
4955,DE,10,2020-04-28,137,12.0,7.857142857142857
5006,DE,10,2020-04-29,144,7.0,7.857142857142857
5057,DE,10,2020-04-30,152,8.0,8.571428571428571
5108,DE,10,2020-05-01,159,7.0,8.428571428571429
5159,DE,10,2020-05-02,168,9.0,8.0
5210,DE,10,2020-05-03,177,9.0,8.142857142857142
5261,DE,10,2020-05-04,182,5.0,8.142857142857142
5312,DE,10,2020-05-05,187,5.0,7.142857142857143
5363,DE,10,2020-05-06,193,6.0,7.0
5414,DE,10,2020-05-07,202,9.0,7.142857142857143
5465,DE,10,2020-05-08,202,0.0,6.142857142857143
5516,DE,10,2020-05-09,202,0.0,4.857142857142857
5567,DE,10,2020-05-10,202,0.0,3.5714285714285716
5618,DE,10,2020-05-11,223,21.0,5.857142857142857
5669,DE,10,2020-05-12,236,13.0,7.0
5720,DE,10,2020-05-13,247,11.0,7.714285714285714
5771,DE,10,2020-05-14,260,13.0,8.285714285714286
5822,DE,10,2020-05-15,271,11.0,9.857142857142858
5873,DE,10,2020-05-16,286,15.0,12.0
5924,DE,10,2020-05-17,290,4.0,12.571428571428571
5975,DE,10,2020-05-18,297,7.0,10.571428571428571
6026,DE,10,2020-05-19,304,7.0,9.714285714285714
6077,DE,10,2020-05-20,310,6.0,9.0
6128,DE,10,2020-05-21,317,7.0,8.142857142857142
6179,DE,10,2020-05-22,322,5.0,7.285714285714286
6230,DE,10,2020-05-23,324,2.0,5.428571428571429
6281,DE,10,2020-05-24,326,2.0,5.142857142857143
6332,DE,10,2020-05-25,332,6.0,5.0
6383,DE,10,2020-05-26,336,4.0,4.571428571428571
6434,DE,10,2020-05-27,345,9.0,5.0
6485,DE,10,2020-05-28,346,1.0,4.142857142857143
6536,DE,10,2020-05-29,356,10.0,4.857142857142857
6587,DE,10,2020-05-30,361,5.0,5.285714285714286
6638,DE,10,2020-05-31,366,5.0,5.714285714285714
6689,DE,10,2020-06-01,368,2.0,5.142857142857143
6740,DE,10,2020-06-02,373,5.0,5.285714285714286
6791,DE,10,2020-06-03,375,2.0,4.285714285714286
6842,DE,10,2020-06-04,385,10.0,5.571428571428571
6893,DE,10,2020-06-05,388,3.0,4.571428571428571
6944,DE,10,2020-06-06,390,2.0,4.142857142857143
6995,DE,10,2020-06-07,398,8.0,4.571428571428571
7046,DE,10,2020-06-08,398,0.0,4.285714285714286
7097,DE,10,2020-06-09,410,12.0,5.285714285714286
7148,DE,10,2020-06-10,413,3.0,5.428571428571429
7199,DE,10,2020-06-11,414,1.0,4.142857142857143
7250,DE,10,2020-06-12,414,0.0,3.7142857142857144
7301,DE,10,2020-06-13,419,5.0,4.142857142857143
7352,DE,10,2020-06-14,422,3.0,3.4285714285714284
7403,DE,10,2020-06-15,423,1.0,3.5714285714285716
7454,DE,10,2020-06-16,424,1.0,2.0
7505,DE,10,2020-06-17,426,2.0,1.8571428571428572
7556,DE,10,2020-06-18,431,5.0,2.4285714285714284
7607,DE,10,2020-06-19,433,2.0,2.7142857142857144
7658,DE,10,2020-06-20,434,1.0,2.142857142857143
7709,DE,10,2020-06-21,435,1.0,1.8571428571428572
7760,DE,10,2020-06-22,435,0.0,1.7142857142857142
7811,DE,10,2020-06-23,503,68.0,11.285714285714286
7862,DE,10,2020-06-24,504,1.0,11.142857142857142
7913,DE,10,2020-06-25,506,2.0,10.714285714285714
7964,DE,10,2020-06-26,506,0.0,10.428571428571429
8015,DE,10,2020-06-27,506,0.0,10.285714285714286
8066,DE,10,2020-06-28,506,0.0,10.142857142857142
8117,DE,10,2020-06-29,506,0.0,10.142857142857142
8168,DE,10,2020-06-30,507,1.0,0.5714285714285714
8219,DE,10,2020-07-01,508,1.0,0.5714285714285714
8270,DE,10,2020-07-02,510,2.0,0.5714285714285714
8321,DE,10,2020-07-03,510,0.0,0.5714285714285714
8372,DE,10,2020-07-04,512,2.0,0.8571428571428571
8423,DE,10,2020-07-05,512,0.0,0.8571428571428571
8474,DE,10,2020-07-06,512,0.0,0.8571428571428571
