,County Name,State
1209,Sagadahoc County,ME
1210,Somerset County,ME
1211,Waldo County,ME
1212,Washington County,ME
1213,York County,ME
1214,Statewide Unallocated,MD
1215,Allegany County,MD
1216,Anne Arundel County,MD
1217,Baltimore County,MD
1218,Calvert County,MD
1219,Caroline County,MD
1220,Carroll County,MD
1221,Cecil County,MD
1222,Charles County,MD
1223,Dorchester County,MD
1224,Frederick County,MD
1225,Garrett County,MD
1226,Harford County,MD
1227,Howard County,MD
1228,Kent County,MD
1229,Montgomery County,MD
1230,Prince George's County,MD
1231,Queen Anne's County,MD
1232,St. Mary's County,MD
1233,Somerset County,MD
1234,Talbot County,MD
1235,Washington County,MD
1236,Wicomico County,MD
1237,Worcester County,MD
1238,Baltimore City,MD
1239,Statewide Unallocated,MA
1240,Barnstable County,MA
1241,Berkshire County,MA
1242,Bristol County,MA
1243,Dukes County,MA
1244,Essex County,MA
1245,Franklin County,MA
1246,Hampden County,MA
1247,Hampshire County,MA
1248,Middlesex County,MA
1249,Nantucket County,MA
1250,Norfolk County,MA
1251,Plymouth County,MA
1252,Suffolk County,MA
1253,Worcester County,MA
1254,Statewide Unallocated,MI
1255,Alcona County,MI
1256,Alger County,MI
1257,Allegan County,MI
1258,Alpena County,MI
1259,Antrim County,MI
1260,Arenac County,MI
1261,Baraga County,MI
1262,Barry County,MI
1263,Bay County,MI
1264,Benzie County,MI
1265,Berrien County,MI
1266,Branch County,MI
1267,Calhoun County,MI
1268,Cass County,MI
1269,Charlevoix County,MI
1270,Cheboygan County,MI
1271,Chippewa County,MI
1272,Clare County,MI
1273,Clinton County,MI
1274,Crawford County,MI
1275,Delta County,MI
1276,Dickinson County,MI
1277,Eaton County,MI
1278,Emmet County,MI
1279,Genesee County,MI
1280,Gladwin County,MI
1281,Gogebic County,MI
1282,Grand Traverse County,MI
1283,Gratiot County,MI
1284,Hillsdale County,MI
1285,Houghton County,MI
1286,Huron County,MI
1287,Ingham County,MI
1288,Ionia County,MI
1289,Iosco County,MI
1290,Iron County,MI
1291,Isabella County,MI
1292,Jackson County,MI
1293,Kalamazoo County,MI
1294,Kalkaska County,MI
1295,Kent County,MI
1296,Keweenaw County,MI
1297,Lake County,MI
1298,Lapeer County,MI
1299,Leelanau County,MI
1300,Lenawee County,MI
1301,Livingston County,MI
1302,Luce County,MI
1303,Mackinac County,MI
1304,Macomb County,MI
1305,Manistee County,MI
1306,Marquette County,MI
1307,Mason County,MI
1308,Mecosta County,MI
1309,Menominee County,MI
1310,Midland County,MI
1311,Missaukee County,MI
1312,Monroe County,MI
1313,Montcalm County,MI
1314,Montmorency County,MI
1315,Muskegon County,MI
1316,Newaygo County,MI
1317,Oakland County,MI
1318,Oceana County,MI
1319,Ogemaw County,MI
1320,Ontonagon County,MI
1321,Osceola County,MI
1322,Oscoda County,MI
1323,Otsego County,MI
1324,Ottawa County,MI
1325,Presque Isle County,MI
1326,Roscommon County,MI
1327,Saginaw County,MI
1328,St. Clair County,MI
1329,St. Joseph County,MI
1330,Sanilac County,MI
1331,Schoolcraft County,MI
1332,Shiawassee County,MI
1333,Tuscola County,MI
1334,Van Buren County,MI
1335,Washtenaw County,MI
1336,Wayne County,MI
1337,Wexford County,MI
1338,Statewide Unallocated,MN
1339,Aitkin County,MN
1340,Anoka County,MN
1341,Becker County,MN
1342,Beltrami County,MN
1343,Benton County,MN
1344,Big Stone County,MN
1345,Blue Earth County,MN
1346,Brown County,MN
1347,Carlton County,MN
1348,Carver County,MN
1349,Cass County,MN
1350,Chippewa County,MN
1351,Chisago County,MN
1352,Clay County,MN
1353,Clearwater County,MN
1354,Cook County,MN
1355,Cottonwood County,MN
1356,Crow Wing County,MN
1357,Dakota County,MN
1358,Dodge County,MN
1359,Douglas County,MN
1360,Faribault County,MN
1361,Fillmore County,MN
1362,Freeborn County,MN
1363,Goodhue County,MN
1364,Grant County,MN
1365,Hennepin County,MN
1366,Houston County,MN
1367,Hubbard County,MN
1368,Isanti County,MN
1369,Itasca County,MN
1370,Jackson County,MN
1371,Kanabec County,MN
1372,Kandiyohi County,MN
1373,Kittson County,MN
1374,Koochiching County,MN
1375,Lac Qui Parle County,MN
1376,Lake County,MN
1377,Lake of the Woods County,MN
1378,Le Sueur County,MN
1379,Lincoln County,MN
1380,Lyon County,MN
1381,McLeod County,MN
1382,Mahnomen County,MN
1383,Marshall County,MN
1384,Martin County,MN
1385,Meeker County,MN
1386,Mille Lacs County,MN
1387,Morrison County,MN
1388,Mower County,MN
1389,Murray County,MN
1390,Nicollet County,MN
1391,Nobles County,MN
1392,Norman County,MN
1393,Olmsted County,MN
1394,Otter Tail County,MN
1395,Pennington County,MN
1396,Pine County,MN
1397,Pipestone County,MN
1398,Polk County,MN
1399,Pope County,MN
1400,Ramsey County,MN
1401,Red Lake County,MN
1402,Redwood County,MN
1403,Renville County,MN
1404,Rice County,MN
1405,Rock County,MN
1406,Roseau County,MN
1407,St. Louis County,MN
1408,Scott County,MN
1409,Sherburne County,MN
1410,Sibley County,MN
1411,Stearns County,MN
1412,Steele County,MN
1413,Stevens County,MN
1414,Swift County,MN
1415,Todd County,MN
1416,Traverse County,MN
1417,Wabasha County,MN
1418,Wadena County,MN
1419,Waseca County,MN
1420,Washington County,MN
1421,Watonwan County,MN
1422,Wilkin County,MN
1423,Winona County,MN
1424,Wright County,MN
1425,Yellow Medicine County,MN
1426,Statewide Unallocated,MS
1427,Adams County,MS
1428,Alcorn County,MS
1429,Amite County,MS
1430,Attala County,MS
1431,Benton County,MS
1432,Bolivar County,MS
1433,Calhoun County,MS
1434,Carroll County,MS
1435,Chickasaw County,MS
1436,Choctaw County,MS
1437,Claiborne County,MS
1438,Clarke County,MS
1439,Clay County,MS
1440,Coahoma County,MS
1441,Copiah County,MS
1442,Covington County,MS
1443,DeSoto County,MS
1444,Forrest County,MS
1445,Franklin County,MS
1446,George County,MS
1447,Greene County,MS
1448,Grenada County,MS
1449,Hancock County,MS
1450,Harrison County,MS
1451,Hinds County,MS
1452,Holmes County,MS
1453,Humphreys County,MS
1454,Issaquena County,MS
1455,Itawamba County,MS
1456,Jackson County,MS
1457,Jasper County,MS
1458,Jefferson County,MS
1459,Jefferson Davis County,MS
1460,Jones County,MS
1461,Kemper County,MS
1462,Lafayette County,MS
1463,Lamar County,MS
1464,Lauderdale County,MS
1465,Lawrence County,MS
1466,Leake County,MS
1467,Lee County,MS
1468,Leflore County,MS
1469,Lincoln County,MS
1470,Lowndes County,MS
1471,Madison County,MS
1472,Marion County,MS
1473,Marshall County,MS
1474,Monroe County,MS
1475,Montgomery County,MS
1476,Neshoba County,MS
1477,Newton County,MS
1478,Noxubee County,MS
1479,Oktibbeha County,MS
1480,Panola County,MS
1481,Pearl River County,MS
1482,Perry County,MS
1483,Pike County,MS
1484,Pontotoc County,MS
1485,Prentiss County,MS
1486,Quitman County,MS
1487,Rankin County,MS
1488,Scott County,MS
1489,Sharkey County,MS
1490,Simpson County,MS
1491,Smith County,MS
1492,Stone County,MS
1493,Sunflower County,MS
1494,Tallahatchie County,MS
1495,Tate County,MS
1496,Tippah County,MS
1497,Tishomingo County,MS
1498,Tunica County,MS
1499,Union County,MS
1500,Walthall County,MS
1501,Warren County,MS
1502,Washington County,MS
1503,Wayne County,MS
1504,Webster County,MS
1505,Wilkinson County,MS
1506,Winston County,MS
1507,Yalobusha County,MS
1508,Yazoo County,MS
1509,Statewide Unallocated,MO
1510,Adair County,MO
1511,Andrew County,MO
1512,Atchison County,MO
1513,Audrain County,MO
1514,Barry County,MO
1515,Barton County,MO
1516,Bates County,MO
1517,Benton County,MO
1518,Bollinger County,MO
1519,Boone County,MO
1520,Buchanan County,MO
1521,Butler County,MO
1522,Caldwell County,MO
1523,Callaway County,MO
1524,Camden County,MO
1525,Cape Girardeau County,MO
1526,Carroll County,MO
1527,Carter County,MO
1528,Cass County,MO
1529,Cedar County,MO
1530,Chariton County,MO
1531,Christian County,MO
1532,Clark County,MO
1533,Clay County,MO
1534,Clinton County,MO
1535,Cole County,MO
1536,Cooper County,MO
1537,Crawford County,MO
1538,Dade County,MO
1539,Dallas County,MO
1540,Daviess County,MO
1541,DeKalb County,MO
1542,Dent County,MO
1543,Douglas County,MO
1544,Dunklin County,MO
1545,Franklin County,MO
1546,Gasconade County,MO
1547,Gentry County,MO
1548,Greene County,MO
1549,Grundy County,MO
1550,Harrison County,MO
1551,Henry County,MO
1552,Hickory County,MO
1553,Holt County,MO
1554,Howard County,MO
1555,Howell County,MO
1556,Iron County,MO
1557,Jackson County (including other portions of Kansas City),MO
1558,Jasper County,MO
1559,Jefferson County,MO
1560,Johnson County,MO
1561,Knox County,MO
1562,Laclede County,MO
1563,Lafayette County,MO
1564,Lawrence County,MO
1565,Lewis County,MO
1566,Lincoln County,MO
1567,Linn County,MO
1568,Livingston County,MO
1569,McDonald County,MO
1570,Macon County,MO
1571,Madison County,MO
1572,Maries County,MO
1573,Marion County,MO
1574,Mercer County,MO
1575,Miller County,MO
1576,Mississippi County,MO
1577,Moniteau County,MO
1578,Monroe County,MO
1579,Montgomery County,MO
1580,Morgan County,MO
1581,New Madrid County,MO
1582,Newton County,MO
1583,Nodaway County,MO
1584,Oregon County,MO
1585,Osage County,MO
1586,Ozark County,MO
1587,Pemiscot County,MO
1588,Perry County,MO
1589,Pettis County,MO
1590,Phelps County,MO
1591,Pike County,MO
1592,Platte County,MO
1593,Polk County,MO
1594,Pulaski County,MO
1595,Putnam County,MO
1596,Ralls County,MO
1597,Randolph County,MO
1598,Ray County,MO
1599,Reynolds County,MO
1600,Ripley County,MO
1601,St. Charles County,MO
1602,St. Clair County,MO
1603,Ste. Genevieve County,MO
1604,St. Francois County,MO
1605,St. Louis County,MO
1606,Saline County,MO
1607,Schuyler County,MO
1608,Scotland County,MO
1609,Scott County,MO
1610,Shannon County,MO
1611,Shelby County,MO
1612,Stoddard County,MO
1613,Stone County,MO
1614,Sullivan County,MO
1615,Taney County,MO
1616,Texas County,MO
1617,Vernon County,MO
1618,Warren County,MO
1619,Washington County,MO
1620,Wayne County,MO
1621,Webster County,MO
1622,Worth County,MO
1623,Wright County,MO
1624,City of St. Louis,MO
1625,Statewide Unallocated,MT
1626,Beaverhead County,MT
1627,Big Horn County,MT
1628,Blaine County,MT
1629,Broadwater County,MT
1630,Carbon County,MT
1631,Carter County,MT
1632,Cascade County,MT
1633,Chouteau County,MT
1634,Custer County,MT
1635,Daniels County,MT
1636,Dawson County,MT
1637,Deer Lodge County,MT
1638,Fallon County,MT
1639,Fergus County,MT
1640,Flathead County,MT
1641,Gallatin County,MT
1642,Garfield County,MT
1643,Glacier County,MT
1644,Golden Valley County,MT
1645,Granite County,MT
1646,Hill County,MT
1647,Jefferson County,MT
1648,Judith Basin County,MT
1649,Lake County,MT
1650,Lewis and Clark County,MT
1651,Liberty County,MT
1652,Lincoln County,MT
1653,McCone County,MT
1654,Madison County,MT
1655,Meagher County,MT
1656,Mineral County,MT
1657,Missoula County,MT
1658,Musselshell County,MT
1659,Park County,MT
1660,Petroleum County,MT
1661,Phillips County,MT
1662,Pondera County,MT
1663,Powder River County,MT
1664,Powell County,MT
1665,Prairie County,MT
1666,Ravalli County,MT
1667,Richland County,MT
1668,Roosevelt County,MT
1669,Rosebud County,MT
1670,Sanders County,MT
1671,Sheridan County,MT
1672,Silver Bow County,MT
1673,Stillwater County,MT
1674,Sweet Grass County,MT
1675,Teton County,MT
1676,Toole County,MT
1677,Treasure County,MT
1678,Valley County,MT
1679,Wheatland County,MT
1680,Wibaux County,MT
1681,Yellowstone County,MT
1682,Statewide Unallocated,NE
1683,Adams County,NE
1684,Antelope County,NE
1685,Arthur County,NE
1686,Banner County,NE
1687,Blaine County,NE
1688,Boone County,NE
1689,Box Butte County,NE
1690,Boyd County,NE
1691,Brown County,NE
1692,Buffalo County,NE
1693,Burt County,NE
1694,Butler County,NE
1695,Cass County,NE
1696,Cedar County,NE
1697,Chase County,NE
1698,Cherry County,NE
1699,Cheyenne County,NE
1700,Clay County,NE
1701,Colfax County,NE
1702,Cuming County,NE
1703,Custer County,NE
1704,Dakota County,NE
1705,Dawes County,NE
1706,Dawson County,NE
1707,Deuel County,NE
1708,Dixon County,NE
1709,Dodge County,NE
1710,Douglas County,NE
1711,Dundy County,NE
1712,Fillmore County,NE
1713,Franklin County,NE
1714,Frontier County,NE
1715,Furnas County,NE
1716,Gage County,NE
1717,Garden County,NE
1718,Garfield County,NE
1719,Gosper County,NE
1720,Grant County,NE
1721,Greeley County,NE
1722,Hall County,NE
1723,Hamilton County,NE
1724,Harlan County,NE
1725,Hayes County,NE
1726,Hitchcock County,NE
1727,Holt County,NE
1728,Hooker County,NE
1729,Howard County,NE
1730,Jefferson County,NE
1731,Johnson County,NE
1732,Kearney County,NE
1733,Keith County,NE
1734,Keya Paha County,NE
1735,Kimball County,NE
1736,Knox County,NE
1737,Lancaster County,NE
1738,Lincoln County,NE
1739,Logan County,NE
1740,Loup County,NE
1741,McPherson County,NE
1742,Madison County,NE
1743,Merrick County,NE
1744,Morrill County,NE
1745,Nance County,NE
1746,Nemaha County,NE
1747,Nuckolls County,NE
1748,Otoe County,NE
1749,Pawnee County,NE
1750,Perkins County,NE
1751,Phelps County,NE
1752,Pierce County,NE
1753,Platte County,NE
1754,Polk County,NE
1755,Red Willow County,NE
1756,Richardson County,NE
1757,Rock County,NE
1758,Saline County,NE
1759,Sarpy County,NE
1760,Saunders County,NE
1761,Scotts Bluff County,NE
1762,Seward County,NE
1763,Sheridan County,NE
1764,Sherman County,NE
1765,Sioux County,NE
1766,Stanton County,NE
1767,Thayer County,NE
1768,Thomas County,NE
1769,Thurston County,NE
1770,Valley County,NE
1771,Washington County,NE
1772,Wayne County,NE
1773,Webster County,NE
1774,Wheeler County,NE
1775,York County,NE
1776,Statewide Unallocated,NV
1777,Churchill County,NV
1778,Clark County,NV
1779,Douglas County,NV
1780,Elko County,NV
1781,Esmeralda County,NV
1782,Eureka County,NV
1783,Humboldt County,NV
1784,Lander County,NV
1785,Lincoln County,NV
1786,Lyon County,NV
1787,Mineral County,NV
1788,Nye County,NV
1789,Pershing County,NV
1790,Storey County,NV
1791,Washoe County,NV
1792,White Pine County,NV
1793,Carson City,NV
1794,Statewide Unallocated,NH
1795,Belknap County,NH
1796,Carroll County,NH
1797,Cheshire County,NH
1798,Coos County,NH
1799,Grafton County,NH
1800,Hillsborough County,NH
1801,Merrimack County,NH
1802,Rockingham County,NH
1803,Strafford County,NH
1804,Sullivan County,NH
1805,Statewide Unallocated,NJ
1806,Atlantic County,NJ
1807,Bergen County,NJ
1808,Burlington County,NJ
1809,Camden County,NJ
1810,Cape May County,NJ
1811,Cumberland County,NJ
1812,Essex County,NJ
1813,Gloucester County,NJ
1814,Hudson County,NJ
1815,Hunterdon County,NJ
1816,Mercer County,NJ
1817,Middlesex County,NJ
1818,Monmouth County,NJ
1819,Morris County,NJ
1820,Ocean County,NJ
1821,Passaic County,NJ
1822,Salem County,NJ
1823,Somerset County,NJ
1824,Sussex County,NJ
1825,Union County,NJ
1826,Warren County,NJ
1827,Statewide Unallocated,NM
1828,Bernalillo County,NM
1829,Catron County,NM
1830,Chaves County,NM
1831,Cibola County,NM
1832,Colfax County,NM
1833,Curry County,NM
1834,De Baca County,NM
1835,Dona Ana County,NM
1836,Eddy County,NM
1837,Grant County,NM
1838,Guadalupe County,NM
1839,Harding County,NM
1840,Hidalgo County,NM
1841,Lea County,NM
1842,Lincoln County,NM
1843,Los Alamos County,NM
1844,Luna County,NM
1845,McKinley County,NM
1846,Mora County,NM
1847,Otero County,NM
1848,Quay County,NM
1849,Rio Arriba County,NM
1850,Roosevelt County,NM
1851,Sandoval County,NM
1852,San Juan County,NM
1853,San Miguel County,NM
1854,Santa Fe County,NM
1855,Sierra County,NM
1856,Socorro County,NM
1857,Taos County,NM
1858,Torrance County,NM
1859,Union County,NM
1860,Valencia County,NM
1861,Statewide Unallocated,NY
1862,New York City Unallocated/Probable,NY
1863,Albany County,NY
1864,Allegany County,NY
1865,Bronx County,NY
1866,Broome County,NY
1867,Cattaraugus County,NY
1868,Cayuga County,NY
1869,Chautauqua County,NY
1870,Chemung County,NY
1871,Chenango County,NY
1872,Clinton County,NY
1873,Columbia County,NY
1874,Cortland County,NY
1875,Delaware County,NY
1876,Dutchess County,NY
1877,Erie County,NY
1878,Essex County,NY
1879,Franklin County,NY
1880,Fulton County,NY
1881,Genesee County,NY
1882,Greene County,NY
1883,Hamilton County,NY
1884,Herkimer County,NY
1885,Jefferson County,NY
1886,Kings County,NY
1887,Lewis County,NY
1888,Livingston County,NY
1889,Madison County,NY
1890,Monroe County,NY
1891,Montgomery County,NY
1892,Nassau County,NY
1893,New York County,NY
1894,Niagara County,NY
1895,Oneida County,NY
1896,Onondaga County,NY
1897,Ontario County,NY
1898,Orange County,NY
1899,Orleans County,NY
1900,Oswego County,NY
1901,Otsego County,NY
1902,Putnam County,NY
1903,Queens County,NY
1904,Rensselaer County,NY
1905,Richmond County,NY
1906,Rockland County,NY
1907,St. Lawrence County,NY
1908,Saratoga County,NY
1909,Schenectady County,NY
1910,Schoharie County,NY
1911,Schuyler County,NY
1912,Seneca County,NY
1913,Steuben County,NY
1914,Suffolk County,NY
1915,Sullivan County,NY
1916,Tioga County,NY
1917,Tompkins County,NY
1918,Ulster County,NY
1919,Warren County,NY
1920,Washington County,NY
1921,Wayne County,NY
1922,Westchester County,NY
1923,Wyoming County,NY
1924,Yates County,NY
1925,Statewide Unallocated,NC
1926,Alamance County,NC
1927,Alexander County,NC
1928,Alleghany County,NC
1929,Anson County,NC
1930,Ashe County,NC
1931,Avery County,NC
1932,Beaufort County,NC
1933,Bertie County,NC
1934,Bladen County,NC
1935,Brunswick County,NC
1936,Buncombe County,NC
1937,Burke County,NC
1938,Cabarrus County,NC
1939,Caldwell County,NC
1940,Camden County,NC
1941,Carteret County,NC
1942,Caswell County,NC
1943,Catawba County,NC
1944,Chatham County,NC
1945,Cherokee County,NC
1946,Chowan County,NC
1947,Clay County,NC
1948,Cleveland County,NC
1949,Columbus County,NC
1950,Craven County,NC
1951,Cumberland County,NC
1952,Currituck County,NC
1953,Dare County,NC
1954,Davidson County,NC
1955,Davie County,NC
1956,Duplin County,NC
1957,Durham County,NC
1958,Edgecombe County,NC
1959,Forsyth County,NC
1960,Franklin County,NC
1961,Gaston County,NC
1962,Gates County,NC
1963,Graham County,NC
1964,Granville County,NC
1965,Greene County,NC
1966,Guilford County,NC
1967,Halifax County,NC
1968,Harnett County,NC
1969,Haywood County,NC
1970,Henderson County,NC
1971,Hertford County,NC
1972,Hoke County,NC
1973,Hyde County,NC
1974,Iredell County,NC
1975,Jackson County,NC
1976,Johnston County,NC
1977,Jones County,NC
1978,Lee County,NC
1979,Lenoir County,NC
1980,Lincoln County,NC
1981,McDowell County,NC
1982,Macon County,NC
1983,Madison County,NC
1984,Martin County,NC
1985,Mecklenburg County,NC
1986,Mitchell County,NC
1987,Montgomery County,NC
1988,Moore County,NC
1989,Nash County,NC
1990,New Hanover County,NC
1991,Northampton County,NC
1992,Onslow County,NC
1993,Orange County,NC
1994,Pamlico County,NC
1995,Pasquotank County,NC
1996,Pender County,NC
1997,Perquimans County,NC
1998,Person County,NC
1999,Pitt County,NC
2000,Polk County,NC
2001,Randolph County,NC
2002,Richmond County,NC
2003,Robeson County,NC
2004,Rockingham County,NC
2005,Rowan County,NC
2006,Rutherford County,NC
2007,Sampson County,NC
2008,Scotland County,NC
2009,Stanly County,NC
2010,Stokes County,NC
2011,Surry County,NC
2012,Swain County,NC
2013,Transylvania County,NC
2014,Tyrrell County,NC
2015,Union County,NC
2016,Vance County,NC
2017,Wake County,NC
2018,Warren County,NC
2019,Washington County,NC
2020,Watauga County,NC
2021,Wayne County,NC
2022,Wilkes County,NC
2023,Wilson County,NC
2024,Yadkin County,NC
2025,Yancey County,NC
2026,Statewide Unallocated,ND
2027,Adams County,ND
2028,Barnes County,ND
2029,Benson County,ND
2030,Billings County,ND
2031,Bottineau County,ND
2032,Bowman County,ND
2033,Burke County,ND
2034,Burleigh County,ND
2035,Cass County,ND
2036,Cavalier County,ND
2037,Dickey County,ND
2038,Divide County,ND
2039,Dunn County,ND
2040,Eddy County,ND
2041,Emmons County,ND
2042,Foster County,ND
2043,Golden Valley County,ND
2044,Grand Forks County,ND
2045,Grant County,ND
2046,Griggs County,ND
2047,Hettinger County,ND
2048,Kidder County,ND
2049,LaMoure County,ND
2050,Logan County,ND
2051,McHenry County,ND
2052,McIntosh County,ND
2053,McKenzie County,ND
2054,McLean County,ND
2055,Mercer County,ND
2056,Morton County,ND
2057,Mountrail County,ND
2058,Nelson County,ND
2059,Oliver County,ND
2060,Pembina County,ND
2061,Pierce County,ND
2062,Ramsey County,ND
2063,Ransom County,ND
2064,Renville County,ND
2065,Richland County,ND
2066,Rolette County,ND
2067,Sargent County,ND
2068,Sheridan County,ND
2069,Sioux County,ND
2070,Slope County,ND
2071,Stark County,ND
2072,Steele County,ND
2073,Stutsman County,ND
2074,Towner County,ND
2075,Traill County,ND
2076,Walsh County,ND
2077,Ward County,ND
2078,Wells County,ND
2079,Williams County,ND
2080,Statewide Unallocated,OH
2081,Adams County,OH
2082,Allen County,OH
2083,Ashland County,OH
2084,Ashtabula County,OH
2085,Athens County,OH
2086,Auglaize County,OH
2087,Belmont County,OH
2088,Brown County,OH
2089,Butler County,OH
2090,Carroll County,OH
2091,Champaign County,OH
2092,Clark County,OH
2093,Clermont County,OH
2094,Clinton County,OH
2095,Columbiana County,OH
2096,Coshocton County,OH
2097,Crawford County,OH
2098,Cuyahoga County,OH
2099,Darke County,OH
2100,Defiance County,OH
2101,Delaware County,OH
2102,Erie County,OH
2103,Fairfield County,OH
2104,Fayette County,OH
2105,Franklin County,OH
2106,Fulton County,OH
2107,Gallia County,OH
2108,Geauga County,OH
2109,Greene County,OH
2110,Guernsey County,OH
2111,Hamilton County,OH
2112,Hancock County,OH
2113,Hardin County,OH
2114,Harrison County,OH
2115,Henry County,OH
2116,Highland County,OH
2117,Hocking County,OH
2118,Holmes County,OH
2119,Huron County,OH
2120,Jackson County,OH
2121,Jefferson County,OH
2122,Knox County,OH
2123,Lake County,OH
2124,Lawrence County,OH
2125,Licking County,OH
2126,Logan County,OH
2127,Lorain County,OH
2128,Lucas County,OH
2129,Madison County,OH
2130,Mahoning County,OH
2131,Marion County,OH
2132,Medina County,OH
2133,Meigs County,OH
2134,Mercer County,OH
2135,Miami County,OH
2136,Monroe County,OH
2137,Montgomery County,OH
2138,Morgan County,OH
2139,Morrow County,OH
2140,Muskingum County,OH
2141,Noble County,OH
2142,Ottawa County,OH
2143,Paulding County,OH
2144,Perry County,OH
2145,Pickaway County,OH
2146,Pike County,OH
2147,Portage County,OH
2148,Preble County,OH
2149,Putnam County,OH
2150,Richland County,OH
2151,Ross County,OH
2152,Sandusky County,OH
2153,Scioto County,OH
2154,Seneca County,OH
2155,Shelby County,OH
2156,Stark County,OH
2157,Summit County,OH
2158,Trumbull County,OH
2159,Tuscarawas County,OH
2160,Union County,OH
2161,Van Wert County,OH
2162,Vinton County,OH
2163,Warren County,OH
2164,Washington County,OH
2165,Wayne County,OH
2166,Williams County,OH
2167,Wood County,OH
2168,Wyandot County,OH
2169,Statewide Unallocated,OK
2170,Adair County,OK
2171,Alfalfa County,OK
2172,Atoka County,OK
2173,Beaver County,OK
2174,Beckham County,OK
2175,Blaine County,OK
2176,Bryan County,OK
2177,Caddo County,OK
2178,Canadian County,OK
2179,Carter County,OK
2180,Cherokee County,OK
2181,Choctaw County,OK
2182,Cimarron County,OK
2183,Cleveland County,OK
2184,Coal County,OK
2185,Comanche County,OK
2186,Cotton County,OK
2187,Craig County,OK
2188,Creek County,OK
2189,Custer County,OK
2190,Delaware County,OK
2191,Dewey County,OK
2192,Ellis County,OK
2193,Garfield County,OK
2194,Garvin County,OK
2195,Grady County,OK
2196,Grant County,OK
2197,Greer County,OK
2198,Harmon County,OK
2199,Harper County,OK
2200,Haskell County,OK
2201,Hughes County,OK
2202,Jackson County,OK
2203,Jefferson County,OK
2204,Johnston County,OK
2205,Kay County,OK
2206,Kingfisher County,OK
2207,Kiowa County,OK
2208,Latimer County,OK
2209,Le Flore County,OK
2210,Lincoln County,OK
2211,Logan County,OK
2212,Love County,OK
2213,McClain County,OK
2214,McCurtain County,OK
2215,McIntosh County,OK
2216,Major County,OK
2217,Marshall County,OK
2218,Mayes County,OK
2219,Murray County,OK
2220,Muskogee County,OK
2221,Noble County,OK
2222,Nowata County,OK
2223,Okfuskee County,OK
2224,Oklahoma County,OK
2225,Okmulgee County,OK
2226,Osage County,OK
2227,Ottawa County,OK
2228,Pawnee County,OK
2229,Payne County,OK
2230,Pittsburg County,OK
2231,Pontotoc County,OK
2232,Pottawatomie County,OK
2233,Pushmataha County,OK
2234,Roger Mills County,OK
2235,Rogers County,OK
2236,Seminole County,OK
2237,Sequoyah County,OK
2238,Stephens County,OK
2239,Texas County,OK
2240,Tillman County,OK
2241,Tulsa County,OK
2242,Wagoner County,OK
2243,Washington County,OK
2244,Washita County,OK
2245,Woods County,OK
2246,Woodward County,OK
2247,Statewide Unallocated,OR
2248,Baker County,OR
2249,Benton County,OR
2250,Clackamas County,OR
2251,Clatsop County,OR
2252,Columbia County,OR
2253,Coos County,OR
2254,Crook County,OR
2255,Curry County,OR
2256,Deschutes County,OR
2257,Douglas County,OR
2258,Gilliam County,OR
2259,Grant County,OR
2260,Harney County,OR
2261,Hood River County,OR
2262,Jackson County,OR
2263,Jefferson County,OR
2264,Josephine County,OR
2265,Klamath County,OR
2266,Lake County,OR
2267,Lane County,OR
2268,Lincoln County,OR
2269,Linn County,OR
2270,Malheur County,OR
2271,Marion County,OR
2272,Morrow County,OR
2273,Multnomah County,OR
2274,Polk County,OR
2275,Sherman County,OR
2276,Tillamook County,OR
2277,Umatilla County,OR
2278,Union County,OR
2279,Wallowa County,OR
2280,Wasco County,OR
2281,Washington County,OR
2282,Wheeler County,OR
2283,Yamhill County,OR
2284,Statewide Unallocated,PA
2285,Adams County,PA
2286,Allegheny County,PA
2287,Armstrong County,PA
2288,Beaver County,PA
2289,Bedford County,PA
2290,Berks County,PA
2291,Blair County,PA
2292,Bradford County,PA
2293,Bucks County,PA
2294,Butler County,PA
2295,Cambria County,PA
2296,Cameron County,PA
2297,Carbon County,PA
2298,Centre County,PA
2299,Chester County,PA
2300,Clarion County,PA
2301,Clearfield County,PA
2302,Clinton County,PA
2303,Columbia County,PA
2304,Crawford County,PA
2305,Cumberland County,PA
2306,Dauphin County,PA
2307,Delaware County,PA
2308,Elk County,PA
2309,Erie County,PA
2310,Fayette County,PA
2311,Forest County,PA
2312,Franklin County,PA
2313,Fulton County,PA
2314,Greene County,PA
2315,Huntingdon County,PA
2316,Indiana County,PA
2317,Jefferson County,PA
2318,Juniata County,PA
2319,Lackawanna County,PA
2320,Lancaster County,PA
2321,Lawrence County,PA
2322,Lebanon County,PA
2323,Lehigh County,PA
2324,Luzerne County,PA
2325,Lycoming County,PA
2326,McKean County,PA
2327,Mercer County,PA
2328,Mifflin County,PA
2329,Monroe County,PA
2330,Montgomery County,PA
2331,Montour County,PA
2332,Northampton County,PA
2333,Northumberland County,PA
2334,Perry County,PA
2335,Philadelphia County,PA
2336,Pike County,PA
2337,Potter County,PA
2338,Schuylkill County,PA
2339,Snyder County,PA
2340,Somerset County,PA
2341,Sullivan County,PA
2342,Susquehanna County,PA
2343,Tioga County,PA
2344,Union County,PA
2345,Venango County,PA
2346,Warren County,PA
2347,Washington County,PA
2348,Wayne County,PA
2349,Westmoreland County,PA
2350,Wyoming County,PA
2351,York County,PA
2352,Statewide Unallocated,RI
2353,Bristol County,RI
