,State,stateFIPS,Date,Total Cases,Incremental Cases,cases moving_average,Total Deaths,Incremental Deaths,death moving_average
0,AL,1,2020-01-22,0,,,0,,
1,AL,1,2020-01-23,0,0.0,,0,0.0,
2,AL,1,2020-01-24,0,0.0,,0,0.0,
3,AL,1,2020-01-25,0,0.0,,0,0.0,
4,AL,1,2020-01-26,0,0.0,,0,0.0,
5,AL,1,2020-01-27,0,0.0,,0,0.0,
6,AL,1,2020-01-28,0,0.0,,0,0.0,
7,AL,1,2020-01-29,0,0.0,0.0,0,0.0,0.0
8,AL,1,2020-01-30,0,0.0,0.0,0,0.0,0.0
9,AL,1,2020-01-31,0,0.0,0.0,0,0.0,0.0
10,AL,1,2020-02-01,0,0.0,0.0,0,0.0,0.0
11,AL,1,2020-02-02,0,0.0,0.0,0,0.0,0.0
12,AL,1,2020-02-03,0,0.0,0.0,0,0.0,0.0
13,AL,1,2020-02-04,0,0.0,0.0,0,0.0,0.0
14,AL,1,2020-02-05,0,0.0,0.0,0,0.0,0.0
15,AL,1,2020-02-06,0,0.0,0.0,0,0.0,0.0
16,AL,1,2020-02-07,0,0.0,0.0,0,0.0,0.0
17,AL,1,2020-02-08,0,0.0,0.0,0,0.0,0.0
18,AL,1,2020-02-09,0,0.0,0.0,0,0.0,0.0
19,AL,1,2020-02-10,0,0.0,0.0,0,0.0,0.0
20,AL,1,2020-02-11,0,0.0,0.0,0,0.0,0.0
21,AL,1,2020-02-12,0,0.0,0.0,0,0.0,0.0
22,AL,1,2020-02-13,0,0.0,0.0,0,0.0,0.0
23,AL,1,2020-02-14,0,0.0,0.0,0,0.0,0.0
24,AL,1,2020-02-15,0,0.0,0.0,0,0.0,0.0
25,AL,1,2020-02-16,0,0.0,0.0,0,0.0,0.0
26,AL,1,2020-02-17,0,0.0,0.0,0,0.0,0.0
27,AL,1,2020-02-18,0,0.0,0.0,0,0.0,0.0
28,AL,1,2020-02-19,0,0.0,0.0,0,0.0,0.0
29,AL,1,2020-02-20,0,0.0,0.0,0,0.0,0.0
30,AL,1,2020-02-21,0,0.0,0.0,0,0.0,0.0
31,AL,1,2020-02-22,0,0.0,0.0,0,0.0,0.0
32,AL,1,2020-02-23,0,0.0,0.0,0,0.0,0.0
33,AL,1,2020-02-24,0,0.0,0.0,0,0.0,0.0
34,AL,1,2020-02-25,0,0.0,0.0,0,0.0,0.0
35,AL,1,2020-02-26,0,0.0,0.0,0,0.0,0.0
36,AL,1,2020-02-27,0,0.0,0.0,0,0.0,0.0
37,AL,1,2020-02-28,0,0.0,0.0,0,0.0,0.0
38,AL,1,2020-02-29,0,0.0,0.0,0,0.0,0.0
39,AL,1,2020-03-01,0,0.0,0.0,0,0.0,0.0
40,AL,1,2020-03-02,0,0.0,0.0,0,0.0,0.0
41,AL,1,2020-03-03,0,0.0,0.0,0,0.0,0.0
42,AL,1,2020-03-04,0,0.0,0.0,0,0.0,0.0
43,AL,1,2020-03-05,0,0.0,0.0,0,0.0,0.0
44,AL,1,2020-03-06,0,0.0,0.0,0,0.0,0.0
45,AL,1,2020-03-07,0,0.0,0.0,0,0.0,0.0
46,AL,1,2020-03-08,0,0.0,0.0,0,0.0,0.0
47,AL,1,2020-03-09,0,0.0,0.0,0,0.0,0.0
48,AL,1,2020-03-10,0,0.0,0.0,0,0.0,0.0
49,AL,1,2020-03-11,0,0.0,0.0,0,0.0,0.0
50,AL,1,2020-03-12,0,0.0,0.0,0,0.0,0.0
51,AL,1,2020-03-13,5,5.0,0.7142857142857143,0,0.0,0.0
52,AL,1,2020-03-14,11,6.0,1.5714285714285714,0,0.0,0.0
53,AL,1,2020-03-15,22,11.0,3.142857142857143,0,0.0,0.0
54,AL,1,2020-03-16,29,7.0,4.142857142857143,0,0.0,0.0
55,AL,1,2020-03-17,39,10.0,5.571428571428571,0,0.0,0.0
56,AL,1,2020-03-18,51,12.0,7.285714285714286,0,0.0,0.0
57,AL,1,2020-03-19,78,27.0,11.142857142857142,0,0.0,0.0
58,AL,1,2020-03-20,106,28.0,14.428571428571429,0,0.0,0.0
59,AL,1,2020-03-21,131,25.0,17.142857142857142,0,0.0,0.0
60,AL,1,2020-03-22,167,36.0,20.714285714285715,0,0.0,0.0
61,AL,1,2020-03-23,196,29.0,23.857142857142858,0,0.0,0.0
62,AL,1,2020-03-24,242,46.0,29.0,0,0.0,0.0
63,AL,1,2020-03-25,386,144.0,47.857142857142854,1,1.0,0.14285714285714285
64,AL,1,2020-03-26,531,145.0,64.71428571428571,1,0.0,0.14285714285714285
65,AL,1,2020-03-27,639,108.0,76.14285714285714,2,1.0,0.2857142857142857
66,AL,1,2020-03-28,717,78.0,83.71428571428571,3,1.0,0.42857142857142855
67,AL,1,2020-03-29,825,108.0,94.0,4,1.0,0.5714285714285714
68,AL,1,2020-03-30,941,116.0,106.42857142857143,6,2.0,0.8571428571428571
69,AL,1,2020-03-31,997,56.0,107.85714285714286,13,7.0,1.8571428571428572
70,AL,1,2020-04-01,1106,109.0,102.85714285714286,16,3.0,2.142857142857143
71,AL,1,2020-04-02,1270,164.0,105.57142857142857,17,1.0,2.2857142857142856
72,AL,1,2020-04-03,1534,264.0,127.85714285714286,21,4.0,2.7142857142857144
73,AL,1,2020-04-04,1632,98.0,130.71428571428572,26,5.0,3.2857142857142856
74,AL,1,2020-04-05,1840,208.0,145.0,31,5.0,3.857142857142857
75,AL,1,2020-04-06,2003,163.0,151.71428571428572,32,1.0,3.7142857142857144
76,AL,1,2020-04-07,2197,194.0,171.42857142857142,39,7.0,3.7142857142857144
77,AL,1,2020-04-08,2497,300.0,198.71428571428572,48,9.0,4.571428571428571
78,AL,1,2020-04-09,2838,341.0,224.0,48,0.0,4.428571428571429
79,AL,1,2020-04-10,3007,169.0,210.42857142857142,58,10.0,5.285714285714286
80,AL,1,2020-04-11,3262,255.0,232.85714285714286,60,2.0,4.857142857142857
81,AL,1,2020-04-12,3581,319.0,248.71428571428572,61,1.0,4.285714285714286
82,AL,1,2020-04-13,3801,220.0,256.85714285714283,61,0.0,4.142857142857143
83,AL,1,2020-04-14,3951,150.0,250.57142857142858,73,12.0,4.857142857142857
84,AL,1,2020-04-15,4237,286.0,248.57142857142858,75,2.0,3.857142857142857
85,AL,1,2020-04-16,4400,163.0,223.14285714285714,82,7.0,4.857142857142857
86,AL,1,2020-04-17,4515,115.0,215.42857142857142,96,14.0,5.428571428571429
87,AL,1,2020-04-18,4719,204.0,208.14285714285714,110,14.0,7.142857142857143
88,AL,1,2020-04-19,4897,178.0,188.0,112,2.0,7.285714285714286
89,AL,1,2020-04-20,5074,177.0,181.85714285714286,112,0.0,7.285714285714286
90,AL,1,2020-04-21,5317,243.0,195.14285714285714,141,29.0,9.714285714285714
91,AL,1,2020-04-22,5598,281.0,194.42857142857142,174,33.0,14.142857142857142
92,AL,1,2020-04-23,5825,227.0,203.57142857142858,194,20.0,16.0
93,AL,1,2020-04-24,6026,201.0,215.85714285714286,208,14.0,16.0
94,AL,1,2020-04-25,6213,187.0,213.42857142857142,212,4.0,14.571428571428571
95,AL,1,2020-04-26,6417,204.0,217.14285714285714,218,6.0,15.142857142857142
96,AL,1,2020-04-27,6537,120.0,209.0,227,9.0,16.428571428571427
97,AL,1,2020-04-28,6744,207.0,203.85714285714286,240,13.0,14.142857142857142
98,AL,1,2020-04-29,6916,172.0,188.28571428571428,261,21.0,12.428571428571429
99,AL,1,2020-04-30,7063,147.0,176.85714285714286,269,8.0,10.714285714285714
100,AL,1,2020-05-01,7294,231.0,181.14285714285714,287,18.0,11.285714285714286
101,AL,1,2020-05-02,7611,317.0,199.71428571428572,287,0.0,10.714285714285714
102,AL,1,2020-05-03,7885,274.0,209.71428571428572,289,2.0,10.142857142857142
103,AL,1,2020-05-04,8110,225.0,224.71428571428572,297,8.0,10.0
104,AL,1,2020-05-05,8436,326.0,241.71428571428572,314,17.0,10.571428571428571
105,AL,1,2020-05-06,8691,255.0,253.57142857142858,341,27.0,11.428571428571429
106,AL,1,2020-05-07,9046,355.0,283.2857142857143,368,27.0,14.142857142857142
107,AL,1,2020-05-08,9384,338.0,298.57142857142856,381,13.0,13.428571428571429
108,AL,1,2020-05-09,9668,284.0,293.85714285714283,388,7.0,14.428571428571429
109,AL,1,2020-05-10,9889,221.0,286.2857142857143,391,3.0,14.571428571428571
110,AL,1,2020-05-11,10164,275.0,293.42857142857144,401,10.0,14.857142857142858
111,AL,1,2020-05-12,10468,304.0,290.2857142857143,438,37.0,17.714285714285715
112,AL,1,2020-05-13,10699,231.0,286.85714285714283,448,10.0,15.285714285714286
113,AL,1,2020-05-14,11094,395.0,292.57142857142856,470,22.0,14.571428571428571
114,AL,1,2020-05-15,11387,293.0,286.14285714285717,482,12.0,14.428571428571429
115,AL,1,2020-05-16,11671,284.0,286.14285714285717,482,0.0,13.428571428571429
116,AL,1,2020-05-17,11768,97.0,268.42857142857144,485,3.0,13.428571428571429
117,AL,1,2020-05-18,12078,310.0,273.42857142857144,486,1.0,12.142857142857142
118,AL,1,2020-05-19,12374,296.0,272.2857142857143,500,14.0,8.857142857142858
119,AL,1,2020-05-20,13049,675.0,335.7142857142857,522,22.0,10.571428571428571
120,AL,1,2020-05-21,13410,361.0,330.85714285714283,529,7.0,8.428571428571429
121,AL,1,2020-05-22,13670,260.0,326.14285714285717,541,12.0,8.428571428571429
122,AL,1,2020-05-23,14152,482.0,354.42857142857144,551,10.0,9.857142857142858
123,AL,1,2020-05-24,14507,355.0,391.2857142857143,558,7.0,10.428571428571429
124,AL,1,2020-05-25,15194,687.0,445.14285714285717,566,8.0,11.428571428571429
125,AL,1,2020-05-26,15648,454.0,467.7142857142857,580,14.0,11.428571428571429
126,AL,1,2020-05-27,16029,381.0,425.7142857142857,583,3.0,8.714285714285714
127,AL,1,2020-05-28,16553,524.0,449.0,605,22.0,10.857142857142858
128,AL,1,2020-05-29,17031,478.0,480.14285714285717,610,5.0,9.857142857142858
129,AL,1,2020-05-30,17358,327.0,458.0,618,8.0,9.571428571428571
130,AL,1,2020-05-31,17849,491.0,477.42857142857144,629,11.0,10.142857142857142
131,AL,1,2020-06-01,18246,397.0,436.0,643,14.0,11.0
132,AL,1,2020-06-02,18427,181.0,397.0,650,7.0,10.0
133,AL,1,2020-06-03,18553,126.0,360.57142857142856,650,0.0,9.571428571428571
134,AL,1,2020-06-04,18766,213.0,316.14285714285717,651,1.0,6.571428571428571
135,AL,1,2020-06-05,19073,307.0,291.7142857142857,670,19.0,8.571428571428571
136,AL,1,2020-06-06,19709,636.0,335.85714285714283,684,14.0,9.428571428571429
137,AL,1,2020-06-07,20166,457.0,331.0,687,3.0,8.285714285714286
138,AL,1,2020-06-08,20590,424.0,334.85714285714283,712,25.0,9.857142857142858
139,AL,1,2020-06-09,21071,481.0,377.7142857142857,723,11.0,10.428571428571429
140,AL,1,2020-06-10,21626,555.0,439.0,739,16.0,12.714285714285714
141,AL,1,2020-06-11,22474,848.0,529.7142857142857,750,11.0,14.142857142857142
142,AL,1,2020-06-12,23333,859.0,608.5714285714286,764,14.0,13.428571428571429
143,AL,1,2020-06-13,24220,887.0,644.4285714285714,768,4.0,12.0
144,AL,1,2020-06-14,25235,1015.0,724.1428571428571,768,0.0,11.571428571428571
145,AL,1,2020-06-15,26272,1037.0,811.7142857142857,774,6.0,8.857142857142858
146,AL,1,2020-06-16,26912,640.0,834.4285714285714,785,11.0,8.857142857142858
147,AL,1,2020-06-17,27312,400.0,812.2857142857143,790,5.0,7.285714285714286
148,AL,1,2020-06-18,28206,894.0,818.8571428571429,809,19.0,8.428571428571429
149,AL,1,2020-06-19,29002,796.0,809.8571428571429,821,12.0,8.142857142857142
150,AL,1,2020-06-20,29549,547.0,761.2857142857143,838,17.0,10.0
151,AL,1,2020-06-21,30021,472.0,683.7142857142857,839,1.0,10.142857142857142
152,AL,1,2020-06-22,30453,432.0,597.2857142857143,840,1.0,9.428571428571429
153,AL,1,2020-06-23,31097,644.0,597.8571428571429,864,24.0,11.285714285714286
154,AL,1,2020-06-24,32064,967.0,678.8571428571429,889,25.0,14.142857142857142
155,AL,1,2020-06-25,33206,1142.0,714.2857142857143,895,6.0,12.285714285714286
156,AL,1,2020-06-26,34180,974.0,739.7142857142857,906,11.0,12.142857142857142
157,AL,1,2020-06-27,35077,897.0,789.7142857142857,918,12.0,11.428571428571429
158,AL,1,2020-06-28,35430,353.0,772.7142857142857,918,0.0,11.285714285714286
159,AL,1,2020-06-29,37174,1744.0,960.1428571428571,929,11.0,12.714285714285714
160,AL,1,2020-06-30,38045,871.0,992.5714285714286,948,19.0,12.0
161,AL,1,2020-07-01,38962,917.0,985.4285714285714,972,24.0,11.857142857142858
162,AL,1,2020-07-02,40111,1149.0,986.4285714285714,985,13.0,12.857142857142858
163,AL,1,2020-07-03,41864,1753.0,1097.7142857142858,1006,21.0,14.285714285714286
164,AL,1,2020-07-04,42862,998.0,1112.142857142857,1007,1.0,12.714285714285714
165,AL,1,2020-07-05,43951,1089.0,1217.2857142857142,1007,0.0,12.714285714285714
166,AL,1,2020-07-06,44874,923.0,1100.0,1007,0.0,11.142857142857142
167,AL,1,2020-07-07,45784,910.0,1105.5714285714287,1033,26.0,12.142857142857142
168,AL,1,2020-07-08,46962,1178.0,1142.857142857143,1058,25.0,12.285714285714286
169,AL,1,2020-07-09,49173,2211.0,1294.5714285714287,1068,10.0,11.857142857142858
170,AL,1,2020-07-10,50508,1335.0,1234.857142857143,1104,36.0,14.0
171,AL,1,2020-07-11,51947,1439.0,1297.857142857143,1114,10.0,15.285714285714286
172,AL,1,2020-07-12,53587,1640.0,1376.5714285714287,1121,7.0,16.285714285714285
173,AL,1,2020-07-13,55545,1958.0,1524.4285714285713,1123,2.0,16.571428571428573
174,AL,1,2020-07-14,57254,1709.0,1638.5714285714287,1164,41.0,18.714285714285715
175,AL,1,2020-07-15,59067,1813.0,1729.2857142857142,1211,47.0,21.857142857142858
176,AL,1,2020-07-16,61088,2021.0,1702.142857142857,1230,19.0,23.142857142857142
177,AL,1,2020-07-17,63091,2003.0,1797.5714285714287,1264,34.0,22.857142857142858
178,AL,1,2020-07-18,65234,2143.0,1898.142857142857,1285,21.0,24.428571428571427
179,AL,1,2020-07-19,67011,1777.0,1917.7142857142858,1286,1.0,23.571428571428573
180,AL,1,2020-07-20,68891,1880.0,1906.5714285714287,1291,5.0,24.0
181,AL,1,2020-07-21,70357,1466.0,1871.857142857143,1303,12.0,19.857142857142858
182,AL,1,2020-07-22,71812,1455.0,1820.7142857142858,1362,59.0,21.571428571428573
183,AL,1,2020-07-23,74211,2399.0,1874.7142857142858,1393,31.0,23.285714285714285
184,AL,1,2020-07-24,76005,1794.0,1844.857142857143,1436,43.0,24.571428571428573
185,AL,1,2020-07-25,78130,2125.0,1842.2857142857142,1453,17.0,24.0
186,AL,1,2020-07-26,79294,1164.0,1754.7142857142858,1471,18.0,26.428571428571427
187,AL,1,2020-07-27,81115,1821.0,1746.2857142857142,1491,20.0,28.571428571428573
188,AL,1,2020-07-28,82292,1177.0,1705.0,1491,0.0,26.857142857142858
189,AL,1,2020-07-29,82366,74.0,1507.7142857142858,1538,47.0,25.142857142857142
190,AL,1,2020-07-30,85760,3394.0,1649.857142857143,1565,27.0,24.571428571428573
191,AL,1,2020-07-31,87721,1961.0,1673.7142857142858,1580,15.0,20.571428571428573
192,AL,1,2020-08-01,89347,1626.0,1602.4285714285713,1603,23.0,21.428571428571427
193,AL,1,2020-08-02,91442,2095.0,1735.4285714285713,1627,24.0,22.285714285714285
194,AL,1,2020-08-03,92658,1216.0,1649.0,1633,6.0,20.285714285714285
195,AL,1,2020-08-04,93702,1044.0,1630.0,1666,33.0,25.0
196,AL,1,2020-08-05,94654,952.0,1755.4285714285713,1694,28.0,22.285714285714285
197,AL,1,2020-08-06,96592,1938.0,1547.4285714285713,1712,18.0,21.0
198,AL,1,2020-08-07,98299,1707.0,1511.142857142857,1733,21.0,21.857142857142858
199,AL,1,2020-08-08,100172,1873.0,1546.4285714285713,1752,19.0,21.285714285714285
200,AL,1,2020-08-09,101331,1159.0,1412.7142857142858,1765,13.0,19.714285714285715
201,AL,1,2020-08-10,103008,1677.0,1478.5714285714287,1794,29.0,23.0
202,AL,1,2020-08-11,103849,841.0,1449.5714285714287,1843,49.0,25.285714285714285
203,AL,1,2020-08-12,104784,935.0,1447.142857142857,1877,34.0,26.142857142857142
204,AL,1,2020-08-13,105557,773.0,1280.7142857142858,1884,7.0,24.571428571428573
205,AL,1,2020-08-14,106309,752.0,1144.2857142857142,1888,4.0,22.142857142857142
206,AL,1,2020-08-15,107580,1271.0,1058.2857142857142,1891,3.0,19.857142857142858
207,AL,1,2020-08-16,108433,853.0,1014.5714285714286,1893,2.0,18.285714285714285
208,AL,1,2020-08-17,109004,571.0,856.5714285714286,1918,25.0,17.714285714285715
209,AL,1,2020-08-18,110358,1354.0,929.8571428571429,1929,11.0,12.285714285714286
210,AL,1,2020-08-19,111462,1104.0,954.0,1939,10.0,8.857142857142858
211,AL,1,2020-08-20,112402,940.0,977.8571428571429,1968,29.0,12.0
212,AL,1,2020-08-21,112770,368.0,923.0,1988,20.0,14.285714285714286
213,AL,1,2020-08-22,114532,1762.0,993.1428571428571,2010,22.0,17.0
214,AL,1,2020-08-23,115060,528.0,946.7142857142857,2012,2.0,17.0
215,AL,1,2020-08-24,116707,1647.0,1100.4285714285713,2023,11.0,15.0
216,AL,1,2020-08-25,117240,533.0,983.1428571428571,2035,12.0,15.142857142857142
217,AL,1,2020-08-26,119250,2010.0,1112.5714285714287,2043,8.0,14.857142857142858
218,AL,1,2020-08-27,121023,1773.0,1231.5714285714287,2074,31.0,15.142857142857142
219,AL,1,2020-08-28,122183,1160.0,1344.7142857142858,2105,31.0,16.714285714285715
220,AL,1,2020-08-29,123889,1706.0,1336.7142857142858,2150,45.0,20.0
221,AL,1,2020-08-30,125235,1346.0,1453.5714285714287,2159,9.0,21.0
222,AL,1,2020-08-31,126058,823.0,1335.857142857143,2179,20.0,22.285714285714285
223,AL,1,2020-09-01,127615,1557.0,1482.142857142857,2197,18.0,23.142857142857142
224,AL,1,2020-09-02,128238,623.0,1284.0,2214,17.0,24.428571428571427
225,AL,1,2020-09-03,129284,1046.0,1180.142857142857,2230,16.0,22.285714285714285
226,AL,1,2020-09-04,130393,1109.0,1172.857142857143,2262,32.0,22.428571428571427
227,AL,1,2020-09-05,131803,1410.0,1130.5714285714287,2269,7.0,17.0
228,AL,1,2020-09-06,132313,510.0,1011.1428571428571,2270,1.0,15.857142857142858
229,AL,1,2020-09-07,132972,659.0,987.7142857142857,2270,0.0,13.0
230,AL,1,2020-09-08,133605,633.0,855.7142857142857,2271,1.0,10.571428571428571
231,AL,1,2020-09-09,134416,811.0,882.5714285714286,2278,7.0,9.142857142857142
232,AL,1,2020-09-10,135565,1149.0,897.2857142857143,2298,20.0,9.714285714285714
233,AL,1,2020-09-11,136703,1138.0,901.4285714285714,2328,30.0,9.428571428571429
234,AL,1,2020-09-12,137646,943.0,834.7142857142857,2344,16.0,10.714285714285714
235,AL,1,2020-09-13,138753,1107.0,920.0,2345,1.0,10.714285714285714
236,AL,1,2020-09-14,139454,701.0,926.0,2348,3.0,11.142857142857142
237,AL,1,2020-09-15,140156,702.0,935.8571428571429,2382,34.0,15.857142857142858
238,AL,1,2020-09-16,141081,925.0,952.1428571428571,2387,5.0,15.571428571428571
239,AL,1,2020-09-17,141756,675.0,884.4285714285714,2394,7.0,13.714285714285714
240,AL,1,2020-09-18,142861,1105.0,879.7142857142857,2419,25.0,13.0
241,AL,1,2020-09-19,144164,1303.0,931.1428571428571,2428,9.0,12.0
242,AL,1,2020-09-20,144960,796.0,886.7142857142857,2428,0.0,11.857142857142858
243,AL,1,2020-09-21,145776,816.0,903.1428571428571,2430,2.0,11.714285714285714
244,AL,1,2020-09-22,146578,802.0,917.4285714285714,2446,16.0,9.142857142857142
245,AL,1,2020-09-23,147153,575.0,867.4285714285714,2479,33.0,13.142857142857142
246,AL,1,2020-09-24,148227,1074.0,924.4285714285714,2484,5.0,12.857142857142858
247,AL,1,2020-09-25,150650,2423.0,1112.7142857142858,2496,12.0,11.0
248,AL,1,2020-09-26,151587,937.0,1060.4285714285713,2497,1.0,9.857142857142858
249,AL,1,2020-09-27,152317,730.0,1051.0,2497,0.0,9.857142857142858
250,AL,1,2020-09-28,152976,659.0,1028.5714285714287,2497,0.0,9.571428571428571
251,AL,1,2020-09-29,153550,574.0,996.0,2511,14.0,9.285714285714286
252,AL,1,2020-09-30,154699,1149.0,1078.0,2530,19.0,7.285714285714286
253,AL,1,2020-10-01,155744,1045.0,1073.857142857143,2541,11.0,8.142857142857142
254,AL,1,2020-10-02,156698,954.0,864.0,2549,8.0,7.571428571428571
255,AL,1,2020-10-03,158380,1682.0,970.4285714285714,2557,8.0,8.571428571428571
256,AL,1,2020-10-04,159169,789.0,978.8571428571429,2557,0.0,8.571428571428571
257,AL,1,2020-10-05,159713,544.0,962.4285714285714,2557,0.0,8.571428571428571
258,AL,1,2020-10-06,160476,763.0,989.4285714285714,2580,23.0,9.857142857142858
259,AL,1,2020-10-07,161415,939.0,959.4285714285714,2601,21.0,10.142857142857142
260,AL,1,2020-10-08,161975,560.0,890.1428571428571,2636,35.0,13.571428571428571
261,AL,1,2020-10-09,163464,1489.0,966.5714285714286,2652,16.0,14.714285714285714
262,AL,1,2020-10-10,164525,1061.0,877.8571428571429,2664,12.0,15.285714285714286
263,AL,1,2020-10-11,165342,817.0,881.8571428571429,2664,0.0,15.285714285714286
264,AL,1,2020-10-12,166076,734.0,909.0,2665,1.0,15.428571428571429
265,AL,1,2020-10-13,167188,1112.0,958.8571428571429,2665,0.0,12.142857142857142
266,AL,1,2020-10-14,167975,787.0,937.1428571428571,2706,41.0,15.0
267,AL,1,2020-10-15,169161,1186.0,1026.5714285714287,2754,48.0,16.857142857142858
268,AL,1,2020-10-16,170373,1212.0,987.0,2784,30.0,18.857142857142858
269,AL,1,2020-10-17,171662,1289.0,1019.5714285714286,2786,2.0,17.428571428571427
270,AL,1,2020-10-18,172626,964.0,1040.5714285714287,2786,0.0,17.428571428571427
271,AL,1,2020-10-19,173483,857.0,1058.142857142857,2787,1.0,17.428571428571427
272,AL,1,2020-10-20,174527,1044.0,1048.4285714285713,2803,16.0,19.714285714285715
273,AL,1,2020-10-21,175673,1146.0,1099.7142857142858,2827,24.0,17.285714285714285
274,AL,1,2020-10-22,177064,1391.0,1129.0,2841,14.0,12.428571428571429
275,AL,1,2020-10-23,180916,3852.0,1506.142857142857,2857,16.0,10.428571428571429
276,AL,1,2020-10-24,183276,2360.0,1659.142857142857,2863,6.0,11.0
277,AL,1,2020-10-25,184355,1079.0,1675.5714285714287,2863,0.0,11.0
278,AL,1,2020-10-26,185320,965.0,1691.0,2863,0.0,10.857142857142858
279,AL,1,2020-10-27,186436,1116.0,1701.2857142857142,2890,27.0,12.428571428571429
280,AL,1,2020-10-28,187705,1269.0,1718.857142857143,2909,19.0,11.714285714285714
281,AL,1,2020-10-29,189149,1444.0,1726.4285714285713,2911,2.0,10.0
282,AL,1,2020-10-30,190496,1347.0,1368.5714285714287,2930,19.0,10.428571428571429
283,AL,1,2020-10-31,192285,1789.0,1287.0,2964,34.0,14.428571428571429
284,AL,1,2020-11-01,193983,1698.0,1375.4285714285713,2970,6.0,15.285714285714286
285,AL,1,2020-11-02,194885,902.0,1366.4285714285713,2970,0.0,15.285714285714286
286,AL,1,2020-11-03,195929,1044.0,1356.142857142857,2983,13.0,13.285714285714286
287,AL,1,2020-11-04,197777,1848.0,1438.857142857143,3001,18.0,13.142857142857142
288,AL,1,2020-11-05,199158,1381.0,1429.857142857143,3021,20.0,15.714285714285714
289,AL,1,2020-11-06,200713,1555.0,1459.5714285714287,3046,25.0,16.571428571428573
290,AL,1,2020-11-07,202482,1769.0,1456.7142857142858,3079,33.0,16.428571428571427
291,AL,1,2020-11-08,203687,1205.0,1386.2857142857142,3080,1.0,15.714285714285714
292,AL,1,2020-11-09,204856,1169.0,1424.4285714285713,3080,0.0,15.714285714285714
293,AL,1,2020-11-10,206567,1711.0,1519.7142857142858,3116,36.0,19.0
294,AL,1,2020-11-11,208636,2069.0,1551.2857142857142,3197,81.0,28.0
295,AL,1,2020-11-12,210637,2001.0,1639.857142857143,3209,12.0,26.857142857142858
296,AL,1,2020-11-13,213617,2980.0,1843.4285714285713,3229,20.0,26.142857142857142
297,AL,1,2020-11-14,215843,2226.0,1908.7142857142858,3244,15.0,23.571428571428573
298,AL,1,2020-11-15,217822,1979.0,2019.2857142857142,3246,2.0,23.714285714285715
299,AL,1,2020-11-16,219232,1410.0,2053.714285714286,3247,1.0,23.857142857142858
300,AL,1,2020-11-17,220846,1614.0,2039.857142857143,3296,49.0,25.714285714285715
301,AL,1,2020-11-18,223486,2640.0,2121.4285714285716,3342,46.0,20.714285714285715
302,AL,1,2020-11-19,225910,2424.0,2181.8571428571427,3412,70.0,29.0
303,AL,1,2020-11-20,228373,2463.0,2108.0,3445,33.0,30.857142857142858
304,AL,1,2020-11-21,230708,2335.0,2123.5714285714284,3454,9.0,30.0
305,AL,1,2020-11-22,232506,1798.0,2097.714285714286,3454,0.0,29.714285714285715
306,AL,1,2020-11-23,234078,1572.0,2120.8571428571427,3456,2.0,29.857142857142858
307,AL,1,2020-11-24,236865,2787.0,2288.4285714285716,3469,13.0,24.714285714285715
308,AL,1,2020-11-25,239318,2453.0,2261.714285714286,3529,60.0,26.714285714285715
309,AL,1,2020-11-26,241957,2639.0,2292.4285714285716,3569,40.0,22.428571428571427
310,AL,1,2020-11-27,242874,917.0,2071.5714285714284,3569,0.0,17.714285714285715
311,AL,1,2020-11-28,244993,2119.0,2040.7142857142858,3569,0.0,16.428571428571427
312,AL,1,2020-11-29,247229,2236.0,2103.285714285714,3574,5.0,17.142857142857142
313,AL,1,2020-11-30,249523,2294.0,2206.4285714285716,3575,1.0,17.0
314,AL,1,2020-12-01,252900,3377.0,2290.714285714286,3634,59.0,23.571428571428573
315,AL,1,2020-12-02,256828,3928.0,2501.4285714285716,3708,74.0,25.571428571428573
316,AL,1,2020-12-03,260359,3531.0,2628.8571428571427,3773,65.0,29.142857142857142
317,AL,1,2020-12-04,264199,3840.0,3046.4285714285716,3828,55.0,37.0
318,AL,1,2020-12-05,267589,3390.0,3228.0,3873,45.0,43.42857142857143
319,AL,1,2020-12-06,269877,2288.0,3235.4285714285716,3885,12.0,44.42857142857143
320,AL,1,2020-12-07,272228,2351.0,3243.5714285714284,3888,3.0,44.714285714285715
321,AL,1,2020-12-08,276665,4437.0,3395.0,3937,49.0,43.285714285714285
322,AL,1,2020-12-09,280187,3522.0,3337.0,3981,44.0,39.0
323,AL,1,2020-12-10,284922,4735.0,3509.0,4028,47.0,36.42857142857143
324,AL,1,2020-12-11,288775,3853.0,3510.8571428571427,4078,50.0,35.714285714285715
325,AL,1,2020-12-12,288775,0.0,3026.5714285714284,4078,0.0,29.285714285714285
326,AL,1,2020-12-13,288775,0.0,2699.714285714286,4078,0.0,27.571428571428573
327,AL,1,2020-12-14,297887,9112.0,3665.5714285714284,4098,20.0,30.0
328,AL,1,2020-12-15,301533,3646.0,3552.5714285714284,4123,25.0,26.571428571428573
329,AL,1,2020-12-16,305640,4107.0,3636.1428571428573,4197,74.0,30.857142857142858
330,AL,1,2020-12-17,310335,4695.0,3630.4285714285716,4253,56.0,32.142857142857146
331,AL,1,2020-12-18,315683,5348.0,3844.0,4296,43.0,31.142857142857142
332,AL,1,2020-12-19,319904,4221.0,4447.0,4389,93.0,44.42857142857143
333,AL,1,2020-12-20,322452,2548.0,4811.0,4389,0.0,44.42857142857143
334,DE,10,2020-01-22,0,,,0,,
