,State,stateFIPS,Date,Total Cases,Incremental Cases,cases moving_average,Total Deaths,Incremental Deaths,death moving_average
6451,MS,28,2020-05-06,8416,230.0,265.0,374,32.0,17.857142857142858
6452,MS,28,2020-05-07,8681,265.0,266.7142857142857,396,22.0,19.428571428571427
6453,MS,28,2020-05-08,9089,408.0,268.57142857142856,407,11.0,18.142857142857142
6454,MS,28,2020-05-09,9366,277.0,275.42857142857144,419,12.0,18.285714285714285
6455,MS,28,2020-05-10,9498,132.0,278.2857142857143,429,10.0,18.0
6456,MS,28,2020-05-11,9673,175.0,256.7142857142857,434,5.0,17.714285714285715
6457,MS,28,2020-05-12,9906,233.0,245.71428571428572,456,22.0,16.285714285714285
6458,MS,28,2020-05-13,10089,183.0,239.0,464,8.0,12.857142857142858
6459,MS,28,2020-05-14,10469,380.0,255.42857142857142,479,15.0,11.857142857142858
6460,MS,28,2020-05-15,10799,330.0,244.28571428571428,492,13.0,12.142857142857142
6461,MS,28,2020-05-16,11113,314.0,249.57142857142858,510,18.0,13.0
6462,MS,28,2020-05-17,11286,173.0,255.42857142857142,521,11.0,13.142857142857142
6463,MS,28,2020-05-18,11422,136.0,249.85714285714286,528,7.0,13.428571428571429
6464,MS,28,2020-05-19,11701,279.0,256.42857142857144,554,26.0,14.0
6465,MS,28,2020-05-20,11961,260.0,267.42857142857144,570,16.0,15.142857142857142
6466,MS,28,2020-05-21,12220,259.0,250.14285714285714,580,10.0,14.428571428571429
6467,MS,28,2020-05-22,12615,395.0,259.42857142857144,596,16.0,14.857142857142858
6468,MS,28,2020-05-23,12997,382.0,269.14285714285717,616,20.0,15.142857142857142
6469,MS,28,2020-05-24,13249,252.0,280.42857142857144,625,9.0,14.857142857142858
6470,MS,28,2020-05-25,13453,204.0,290.14285714285717,635,10.0,15.285714285714286
6471,MS,28,2020-05-26,13720,267.0,288.42857142857144,652,17.0,14.0
6472,MS,28,2020-05-27,14038,318.0,296.7142857142857,670,18.0,14.285714285714286
6473,MS,28,2020-05-28,14366,328.0,306.57142857142856,693,23.0,16.142857142857142
6474,MS,28,2020-05-29,14786,420.0,310.14285714285717,710,17.0,16.285714285714285
6475,MS,28,2020-05-30,15202,416.0,315.0,723,13.0,15.285714285714286
6476,MS,28,2020-05-31,15484,282.0,319.2857142857143,734,11.0,15.571428571428571
6477,MS,28,2020-06-01,15728,244.0,325.0,739,5.0,14.857142857142858
6478,MS,28,2020-06-02,16014,286.0,327.7142857142857,767,28.0,16.428571428571427
6479,MS,28,2020-06-03,16309,295.0,324.42857142857144,782,15.0,16.0
6480,MS,28,2020-06-04,16554,245.0,312.57142857142856,794,12.0,14.428571428571429
6481,MS,28,2020-06-05,16764,210.0,282.57142857142856,803,9.0,13.285714285714286
6482,MS,28,2020-06-06,17033,269.0,261.57142857142856,811,8.0,12.571428571428571
6483,MS,28,2020-06-07,17268,235.0,254.85714285714286,817,6.0,11.857142857142858
6484,MS,28,2020-06-08,17754,486.0,289.42857142857144,837,20.0,14.0
6485,MS,28,2020-06-09,18107,353.0,299.0,847,10.0,11.428571428571429
6486,MS,28,2020-06-10,18480,373.0,310.14285714285717,868,21.0,12.285714285714286
6487,MS,28,2020-06-11,18480,0.0,275.14285714285717,868,0.0,10.571428571428571
6488,MS,28,2020-06-12,19087,607.0,331.85714285714283,881,13.0,11.142857142857142
6489,MS,28,2020-06-13,19343,256.0,330.0,889,8.0,11.142857142857142
6490,MS,28,2020-06-14,19509,166.0,320.14285714285717,891,2.0,10.571428571428571
6491,MS,28,2020-06-15,19788,279.0,290.57142857142856,895,4.0,8.285714285714286
6492,MS,28,2020-06-16,20136,348.0,289.85714285714283,915,20.0,9.714285714285714
6493,MS,28,2020-06-17,20594,458.0,302.0,938,23.0,10.0
6494,MS,28,2020-06-18,20594,0.0,302.0,938,0.0,10.0
6495,MS,28,2020-06-19,20594,0.0,215.28571428571428,938,0.0,8.142857142857142
6496,MS,28,2020-06-20,20594,0.0,178.71428571428572,938,0.0,7.0
6497,MS,28,2020-06-21,20594,0.0,155.0,938,0.0,6.714285714285714
6498,MS,28,2020-06-22,22286,1692.0,356.85714285714283,976,38.0,11.571428571428571
6499,MS,28,2020-06-23,22897,611.0,394.42857142857144,989,13.0,10.571428571428571
6500,MS,28,2020-06-24,23421,524.0,403.85714285714283,1011,22.0,10.428571428571429
6501,MS,28,2020-06-25,24511,1090.0,559.5714285714286,1016,5.0,11.142857142857142
6502,MS,28,2020-06-26,25062,551.0,638.2857142857143,1022,6.0,12.0
6503,MS,28,2020-06-27,25522,460.0,704.0,1035,13.0,13.857142857142858
6504,MS,28,2020-06-28,25890,368.0,756.5714285714286,1039,4.0,14.428571428571429
6505,MS,28,2020-06-29,26566,676.0,611.4285714285714,1059,20.0,11.857142857142858
6506,MS,28,2020-06-30,27247,681.0,621.4285714285714,1073,14.0,12.0
6507,MS,28,2020-07-01,27900,653.0,639.8571428571429,1082,9.0,10.142857142857142
6508,MS,28,2020-07-02,28769,869.0,608.2857142857143,1092,10.0,10.857142857142858
6509,MS,28,2020-07-03,29683,914.0,660.1428571428571,1103,11.0,11.571428571428571
6510,MS,28,2020-07-04,30668,985.0,735.1428571428571,1107,4.0,10.285714285714286
6511,MS,28,2020-07-05,30898,230.0,715.4285714285714,1112,5.0,10.428571428571429
6512,MS,28,2020-07-06,31253,355.0,669.5714285714286,1114,2.0,7.857142857142857
6513,MS,28,2020-07-07,32213,960.0,709.4285714285714,1158,44.0,12.142857142857142
6514,MS,28,2020-07-08,32888,675.0,712.5714285714286,1187,29.0,15.0
6515,MS,28,2020-07-09,33591,703.0,688.8571428571429,1202,15.0,15.714285714285714
6516,MS,28,2020-07-10,34621,1030.0,705.4285714285714,1213,11.0,15.714285714285714
6517,MS,28,2020-07-11,35412,791.0,677.7142857142857,1228,15.0,17.285714285714285
6518,MS,28,2020-07-12,36277,865.0,768.4285714285714,1246,18.0,19.142857142857142
6519,MS,28,2020-07-13,36665,388.0,773.1428571428571,1247,1.0,19.0
6520,MS,28,2020-07-14,37511,846.0,756.8571428571429,1269,22.0,15.857142857142858
6521,MS,28,2020-07-15,38519,1008.0,804.4285714285714,1286,17.0,14.142857142857142
6522,MS,28,2020-07-16,39796,1277.0,886.4285714285714,1303,17.0,14.428571428571429
6523,MS,28,2020-07-17,40672,876.0,864.4285714285714,1327,24.0,16.285714285714285
6524,MS,28,2020-07-18,41846,1174.0,919.1428571428571,1344,17.0,16.571428571428573
6525,MS,28,2020-07-19,42638,792.0,908.7142857142857,1354,10.0,15.428571428571429
6526,MS,28,2020-07-20,43889,1251.0,1032.0,1357,3.0,15.714285714285714
6527,MS,28,2020-07-21,45523,1634.0,1144.5714285714287,1388,31.0,17.0
6528,MS,28,2020-07-22,47071,1548.0,1221.7142857142858,1422,34.0,19.428571428571427
6529,MS,28,2020-07-23,48053,982.0,1179.5714285714287,1435,13.0,18.857142857142858
6530,MS,28,2020-07-24,49663,1610.0,1284.4285714285713,1463,28.0,19.428571428571427
6531,MS,28,2020-07-25,51097,1434.0,1321.5714285714287,1478,15.0,19.142857142857142
6532,MS,28,2020-07-26,52302,1205.0,1380.5714285714287,1492,14.0,19.714285714285715
6533,MS,28,2020-07-27,52957,655.0,1295.4285714285713,1499,7.0,20.285714285714285
6534,MS,28,2020-07-28,54299,1342.0,1253.7142857142858,1499,0.0,15.857142857142858
6535,MS,28,2020-07-29,55804,1505.0,1247.5714285714287,1548,49.0,18.0
6536,MS,28,2020-07-30,57579,1775.0,1360.857142857143,1582,34.0,21.0
6537,MS,28,2020-07-31,58743,1164.0,1297.142857142857,1624,42.0,23.0
6538,MS,28,2020-08-01,59829,1086.0,1247.4285714285713,1648,24.0,24.285714285714285
6539,MS,28,2020-08-02,60442,613.0,1162.857142857143,1656,8.0,23.428571428571427
6540,MS,28,2020-08-03,61014,572.0,1151.0,1663,7.0,23.428571428571427
6541,MS,28,2020-08-04,62059,1045.0,1108.5714285714287,1706,43.0,29.571428571428573
6542,MS,28,2020-08-05,63338,1279.0,1076.2857142857142,1741,35.0,27.571428571428573
6543,MS,28,2020-08-06,64328,990.0,964.1428571428571,1793,52.0,30.142857142857142
6544,MS,28,2020-08-07,65436,1108.0,956.1428571428571,1830,37.0,29.428571428571427
6545,MS,28,2020-08-08,66640,1204.0,973.0,1850,20.0,28.857142857142858
6546,MS,28,2020-08-09,67165,525.0,960.4285714285714,1889,39.0,33.285714285714285
6547,MS,28,2020-08-10,67646,481.0,947.4285714285714,1905,16.0,34.57142857142857
6548,MS,28,2020-08-11,68293,647.0,890.5714285714286,1937,32.0,33.0
6549,MS,28,2020-08-12,69372,1079.0,862.0,1989,52.0,35.42857142857143
6550,MS,28,2020-08-13,69986,614.0,808.2857142857143,2011,22.0,31.142857142857142
6551,MS,28,2020-08-14,70930,944.0,784.8571428571429,2043,32.0,30.428571428571427
6552,MS,28,2020-08-15,71754,824.0,730.5714285714286,2080,37.0,32.857142857142854
6553,MS,28,2020-08-16,72135,381.0,710.0,2084,4.0,27.857142857142858
6554,MS,28,2020-08-17,72411,276.0,680.7142857142857,2095,11.0,27.142857142857142
6555,MS,28,2020-08-18,73206,795.0,701.8571428571429,2129,34.0,27.428571428571427
6556,MS,28,2020-08-19,74554,1348.0,740.2857142857143,2163,34.0,24.857142857142858
6557,MS,28,2020-08-20,75432,878.0,778.0,2190,27.0,25.571428571428573
6558,MS,28,2020-08-21,76257,825.0,761.0,2214,24.0,24.428571428571427
6559,MS,28,2020-08-22,77248,991.0,784.8571428571429,2235,21.0,22.142857142857142
6560,MS,28,2020-08-23,77882,634.0,821.0,2240,5.0,22.285714285714285
6561,MS,28,2020-08-24,78390,508.0,854.1428571428571,2248,8.0,21.857142857142858
6562,MS,28,2020-08-25,79206,816.0,857.1428571428571,2309,61.0,25.714285714285715
6563,MS,28,2020-08-26,80067,861.0,787.5714285714286,2363,54.0,28.571428571428573
6564,MS,28,2020-08-27,80671,604.0,748.4285714285714,2386,23.0,28.0
6565,MS,28,2020-08-28,81290,619.0,719.0,2411,25.0,28.142857142857142
6566,MS,28,2020-08-29,82025,735.0,682.4285714285714,2424,13.0,27.0
6567,MS,28,2020-08-30,82668,643.0,683.7142857142857,2440,16.0,28.571428571428573
6568,MS,28,2020-08-31,82944,276.0,650.5714285714286,2472,32.0,32.0
6569,MS,28,2020-09-01,83577,633.0,624.4285714285714,2492,20.0,26.142857142857142
6570,MS,28,2020-09-02,84363,786.0,613.7142857142857,2525,33.0,23.142857142857142
6571,MS,28,2020-09-03,85115,752.0,634.8571428571429,2535,10.0,21.285714285714285
6572,MS,28,2020-09-04,85934,819.0,663.4285714285714,2555,20.0,20.571428571428573
6573,MS,28,2020-09-05,86473,539.0,635.4285714285714,2567,12.0,20.428571428571427
6574,MS,28,2020-09-06,86884,411.0,602.2857142857143,2583,16.0,20.428571428571427
6575,MS,28,2020-09-07,87126,242.0,597.4285714285714,2584,1.0,16.0
6576,MS,28,2020-09-08,87372,246.0,542.1428571428571,2584,0.0,13.142857142857142
6577,MS,28,2020-09-09,87795,423.0,490.2857142857143,2619,35.0,13.428571428571429
6578,MS,28,2020-09-10,88313,518.0,456.85714285714283,2648,29.0,16.142857142857142
6579,MS,28,2020-09-11,89166,853.0,461.7142857142857,2661,13.0,15.142857142857142
6580,MS,28,2020-09-12,89613,447.0,448.57142857142856,2676,15.0,15.571428571428571
6581,MS,28,2020-09-13,89865,252.0,425.85714285714283,2691,15.0,15.428571428571429
6582,MS,28,2020-09-14,90018,153.0,413.14285714285717,2706,15.0,17.428571428571427
6583,MS,28,2020-09-15,90523,505.0,450.14285714285717,2734,28.0,21.428571428571427
6584,MS,28,2020-09-16,91233,710.0,491.14285714285717,2755,21.0,19.428571428571427
6585,MS,28,2020-09-17,91935,702.0,517.4285714285714,2779,24.0,18.714285714285715
6586,MS,28,2020-09-18,92432,497.0,466.57142857142856,2791,12.0,18.571428571428573
6587,MS,28,2020-09-19,93082,650.0,495.57142857142856,2807,16.0,18.714285714285715
6588,MS,28,2020-09-20,93361,279.0,499.42857142857144,2808,1.0,16.714285714285715
6589,MS,28,2020-09-21,93550,189.0,504.57142857142856,2808,0.0,14.571428571428571
6590,MS,28,2020-09-22,94017,467.0,499.14285714285717,2842,34.0,15.428571428571429
6591,MS,28,2020-09-23,94569,552.0,476.57142857142856,2866,24.0,15.857142857142858
6592,MS,28,2020-09-24,95308,739.0,481.85714285714283,2874,8.0,13.571428571428571
6593,MS,28,2020-09-25,96031,723.0,514.1428571428571,2894,20.0,14.714285714285714
6594,MS,28,2020-09-26,96673,642.0,513.0,2911,17.0,14.857142857142858
6595,MS,28,2020-09-27,96856,183.0,499.2857142857143,2919,8.0,15.857142857142858
6596,MS,28,2020-09-28,97047,191.0,499.57142857142856,2920,1.0,16.0
6597,MS,28,2020-09-29,97638,591.0,517.2857142857143,2956,36.0,16.285714285714285
6598,MS,28,2020-09-30,98189,551.0,517.1428571428571,2968,12.0,14.571428571428571
6599,MS,28,2020-10-01,98885,696.0,511.0,2978,10.0,14.857142857142858
6600,MS,28,2020-10-02,99557,672.0,503.7142857142857,2995,17.0,14.428571428571429
6601,MS,28,2020-10-03,100167,610.0,499.14285714285717,3011,16.0,14.285714285714286
6602,MS,28,2020-10-04,100488,321.0,518.8571428571429,3013,2.0,13.428571428571429
6603,MS,28,2020-10-05,100703,215.0,522.2857142857143,3013,0.0,13.285714285714286
6604,MS,28,2020-10-06,101678,975.0,577.1428571428571,3026,13.0,10.0
6605,MS,28,2020-10-07,102241,563.0,578.8571428571429,3050,24.0,11.714285714285714
6606,MS,28,2020-10-08,102819,578.0,562.0,3073,23.0,13.571428571428571
6607,MS,28,2020-10-09,103681,862.0,589.1428571428571,3079,6.0,12.0
6608,MS,28,2020-10-10,104636,955.0,638.4285714285714,3095,16.0,12.0
6609,MS,28,2020-10-11,104931,295.0,634.7142857142857,3100,5.0,12.428571428571429
6610,MS,28,2020-10-12,105228,297.0,646.4285714285714,3101,1.0,12.571428571428571
6611,MS,28,2020-10-13,105941,713.0,609.0,3115,14.0,12.714285714285714
6612,MS,28,2020-10-14,106816,875.0,653.5714285714286,3140,25.0,12.857142857142858
6613,MS,28,2020-10-15,108139,1323.0,760.0,3152,12.0,11.285714285714286
6614,MS,28,2020-10-16,109254,1115.0,796.1428571428571,3161,9.0,11.714285714285714
6615,MS,28,2020-10-17,110005,751.0,767.0,3171,10.0,10.857142857142858
6616,MS,28,2020-10-18,110588,583.0,808.1428571428571,3171,0.0,10.142857142857142
6617,MS,28,2020-10-19,111322,734.0,870.5714285714286,3202,31.0,14.428571428571429
6618,MS,28,2020-10-20,112120,798.0,882.7142857142857,3223,21.0,15.428571428571429
6619,MS,28,2020-10-21,113081,961.0,895.0,3231,8.0,13.0
6620,MS,28,2020-10-22,113876,795.0,819.5714285714286,3238,7.0,12.285714285714286
6621,MS,28,2020-10-23,115088,1212.0,833.4285714285714,3255,17.0,13.428571428571429
6622,MS,28,2020-10-24,115088,0.0,726.1428571428571,3255,0.0,12.0
6623,MS,28,2020-10-25,115762,674.0,739.1428571428571,3263,8.0,13.142857142857142
6624,MS,28,2020-10-26,116617,855.0,756.4285714285714,3283,20.0,11.571428571428571
6625,MS,28,2020-10-27,117617,1000.0,785.2857142857143,3302,19.0,11.285714285714286
6626,MS,28,2020-10-28,118587,970.0,786.5714285714286,3310,8.0,11.285714285714286
6627,MS,28,2020-10-29,119336,749.0,780.0,3328,18.0,12.857142857142858
6628,MS,28,2020-10-30,120158,822.0,724.2857142857143,3334,6.0,11.285714285714286
6629,MS,28,2020-10-31,120498,340.0,772.8571428571429,3348,14.0,13.285714285714286
6630,MS,28,2020-11-01,120863,365.0,728.7142857142857,3348,0.0,12.142857142857142
6631,MS,28,2020-11-02,121508,645.0,698.7142857142857,3383,35.0,14.285714285714286
6632,MS,28,2020-11-03,122275,767.0,665.4285714285714,3396,13.0,13.428571428571429
6633,MS,28,2020-11-04,123885,1610.0,756.8571428571429,3404,8.0,13.428571428571429
6634,MS,28,2020-11-05,124852,967.0,788.0,3417,13.0,12.714285714285714
6635,MS,28,2020-11-06,125884,1032.0,818.0,3432,15.0,14.0
6636,MS,28,2020-11-07,126688,804.0,884.2857142857143,3442,10.0,13.428571428571429
6637,MS,28,2020-11-08,127204,516.0,905.8571428571429,3442,0.0,13.428571428571429
6638,MS,28,2020-11-09,127204,0.0,813.7142857142857,3442,0.0,8.428571428571429
6639,MS,28,2020-11-10,129394,2190.0,1017.0,3496,54.0,14.285714285714286
6640,MS,28,2020-11-11,129394,0.0,787.0,3513,17.0,15.571428571428571
6641,MS,28,2020-11-12,130665,1271.0,830.4285714285714,3513,0.0,13.714285714285714
6642,MS,28,2020-11-13,131970,1305.0,869.4285714285714,3518,5.0,12.285714285714286
6643,MS,28,2020-11-14,133340,1370.0,950.2857142857143,3540,22.0,14.0
6644,MS,28,2020-11-15,134308,968.0,1014.8571428571429,3543,3.0,14.428571428571429
6645,MS,28,2020-11-16,134896,588.0,1098.857142857143,3545,2.0,14.714285714285714
6646,MS,28,2020-11-17,135803,907.0,915.5714285714286,3581,36.0,12.142857142857142
6647,MS,28,2020-11-18,137396,1593.0,1143.142857142857,3600,19.0,12.428571428571429
6648,MS,28,2020-11-19,138791,1395.0,1160.857142857143,3619,19.0,15.142857142857142
6649,MS,28,2020-11-20,140429,1638.0,1208.4285714285713,3642,23.0,17.714285714285715
6650,MS,28,2020-11-21,142401,1972.0,1294.4285714285713,3657,15.0,16.714285714285715
6651,MS,28,2020-11-22,143173,772.0,1266.4285714285713,3676,19.0,19.0
6652,MS,28,2020-11-23,143869,696.0,1281.857142857143,3676,0.0,18.714285714285715
6653,MS,28,2020-11-24,144544,675.0,1248.7142857142858,3729,53.0,21.142857142857142
6654,MS,28,2020-11-25,145636,1092.0,1177.142857142857,3745,16.0,20.714285714285715
6655,MS,28,2020-11-26,147382,1746.0,1227.2857142857142,3763,18.0,20.571428571428573
6656,MS,28,2020-11-27,148387,1005.0,1136.857142857143,3769,6.0,18.142857142857142
6657,MS,28,2020-11-28,149940,1553.0,1077.0,3779,10.0,17.428571428571427
6658,MS,28,2020-11-29,151785,1845.0,1230.2857142857142,3806,27.0,18.571428571428573
6659,MS,28,2020-11-30,153270,1485.0,1343.0,3807,1.0,18.714285714285715
6660,MS,28,2020-12-01,154411,1141.0,1409.5714285714287,3836,29.0,15.285714285714286
6661,MS,28,2020-12-02,156868,2457.0,1604.5714285714287,3851,15.0,15.142857142857142
6662,MS,28,2020-12-03,159035,2167.0,1664.7142857142858,3879,28.0,16.571428571428573
6663,MS,28,2020-12-04,161516,2481.0,1875.5714285714287,3916,37.0,21.0
6664,MS,28,2020-12-05,163458,1942.0,1931.142857142857,3949,33.0,24.285714285714285
6665,MS,28,2020-12-06,164931,1473.0,1878.0,3961,12.0,22.142857142857142
6666,MS,28,2020-12-07,166194,1263.0,1846.2857142857142,3961,0.0,22.0
6667,MS,28,2020-12-08,167926,1732.0,1930.7142857142858,4017,56.0,25.857142857142858
6668,MS,28,2020-12-09,170672,2746.0,1972.0,4040,23.0,27.0
6669,MS,28,2020-12-10,172955,2283.0,1988.5714285714287,4083,43.0,29.142857142857142
6670,MS,28,2020-12-11,175282,2327.0,1966.5714285714287,4124,41.0,29.714285714285715
6671,MS,28,2020-12-12,177947,2665.0,2069.8571428571427,4180,56.0,33.0
6672,MS,28,2020-12-13,179320,1373.0,2055.5714285714284,4199,19.0,34.0
6673,MS,28,2020-12-14,181095,1775.0,2128.714285714286,4204,5.0,34.714285714285715
6674,MS,28,2020-12-15,183300,2205.0,2196.285714285714,4252,48.0,33.57142857142857
6675,MS,28,2020-12-16,185643,2343.0,2138.714285714286,4294,42.0,36.285714285714285
6676,MS,28,2020-12-17,187904,2261.0,2135.5714285714284,4320,26.0,33.857142857142854
6677,MS,28,2020-12-18,190411,2507.0,2161.285714285714,4354,34.0,32.857142857142854
6678,MS,28,2020-12-19,192111,1700.0,2023.4285714285713,4390,36.0,30.0
6679,MS,28,2020-12-20,194333,2222.0,2144.714285714286,4409,19.0,30.0
6680,MO,29,2020-01-22,0,,,0,,
6681,MO,29,2020-01-23,0,0.0,,0,0.0,
6682,MO,29,2020-01-24,0,0.0,,0,0.0,
6683,MO,29,2020-01-25,0,0.0,,0,0.0,
6684,MO,29,2020-01-26,0,0.0,,0,0.0,
6685,MO,29,2020-01-27,0,0.0,,0,0.0,
6686,MO,29,2020-01-28,0,0.0,,0,0.0,
6687,MO,29,2020-01-29,0,0.0,0.0,0,0.0,0.0
6688,MO,29,2020-01-30,0,0.0,0.0,0,0.0,0.0
6689,MO,29,2020-01-31,0,0.0,0.0,0,0.0,0.0
6690,MO,29,2020-02-01,0,0.0,0.0,0,0.0,0.0
6691,MO,29,2020-02-02,0,0.0,0.0,0,0.0,0.0
6692,MO,29,2020-02-03,0,0.0,0.0,0,0.0,0.0
6693,MO,29,2020-02-04,0,0.0,0.0,0,0.0,0.0
6694,MO,29,2020-02-05,0,0.0,0.0,0,0.0,0.0
6695,MO,29,2020-02-06,0,0.0,0.0,0,0.0,0.0
6696,MO,29,2020-02-07,0,0.0,0.0,0,0.0,0.0
6697,MO,29,2020-02-08,0,0.0,0.0,0,0.0,0.0
6698,MO,29,2020-02-09,0,0.0,0.0,0,0.0,0.0
6699,MO,29,2020-02-10,0,0.0,0.0,0,0.0,0.0
6700,MO,29,2020-02-11,0,0.0,0.0,0,0.0,0.0
6701,MO,29,2020-02-12,0,0.0,0.0,0,0.0,0.0
6702,MO,29,2020-02-13,0,0.0,0.0,0,0.0,0.0
6703,MO,29,2020-02-14,0,0.0,0.0,0,0.0,0.0
6704,MO,29,2020-02-15,0,0.0,0.0,0,0.0,0.0
6705,MO,29,2020-02-16,0,0.0,0.0,0,0.0,0.0
6706,MO,29,2020-02-17,0,0.0,0.0,0,0.0,0.0
6707,MO,29,2020-02-18,0,0.0,0.0,0,0.0,0.0
6708,MO,29,2020-02-19,0,0.0,0.0,0,0.0,0.0
6709,MO,29,2020-02-20,0,0.0,0.0,0,0.0,0.0
6710,MO,29,2020-02-21,0,0.0,0.0,0,0.0,0.0
6711,MO,29,2020-02-22,0,0.0,0.0,0,0.0,0.0
6712,MO,29,2020-02-23,0,0.0,0.0,0,0.0,0.0
6713,MO,29,2020-02-24,0,0.0,0.0,0,0.0,0.0
6714,MO,29,2020-02-25,0,0.0,0.0,0,0.0,0.0
6715,MO,29,2020-02-26,0,0.0,0.0,0,0.0,0.0
6716,MO,29,2020-02-27,0,0.0,0.0,0,0.0,0.0
6717,MO,29,2020-02-28,0,0.0,0.0,0,0.0,0.0
6718,MO,29,2020-02-29,0,0.0,0.0,0,0.0,0.0
6719,MO,29,2020-03-01,0,0.0,0.0,0,0.0,0.0
6720,MO,29,2020-03-02,0,0.0,0.0,0,0.0,0.0
6721,MO,29,2020-03-03,0,0.0,0.0,0,0.0,0.0
6722,MO,29,2020-03-04,0,0.0,0.0,0,0.0,0.0
6723,MO,29,2020-03-05,0,0.0,0.0,0,0.0,0.0
6724,MO,29,2020-03-06,0,0.0,0.0,0,0.0,0.0
6725,MO,29,2020-03-07,0,0.0,0.0,0,0.0,0.0
6726,MO,29,2020-03-08,1,1.0,0.14285714285714285,0,0.0,0.0
6727,MO,29,2020-03-09,1,0.0,0.14285714285714285,0,0.0,0.0
6728,MO,29,2020-03-10,1,0.0,0.14285714285714285,0,0.0,0.0
6729,MO,29,2020-03-11,1,0.0,0.14285714285714285,0,0.0,0.0
6730,MO,29,2020-03-12,2,1.0,0.2857142857142857,0,0.0,0.0
6731,MO,29,2020-03-13,4,2.0,0.5714285714285714,0,0.0,0.0
6732,MO,29,2020-03-14,5,1.0,0.7142857142857143,0,0.0,0.0
6733,MO,29,2020-03-15,6,1.0,0.7142857142857143,0,0.0,0.0
6734,MO,29,2020-03-16,8,2.0,1.0,0,0.0,0.0
6735,MO,29,2020-03-17,8,0.0,1.0,0,0.0,0.0
6736,MO,29,2020-03-18,21,13.0,2.857142857142857,1,1.0,0.14285714285714285
6737,MO,29,2020-03-19,26,5.0,3.4285714285714284,1,0.0,0.14285714285714285
6738,MO,29,2020-03-20,72,46.0,9.714285714285714,3,2.0,0.42857142857142855
6739,MO,29,2020-03-21,90,18.0,12.142857142857142,3,0.0,0.42857142857142855
6740,MO,29,2020-03-22,106,16.0,14.285714285714286,3,0.0,0.42857142857142855
6741,MO,29,2020-03-23,182,76.0,24.857142857142858,3,0.0,0.42857142857142855
6742,MO,29,2020-03-24,255,73.0,35.285714285714285,5,2.0,0.7142857142857143
6743,MO,29,2020-03-25,353,98.0,47.42857142857143,8,3.0,1.0
6744,MO,29,2020-03-26,502,149.0,68.0,8,0.0,1.0
6745,MO,29,2020-03-27,663,161.0,84.42857142857143,9,1.0,0.8571428571428571
6746,MO,29,2020-03-28,829,166.0,105.57142857142857,10,1.0,1.0
6747,MO,29,2020-03-29,888,59.0,111.71428571428571,12,2.0,1.2857142857142858
6748,MO,29,2020-03-30,1032,144.0,121.42857142857143,13,1.0,1.4285714285714286
6749,MO,29,2020-03-31,1336,304.0,154.42857142857142,14,1.0,1.2857142857142858
6750,MO,29,2020-04-01,1590,254.0,176.71428571428572,18,4.0,1.4285714285714286
6751,MO,29,2020-04-02,1832,242.0,190.0,19,1.0,1.5714285714285714
6752,MO,29,2020-04-03,2110,278.0,206.71428571428572,19,0.0,1.4285714285714286
6753,MO,29,2020-04-04,2284,174.0,207.85714285714286,23,4.0,1.8571428571428572
6754,MO,29,2020-04-05,2368,84.0,211.42857142857142,33,10.0,3.0
6755,MO,29,2020-04-06,2720,352.0,241.14285714285714,38,5.0,3.5714285714285716
6756,MO,29,2020-04-07,3031,311.0,242.14285714285714,53,15.0,5.571428571428571
6757,MO,29,2020-04-08,3314,283.0,246.28571428571428,58,5.0,5.714285714285714
6758,MO,29,2020-04-09,3534,220.0,243.14285714285714,79,21.0,8.571428571428571
6759,MO,29,2020-04-10,3794,260.0,240.57142857142858,98,19.0,11.285714285714286
6760,MO,29,2020-04-11,4023,229.0,248.42857142857142,110,12.0,12.428571428571429
6761,MO,29,2020-04-12,4158,135.0,255.71428571428572,111,1.0,11.142857142857142
6762,MO,29,2020-04-13,4383,225.0,237.57142857142858,111,0.0,10.428571428571429
6763,MO,29,2020-04-14,4681,298.0,235.71428571428572,135,24.0,11.714285714285714
6764,MO,29,2020-04-15,4892,211.0,225.42857142857142,149,14.0,13.0
6765,MO,29,2020-04-16,5107,215.0,224.71428571428572,154,5.0,10.714285714285714
6766,MO,29,2020-04-17,5272,165.0,211.14285714285714,166,12.0,9.714285714285714
6767,MO,29,2020-04-18,5508,236.0,212.14285714285714,177,11.0,9.571428571428571
6768,MO,29,2020-04-19,5653,145.0,213.57142857142858,178,1.0,9.571428571428571
6769,MO,29,2020-04-20,5799,146.0,202.28571428571428,179,1.0,9.714285714285714
6770,MO,29,2020-04-21,5937,138.0,179.42857142857142,191,12.0,8.0
6771,MO,29,2020-04-22,6131,194.0,177.0,209,18.0,8.571428571428571
6772,MO,29,2020-04-23,6312,181.0,172.14285714285714,220,11.0,9.428571428571429
6773,MO,29,2020-04-24,6614,302.0,191.71428571428572,264,44.0,14.0
6774,MO,29,2020-04-25,6794,180.0,183.71428571428572,275,11.0,14.0
6775,MO,29,2020-04-26,6961,167.0,186.85714285714286,276,1.0,14.0
6776,MO,29,2020-04-27,7137,176.0,191.14285714285714,290,14.0,15.857142857142858
6777,MO,29,2020-04-28,7275,138.0,191.14285714285714,316,26.0,17.857142857142858
6778,MO,29,2020-04-29,7398,123.0,181.0,320,4.0,15.857142857142858
6779,MO,29,2020-04-30,7529,131.0,173.85714285714286,331,11.0,15.857142857142858
