,Unnamed: 0,State,stateFIPS,Date,Total Cases,Incremental Cases,cases moving_avg,Total Deaths,Incremental Deaths,death moving_avg
2885,10878,IN,18,2020-08-22,85316,1003.0,805.7142857142858,3000,9.0,11.857142857142858
2886,10929,IN,18,2020-08-23,85931,615.0,788.4285714285713,3002,2.0,11.714285714285715
2887,10980,IN,18,2020-08-24,87606,1675.0,943.7142857142856,3011,9.0,12.142857142857142
2888,11031,IN,18,2020-08-25,88419,813.0,939.0,3033,22.0,11.285714285714285
2889,11082,IN,18,2020-08-26,91598,3179.0,1323.2857142857142,3257,224.0,41.285714285714285
2890,11133,IN,18,2020-08-27,92761,1163.0,1355.2857142857142,3265,8.0,40.857142857142854
2891,11184,IN,18,2020-08-28,93584,823.0,1324.4285714285713,3276,11.0,40.714285714285715
2892,11235,IN,18,2020-08-29,94709,1125.0,1341.857142857143,3283,7.0,40.42857142857143
2893,11286,IN,18,2020-08-30,95590,881.0,1379.857142857143,3289,6.0,41.0
2894,11337,IN,18,2020-08-31,96468,878.0,1266.0,3294,5.0,40.42857142857143
2895,11388,IN,18,2020-09-01,97181,713.0,1251.7142857142858,3310,16.0,39.57142857142857
2896,11439,IN,18,2020-09-02,98048,867.0,921.4285714285713,3323,13.0,9.428571428571429
2897,11490,IN,18,2020-09-03,99167,1119.0,915.1428571428572,3330,7.0,9.285714285714286
2898,11541,IN,18,2020-09-04,100205,1038.0,945.8571428571428,3347,17.0,10.142857142857142
2899,11592,IN,18,2020-09-05,101290,1085.0,940.1428571428572,3360,13.0,11.0
2900,11643,IN,18,2020-09-06,102133,843.0,934.7142857142856,3362,2.0,10.428571428571429
2901,11694,IN,18,2020-09-07,102722,589.0,893.4285714285713,3366,4.0,10.285714285714286
2902,11745,IN,18,2020-09-08,103111,389.0,847.1428571428571,3378,12.0,9.714285714285714
2903,11796,IN,18,2020-09-09,103835,724.0,826.7142857142858,3395,17.0,10.285714285714286
2904,11847,IN,18,2020-09-10,104623,788.0,779.4285714285713,3408,13.0,11.142857142857142
2905,11898,IN,18,2020-09-11,105892,1269.0,812.4285714285713,3418,10.0,10.142857142857142
2906,11949,IN,18,2020-09-12,106971,1079.0,811.5714285714287,3434,16.0,10.571428571428571
2907,12000,IN,18,2020-09-13,108211,1240.0,868.2857142857142,3435,1.0,10.428571428571429
2908,12051,IN,18,2020-09-14,108944,733.0,888.8571428571429,3437,2.0,10.142857142857142
2909,12102,IN,18,2020-09-15,109635,691.0,932.0,3458,21.0,11.428571428571427
2910,12153,IN,18,2020-09-16,110219,584.0,912.0,3469,11.0,10.571428571428571
2911,12204,IN,18,2020-09-17,111040,821.0,916.7142857142856,3475,6.0,9.571428571428571
2912,12255,IN,18,2020-09-18,112097,1057.0,886.4285714285713,3492,17.0,10.571428571428571
2913,12306,IN,18,2020-09-19,113177,1080.0,886.5714285714287,3501,9.0,9.571428571428571
2914,12357,IN,18,2020-09-20,113914,737.0,814.7142857142858,3504,3.0,9.857142857142858
2915,12408,IN,18,2020-09-21,114432,518.0,784.0,3510,6.0,10.428571428571429
2916,12459,IN,18,2020-09-22,115056,624.0,774.4285714285713,3520,10.0,8.857142857142858
2917,12510,IN,18,2020-09-23,115771,715.0,793.1428571428571,3530,10.0,8.714285714285714
2918,12561,IN,18,2020-09-24,116670,899.0,804.2857142857142,3547,17.0,10.285714285714286
2919,12612,IN,18,2020-09-25,117846,1176.0,821.2857142857142,3565,18.0,10.428571428571429
2920,12663,IN,18,2020-09-26,119013,1167.0,833.7142857142858,3577,12.0,10.857142857142858
2921,12714,IN,18,2020-09-27,119915,902.0,857.2857142857142,3580,3.0,10.857142857142858
2922,12765,IN,18,2020-09-28,120785,870.0,907.5714285714287,3591,11.0,11.571428571428573
2923,12816,IN,18,2020-09-29,121537,752.0,925.8571428571428,3611,20.0,13.0
2924,12867,IN,18,2020-09-30,122509,972.0,962.5714285714287,3628,17.0,14.0
2925,12918,IN,18,2020-10-01,123681,1172.0,1001.5714285714287,3642,14.0,13.571428571428573
2926,12969,IN,18,2020-10-02,125183,1502.0,1048.142857142857,3656,14.0,13.0
2927,13020,IN,18,2020-10-03,126638,1455.0,1089.2857142857142,3669,13.0,13.142857142857142
2928,13071,IN,18,2020-10-04,127724,1086.0,1115.5714285714287,3673,4.0,13.285714285714285
2929,13122,IN,18,2020-10-05,128554,830.0,1109.857142857143,3673,0.0,11.714285714285715
2930,13173,IN,18,2020-10-06,129563,1009.0,1146.5714285714287,3707,34.0,13.714285714285715
2931,13224,IN,18,2020-10-07,130862,1299.0,1193.2857142857142,3724,17.0,13.714285714285715
2932,13275,IN,18,2020-10-08,132324,1462.0,1234.7142857142858,3740,16.0,14.0
2933,13326,IN,18,2020-10-09,134158,1834.0,1282.142857142857,3760,20.0,14.857142857142858
2934,13377,IN,18,2020-10-10,136083,1925.0,1349.2857142857142,3781,21.0,16.0
2935,13428,IN,18,2020-10-11,137653,1570.0,1418.428571428571,3788,7.0,16.428571428571427
2936,13479,IN,18,2020-10-12,139227,1574.0,1524.7142857142858,3794,6.0,17.285714285714285
2937,13530,IN,18,2020-10-13,140799,1572.0,1605.142857142857,3821,27.0,16.285714285714285
2938,13581,IN,18,2020-10-14,141964,1165.0,1586.0,3835,14.0,15.857142857142858
2939,13632,IN,18,2020-10-15,143911,1947.0,1655.2857142857142,3862,27.0,17.428571428571427
2940,13683,IN,18,2020-10-16,146209,2298.0,1721.571428571429,3887,25.0,18.142857142857142
2941,13734,IN,18,2020-10-17,148694,2485.0,1801.571428571429,3918,31.0,19.571428571428573
2942,13785,IN,18,2020-10-18,150299,1605.0,1806.571428571429,3937,19.0,21.285714285714285
2943,13836,IN,18,2020-10-19,151882,1583.0,1807.857142857143,3960,23.0,23.714285714285715
2944,13887,IN,18,2020-10-20,153382,1500.0,1797.571428571429,4007,47.0,26.57142857142857
2945,13938,IN,18,2020-10-21,155116,1734.0,1878.857142857143,4022,15.0,26.714285714285715
2946,13989,IN,18,2020-10-22,157972,2856.0,2008.7142857142856,4064,42.0,28.857142857142854
2947,14040,IN,18,2020-10-23,160438,2466.0,2032.7142857142856,4092,28.0,29.285714285714285
2948,14091,IN,18,2020-10-24,163182,2744.0,2069.714285714286,4118,26.0,28.57142857142857
2949,14142,IN,18,2020-10-25,165333,2151.0,2147.714285714286,4130,12.0,27.57142857142857
2950,14193,IN,18,2020-10-26,167297,1964.0,2202.1428571428573,4143,13.0,26.142857142857146
2951,14244,IN,18,2020-10-27,169289,1992.0,2272.428571428572,4194,51.0,26.714285714285715
2952,14295,IN,18,2020-10-28,171859,2570.0,2391.857142857143,4226,32.0,29.142857142857146
2953,14346,IN,18,2020-10-29,175482,3623.0,2501.428571428572,4260,34.0,28.0
2954,14397,IN,18,2020-10-30,178664,3182.0,2603.714285714286,4285,25.0,27.57142857142857
2955,14448,IN,18,2020-10-31,182131,3467.0,2707.0,4331,46.0,30.42857142857143
2956,14499,IN,18,2020-11-01,184883,2752.0,2792.857142857143,4363,32.0,33.285714285714285
2957,14550,IN,18,2020-11-02,187960,3077.0,2951.857142857143,4389,26.0,35.142857142857146
2958,14601,IN,18,2020-11-03,190850,2890.0,3080.142857142857,4438,49.0,34.857142857142854
2959,14652,IN,18,2020-11-04,194556,3706.0,3242.4285714285716,4462,24.0,33.714285714285715
2960,14703,IN,18,2020-11-05,198979,4423.0,3356.714285714286,4507,45.0,35.285714285714285
2961,14754,IN,18,2020-11-06,203622,4643.0,3565.4285714285716,4545,38.0,37.142857142857146
2962,14805,IN,18,2020-11-07,208538,4916.0,3772.4285714285716,4591,46.0,37.142857142857146
2963,14856,IN,18,2020-11-08,213190,4652.0,4043.857142857143,4629,38.0,38.0
2964,14907,IN,18,2020-11-09,217322,4132.0,4194.571428571428,4664,35.0,39.285714285714285
2965,14958,IN,18,2020-11-10,222186,4864.0,4476.571428571428,4731,67.0,41.857142857142854
2966,15009,IN,18,2020-11-11,227228,5042.0,4667.428571428572,4762,31.0,42.857142857142854
2967,15060,IN,18,2020-11-12,233831,6603.0,4978.857142857143,4812,50.0,43.57142857142857
2968,15111,IN,18,2020-11-13,239432,5601.0,5115.714285714285,4863,51.0,45.42857142857143
2969,15162,IN,18,2020-11-14,247759,8327.0,5603.0,4887,24.0,42.285714285714285
2970,15213,IN,18,2020-11-15,254463,6704.0,5896.142857142857,4909,22.0,40.0
2971,15264,IN,18,2020-11-16,259609,5146.0,6041.0,4935,26.0,38.714285714285715
2972,15315,IN,18,2020-11-17,265099,5490.0,6130.428571428572,5024,89.0,41.857142857142854
2973,15366,IN,18,2020-11-18,271135,6036.0,6272.428571428572,5084,60.0,46.0
2974,15417,IN,18,2020-11-19,278430,7295.0,6371.285714285716,5143,59.0,47.28571428571429
2975,15468,IN,18,2020-11-20,285246,6816.0,6544.857142857143,5206,63.0,49.0
2976,15519,IN,18,2020-11-21,292124,6878.0,6337.857142857143,5246,40.0,51.28571428571429
2977,15570,IN,18,2020-11-22,298307,6183.0,6263.428571428572,5305,59.0,56.57142857142857
2978,15621,IN,18,2020-11-23,303860,5553.0,6321.571428571428,5332,27.0,56.714285714285715
2979,15672,IN,18,2020-11-24,309503,5643.0,6343.428571428572,5435,103.0,58.714285714285715
2980,15723,IN,18,2020-11-25,315496,5993.0,6337.285714285716,5498,63.0,59.14285714285714
2981,15774,IN,18,2020-11-26,321879,6383.0,6207.0,5561,63.0,59.714285714285715
2982,15825,IN,18,2020-11-27,327518,5639.0,6038.857142857143,5594,33.0,55.42857142857143
2983,15876,IN,18,2020-11-28,332009,4491.0,5697.857142857143,5663,69.0,59.57142857142857
2984,15927,IN,18,2020-11-29,336311,4302.0,5429.142857142857,5685,22.0,54.28571428571429
2985,15978,IN,18,2020-11-30,341970,5659.0,5444.285714285715,5722,37.0,55.714285714285715
2986,16029,IN,18,2020-12-01,347381,5411.0,5411.142857142857,5864,142.0,61.28571428571429
2987,16080,IN,18,2020-12-02,354006,6625.0,5501.428571428572,5972,108.0,67.71428571428571
2988,16131,IN,18,2020-12-03,362466,8460.0,5798.142857142857,6033,61.0,67.42857142857143
2989,16182,IN,18,2020-12-04,370375,7909.0,6122.428571428572,6122,89.0,75.42857142857143
2990,16233,IN,18,2020-12-05,378072,7697.0,6580.428571428572,6207,85.0,77.71428571428571
2991,16284,IN,18,2020-12-06,384673,6601.0,6908.857142857143,6242,35.0,79.57142857142857
2992,16335,IN,18,2020-12-07,390329,5656.0,6908.428571428572,6284,42.0,80.28571428571429
2993,16386,IN,18,2020-12-08,395730,5401.0,6907.0,6409,125.0,77.85714285714286
2994,16437,IN,18,2020-12-09,401500,5770.0,6784.857142857143,6506,97.0,76.28571428571429
2995,16488,IN,18,2020-12-10,408036,6536.0,6510.0,6603,97.0,81.42857142857143
2996,16539,IN,18,2020-12-11,415241,7205.0,6409.428571428572,6672,69.0,78.57142857142857
2997,16590,IN,18,2020-12-12,422648,7407.0,6368.0,6757,85.0,78.57142857142857
2998,16641,IN,18,2020-12-13,428554,5906.0,6268.714285714284,6805,48.0,80.42857142857143
2999,16692,IN,18,2020-12-14,433520,4966.0,6170.142857142857,6840,35.0,79.42857142857143
3000,16743,IN,18,2020-12-15,437792,4272.0,6008.857142857143,6967,127.0,79.71428571428571
3001,16794,IN,18,2020-12-16,444011,6219.0,6073.0,7101,134.0,85.0
3002,16845,IN,18,2020-12-17,450353,6342.0,6045.285714285716,7180,79.0,82.42857142857143
3003,16896,IN,18,2020-12-18,456307,5954.0,5866.571428571428,7265,85.0,84.71428571428571
3004,16947,IN,18,2020-12-19,461045,4738.0,5485.285714285715,7338,73.0,83.0
3005,16998,IN,18,2020-12-20,467537,6492.0,5569.0,7404,66.0,85.57142857142857
3006,12,IA,19,2020-01-22,0,,,0,,
3007,63,IA,19,2020-01-23,0,0.0,,0,0.0,
3008,114,IA,19,2020-01-24,0,0.0,,0,0.0,
3009,165,IA,19,2020-01-25,0,0.0,,0,0.0,
3010,216,IA,19,2020-01-26,0,0.0,,0,0.0,
3011,267,IA,19,2020-01-27,0,0.0,,0,0.0,
3012,318,IA,19,2020-01-28,0,0.0,,0,0.0,
3013,369,IA,19,2020-01-29,0,0.0,0.0,0,0.0,0.0
3014,420,IA,19,2020-01-30,0,0.0,0.0,0,0.0,0.0
3015,471,IA,19,2020-01-31,0,0.0,0.0,0,0.0,0.0
3016,522,IA,19,2020-02-01,0,0.0,0.0,0,0.0,0.0
3017,573,IA,19,2020-02-02,0,0.0,0.0,0,0.0,0.0
3018,624,IA,19,2020-02-03,0,0.0,0.0,0,0.0,0.0
3019,675,IA,19,2020-02-04,0,0.0,0.0,0,0.0,0.0
3020,726,IA,19,2020-02-05,0,0.0,0.0,0,0.0,0.0
3021,777,IA,19,2020-02-06,0,0.0,0.0,0,0.0,0.0
3022,828,IA,19,2020-02-07,0,0.0,0.0,0,0.0,0.0
3023,879,IA,19,2020-02-08,0,0.0,0.0,0,0.0,0.0
3024,930,IA,19,2020-02-09,0,0.0,0.0,0,0.0,0.0
3025,981,IA,19,2020-02-10,0,0.0,0.0,0,0.0,0.0
3026,1032,IA,19,2020-02-11,0,0.0,0.0,0,0.0,0.0
3027,1083,IA,19,2020-02-12,0,0.0,0.0,0,0.0,0.0
3028,1134,IA,19,2020-02-13,0,0.0,0.0,0,0.0,0.0
3029,1185,IA,19,2020-02-14,0,0.0,0.0,0,0.0,0.0
3030,1236,IA,19,2020-02-15,0,0.0,0.0,0,0.0,0.0
3031,1287,IA,19,2020-02-16,0,0.0,0.0,0,0.0,0.0
3032,1338,IA,19,2020-02-17,0,0.0,0.0,0,0.0,0.0
3033,1389,IA,19,2020-02-18,0,0.0,0.0,0,0.0,0.0
3034,1440,IA,19,2020-02-19,0,0.0,0.0,0,0.0,0.0
3035,1491,IA,19,2020-02-20,0,0.0,0.0,0,0.0,0.0
3036,1542,IA,19,2020-02-21,0,0.0,0.0,0,0.0,0.0
3037,1593,IA,19,2020-02-22,0,0.0,0.0,0,0.0,0.0
3038,1644,IA,19,2020-02-23,0,0.0,0.0,0,0.0,0.0
3039,1695,IA,19,2020-02-24,0,0.0,0.0,0,0.0,0.0
3040,1746,IA,19,2020-02-25,0,0.0,0.0,0,0.0,0.0
3041,1797,IA,19,2020-02-26,0,0.0,0.0,0,0.0,0.0
3042,1848,IA,19,2020-02-27,0,0.0,0.0,0,0.0,0.0
3043,1899,IA,19,2020-02-28,0,0.0,0.0,0,0.0,0.0
3044,1950,IA,19,2020-02-29,0,0.0,0.0,0,0.0,0.0
3045,2001,IA,19,2020-03-01,0,0.0,0.0,0,0.0,0.0
3046,2052,IA,19,2020-03-02,0,0.0,0.0,0,0.0,0.0
3047,2103,IA,19,2020-03-03,0,0.0,0.0,0,0.0,0.0
3048,2154,IA,19,2020-03-04,0,0.0,0.0,0,0.0,0.0
3049,2205,IA,19,2020-03-05,0,0.0,0.0,0,0.0,0.0
3050,2256,IA,19,2020-03-06,0,0.0,0.0,0,0.0,0.0
3051,2307,IA,19,2020-03-07,0,0.0,0.0,0,0.0,0.0
3052,2358,IA,19,2020-03-08,0,0.0,0.0,0,0.0,0.0
3053,2409,IA,19,2020-03-09,8,8.0,1.1428571428571428,0,0.0,0.0
3054,2460,IA,19,2020-03-10,14,6.0,2.0,0,0.0,0.0
3055,2511,IA,19,2020-03-11,14,0.0,2.0,0,0.0,0.0
3056,2562,IA,19,2020-03-12,16,2.0,2.2857142857142856,0,0.0,0.0
3057,2613,IA,19,2020-03-13,17,1.0,2.4285714285714284,0,0.0,0.0
3058,2664,IA,19,2020-03-14,18,1.0,2.571428571428572,0,0.0,0.0
3059,2715,IA,19,2020-03-15,18,0.0,2.571428571428572,0,0.0,0.0
3060,2766,IA,19,2020-03-16,23,5.0,2.142857142857143,0,0.0,0.0
3061,2817,IA,19,2020-03-17,29,6.0,2.142857142857143,0,0.0,0.0
3062,2868,IA,19,2020-03-18,38,9.0,3.4285714285714284,0,0.0,0.0
3063,2919,IA,19,2020-03-19,44,6.0,4.0,0,0.0,0.0
3064,2970,IA,19,2020-03-20,44,0.0,3.8571428571428568,0,0.0,0.0
3065,3021,IA,19,2020-03-21,68,24.0,7.142857142857142,0,0.0,0.0
3066,3072,IA,19,2020-03-22,90,22.0,10.285714285714286,0,0.0,0.0
3067,3123,IA,19,2020-03-23,104,14.0,11.571428571428573,0,0.0,0.0
3068,3174,IA,19,2020-03-24,122,18.0,13.285714285714285,1,1.0,0.14285714285714285
3069,3225,IA,19,2020-03-25,145,23.0,15.285714285714285,1,0.0,0.14285714285714285
3070,3276,IA,19,2020-03-26,179,34.0,19.285714285714285,1,0.0,0.14285714285714285
3071,3327,IA,19,2020-03-27,234,55.0,27.142857142857146,3,2.0,0.42857142857142855
3072,3378,IA,19,2020-03-28,298,64.0,32.857142857142854,3,0.0,0.42857142857142855
3073,3429,IA,19,2020-03-29,336,38.0,35.142857142857146,4,1.0,0.5714285714285714
3074,3480,IA,19,2020-03-30,424,88.0,45.714285714285715,6,2.0,0.8571428571428571
3075,3531,IA,19,2020-03-31,496,72.0,53.42857142857143,7,1.0,0.8571428571428571
3076,3582,IA,19,2020-04-01,548,52.0,57.57142857142857,9,2.0,1.1428571428571428
3077,3633,IA,19,2020-04-02,614,66.0,62.14285714285714,11,2.0,1.4285714285714286
3078,3684,IA,19,2020-04-03,699,85.0,66.42857142857143,11,0.0,1.1428571428571428
3079,3735,IA,19,2020-04-04,785,86.0,69.57142857142857,11,0.0,1.1428571428571428
3080,3786,IA,19,2020-04-05,868,83.0,76.0,17,6.0,1.8571428571428568
3081,3837,IA,19,2020-04-06,945,77.0,74.42857142857143,25,8.0,2.7142857142857144
3082,3888,IA,19,2020-04-07,1048,103.0,78.85714285714286,26,1.0,2.7142857142857144
3083,3939,IA,19,2020-04-08,1145,97.0,85.28571428571429,27,1.0,2.571428571428572
3084,3990,IA,19,2020-04-09,1270,125.0,93.71428571428572,27,0.0,2.2857142857142856
3085,4041,IA,19,2020-04-10,1388,118.0,98.42857142857143,31,4.0,2.8571428571428568
3086,4092,IA,19,2020-04-11,1509,121.0,103.42857142857143,34,3.0,3.2857142857142856
3087,4143,IA,19,2020-04-12,1585,76.0,102.42857142857143,41,7.0,3.4285714285714284
3088,4194,IA,19,2020-04-13,1709,124.0,109.14285714285714,41,0.0,2.2857142857142856
3089,4245,IA,19,2020-04-14,1896,187.0,121.14285714285714,43,2.0,2.4285714285714284
3090,4296,IA,19,2020-04-15,1994,98.0,121.28571428571428,53,10.0,3.7142857142857135
3091,4347,IA,19,2020-04-16,2141,147.0,124.42857142857143,60,7.0,4.714285714285714
3092,4398,IA,19,2020-04-17,2332,191.0,134.85714285714286,64,4.0,4.714285714285714
3093,4449,IA,19,2020-04-18,2508,176.0,142.71428571428572,74,10.0,5.7142857142857135
3094,4500,IA,19,2020-04-19,2900,392.0,187.85714285714286,75,1.0,4.857142857142857
3095,4551,IA,19,2020-04-20,3153,253.0,206.28571428571428,79,4.0,5.428571428571429
3096,4602,IA,19,2020-04-21,3634,481.0,248.28571428571428,83,4.0,5.7142857142857135
3097,4653,IA,19,2020-04-22,3744,110.0,250.0,90,7.0,5.285714285714286
3098,4704,IA,19,2020-04-23,3921,177.0,254.28571428571428,96,6.0,5.142857142857143
3099,4755,IA,19,2020-04-24,4442,521.0,301.42857142857144,107,11.0,6.142857142857142
3100,4806,IA,19,2020-04-25,5087,645.0,368.4285714285714,112,5.0,5.428571428571429
3101,4857,IA,19,2020-04-26,5460,373.0,365.71428571428567,118,6.0,6.142857142857142
3102,4908,IA,19,2020-04-27,5856,396.0,386.1428571428572,127,9.0,6.857142857142858
3103,4959,IA,19,2020-04-28,6375,519.0,391.57142857142856,136,9.0,7.571428571428571
3104,5010,IA,19,2020-04-29,6841,466.0,442.4285714285714,148,12.0,8.285714285714286
3105,5061,IA,19,2020-04-30,7142,301.0,460.1428571428572,162,14.0,9.428571428571429
3106,5112,IA,19,2020-05-01,7877,735.0,490.71428571428567,170,8.0,9.0
3107,5163,IA,19,2020-05-02,8633,756.0,506.57142857142856,175,5.0,9.0
3108,5214,IA,19,2020-05-03,9168,535.0,529.7142857142857,183,8.0,9.285714285714286
3109,5265,IA,19,2020-05-04,9701,533.0,549.2857142857143,187,4.0,8.571428571428571
3110,5316,IA,19,2020-05-05,10202,501.0,546.7142857142857,206,19.0,10.0
3111,5367,IA,19,2020-05-06,10401,199.0,508.57142857142856,218,12.0,10.0
3112,5418,IA,19,2020-05-07,11052,651.0,558.5714285714286,230,12.0,9.714285714285714
3113,5469,IA,19,2020-05-08,11447,395.0,510.0,242,12.0,10.285714285714286
3114,5520,IA,19,2020-05-09,11666,219.0,433.28571428571433,251,9.0,10.857142857142858
3115,5571,IA,19,2020-05-10,11958,292.0,398.57142857142856,264,13.0,11.571428571428573
3116,5622,IA,19,2020-05-11,12363,405.0,380.28571428571433,270,6.0,11.857142857142858
3117,5673,IA,19,2020-05-12,12899,536.0,385.28571428571433,288,18.0,11.714285714285715
3118,5724,IA,19,2020-05-13,13277,378.0,410.8571428571428,306,18.0,12.571428571428573
3119,5775,IA,19,2020-05-14,13658,381.0,372.28571428571433,318,12.0,12.571428571428573
3120,5826,IA,19,2020-05-15,14038,380.0,370.1428571428572,336,18.0,13.428571428571427
3121,5877,IA,19,2020-05-16,14321,283.0,379.28571428571433,346,10.0,13.571428571428573
3122,5928,IA,19,2020-05-17,14643,322.0,383.57142857142856,351,5.0,12.428571428571427
3123,5979,IA,19,2020-05-18,14948,305.0,369.28571428571433,355,4.0,12.142857142857142
3124,6030,IA,19,2020-05-19,15291,343.0,341.7142857142857,366,11.0,11.142857142857142
3125,6081,IA,19,2020-05-20,15525,234.0,321.14285714285717,381,15.0,10.714285714285714
3126,6132,IA,19,2020-05-21,15949,424.0,327.2857142857143,400,19.0,11.714285714285715
3127,6183,IA,19,2020-05-22,16405,456.0,338.14285714285717,418,18.0,11.714285714285715
3128,6234,IA,19,2020-05-23,16792,387.0,353.0,444,26.0,14.0
3129,6285,IA,19,2020-05-24,17208,416.0,366.4285714285714,449,5.0,14.0
3130,6336,IA,19,2020-05-25,17544,336.0,370.8571428571428,456,7.0,14.428571428571427
3131,6387,IA,19,2020-05-26,17652,108.0,337.2857142857143,463,7.0,13.857142857142858
3132,6438,IA,19,2020-05-27,18253,601.0,389.71428571428567,485,22.0,14.857142857142858
3133,6489,IA,19,2020-05-28,18498,245.0,364.1428571428572,500,15.0,14.285714285714285
3134,6540,IA,19,2020-05-29,18791,293.0,340.85714285714283,520,20.0,14.571428571428573
3135,6591,IA,19,2020-05-30,19135,344.0,334.7142857142857,527,7.0,11.857142857142858
3136,6642,IA,19,2020-05-31,19481,346.0,324.7142857142857,532,5.0,11.857142857142858
3137,6693,IA,19,2020-06-01,19682,201.0,305.42857142857144,537,5.0,11.571428571428573
3138,6744,IA,19,2020-06-02,19947,265.0,327.85714285714283,559,22.0,13.714285714285715
3139,6795,IA,19,2020-06-03,20010,63.0,251.0,565,6.0,11.428571428571427
3140,6846,IA,19,2020-06-04,20699,689.0,314.42857142857144,578,13.0,11.142857142857142
3141,6897,IA,19,2020-06-05,21086,387.0,327.85714285714283,588,10.0,9.714285714285714
3142,6948,IA,19,2020-06-06,21427,341.0,327.42857142857144,598,10.0,10.142857142857142
3143,6999,IA,19,2020-06-07,21600,173.0,302.7142857142857,602,4.0,10.0
3144,7050,IA,19,2020-06-08,21907,307.0,317.85714285714283,607,5.0,10.0
3145,7101,IA,19,2020-06-09,22170,263.0,317.57142857142856,622,15.0,9.0
3146,7152,IA,19,2020-06-10,22502,332.0,356.0,629,7.0,9.142857142857142
3147,7203,IA,19,2020-06-11,22775,273.0,296.57142857142856,638,9.0,8.571428571428571
3148,7254,IA,19,2020-06-12,23161,386.0,296.42857142857144,642,4.0,7.7142857142857135
3149,7305,IA,19,2020-06-13,23552,391.0,303.57142857142856,649,7.0,7.2857142857142865
3150,7356,IA,19,2020-06-14,23897,345.0,328.14285714285717,650,1.0,6.857142857142858
3151,7407,IA,19,2020-06-15,24038,141.0,304.42857142857144,653,3.0,6.571428571428571
3152,7458,IA,19,2020-06-16,24158,120.0,284.0,661,8.0,5.571428571428571
3153,7509,IA,19,2020-06-17,24375,217.0,267.57142857142856,671,10.0,6.0
3154,7560,IA,19,2020-06-18,24734,359.0,279.85714285714283,676,5.0,5.428571428571429
3155,7611,IA,19,2020-06-19,25158,424.0,285.2857142857143,680,4.0,5.428571428571429
3156,7662,IA,19,2020-06-20,25421,263.0,267.0,681,1.0,4.571428571428571
3157,7713,IA,19,2020-06-21,25884,463.0,283.85714285714283,685,4.0,5.0
3158,7764,IA,19,2020-06-22,26041,157.0,286.14285714285717,686,1.0,4.714285714285714
3159,7815,IA,19,2020-06-23,26336,295.0,311.14285714285717,688,2.0,3.8571428571428568
3160,7866,IA,19,2020-06-24,26596,260.0,317.2857142857143,690,2.0,2.7142857142857144
3161,7917,IA,19,2020-06-25,27051,455.0,331.0,693,3.0,2.4285714285714284
3162,7968,IA,19,2020-06-26,27548,497.0,341.42857142857144,701,8.0,3.0
3163,8019,IA,19,2020-06-27,27930,382.0,358.42857142857144,703,2.0,3.1428571428571432
3164,8070,IA,19,2020-06-28,28424,494.0,362.8571428571428,703,0.0,2.571428571428572
3165,8121,IA,19,2020-06-29,28723,299.0,383.1428571428572,707,4.0,3.0
3166,8172,IA,19,2020-06-30,28941,218.0,372.1428571428572,713,6.0,3.571428571428572
3167,8223,IA,19,2020-07-01,29290,349.0,384.8571428571428,717,4.0,3.8571428571428568
3168,8274,IA,19,2020-07-02,29965,675.0,416.28571428571433,717,0.0,3.4285714285714284
3169,8325,IA,19,2020-07-03,30354,389.0,400.8571428571428,720,3.0,2.7142857142857144
3170,8376,IA,19,2020-07-04,30922,568.0,427.4285714285714,721,1.0,2.571428571428572
3171,8427,IA,19,2020-07-05,31243,321.0,402.71428571428567,721,0.0,2.571428571428572
3172,8478,IA,19,2020-07-06,31644,401.0,417.28571428571433,722,1.0,2.142857142857143
3173,8529,IA,19,2020-07-07,31923,279.0,426.0,725,3.0,1.7142857142857142
3174,8580,IA,19,2020-07-08,32387,464.0,442.4285714285714,732,7.0,2.142857142857143
3175,8631,IA,19,2020-07-09,33118,731.0,450.4285714285714,740,8.0,3.2857142857142856
3176,8682,IA,19,2020-07-10,34009,891.0,522.1428571428571,743,3.0,3.2857142857142856
3177,8733,IA,19,2020-07-11,34525,516.0,514.7142857142857,748,5.0,3.8571428571428568
3178,8784,IA,19,2020-07-12,35004,479.0,537.2857142857143,749,1.0,4.0
3179,8835,IA,19,2020-07-13,35494,490.0,550.0,753,4.0,4.428571428571429
3180,8886,IA,19,2020-07-14,35821,327.0,556.8571428571429,756,3.0,4.428571428571429
3181,8937,IA,19,2020-07-15,36036,215.0,521.2857142857143,758,2.0,3.7142857142857135
3182,8988,IA,19,2020-07-16,36863,827.0,535.0,777,19.0,5.285714285714286
3183,9039,IA,19,2020-07-17,37666,803.0,522.4285714285714,782,5.0,5.571428571428571
3184,9090,IA,19,2020-07-18,37902,236.0,482.4285714285714,787,5.0,5.571428571428571
3185,9141,IA,19,2020-07-19,38633,731.0,518.4285714285714,792,5.0,6.142857142857142
3186,9192,IA,19,2020-07-20,38915,282.0,488.71428571428567,793,1.0,5.7142857142857135
3187,9243,IA,19,2020-07-21,39412,497.0,513.0,799,6.0,6.142857142857142
3188,9294,IA,19,2020-07-22,39792,380.0,536.5714285714286,808,9.0,7.142857142857142
3189,9345,IA,19,2020-07-23,40503,711.0,520.0,815,7.0,5.428571428571429
3190,9396,IA,19,2020-07-24,40993,490.0,475.28571428571433,820,5.0,5.428571428571429
3191,9447,IA,19,2020-07-25,41626,633.0,532.0,826,6.0,5.571428571428571
